"PR2012 1er tour","PR2012 2ème tour","sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Nicolas Sarkozy","Nicolas Sarkozy","Sûr de son choix"
"Philippe Poutou","Blanc,nul, abstention, sans réponse","Sûr de son choix"
"Philippe Poutou","Blanc,nul, abstention, sans réponse","Sûr de son choix"
"Philippe Poutou","François Hollande","Sûr de son choix"
"Philippe Poutou","François Hollande","Sûr de son choix"
"Philippe Poutou","François Hollande","Sûr de son choix"
"Philippe Poutou","François Hollande","Sûr de son choix"
"Philippe Poutou","François Hollande","Sûr de son choix"
"Philippe Poutou","Nicolas Sarkozy","Sûr de son choix"
