x,y,z
23,87,45.8924369812
23,88,26.7432975769
23,89,40.9980201721
23,90,38.929107666
23,91,38.7982749939
23,92,42.5178642273
23,93,23.6769504547
23,94,34.9327354431
23,95,33.0534896851
24,0,-0.119142375886
24,1,-0.198081314564
24,2,0.982718884945
24,3,0.826325893402
24,4,-3.53868842125
24,5,-11.4812316895
24,6,-14.4388332367
24,7,-32.9857788086
24,8,-71.6635971069
24,9,-96.5204849243
24,10,-99.7400588989
24,11,-101.205688477
24,12,-98.9554977417
24,13,-83.9218444824
24,14,-43.2133903503
24,15,-12.2683067322
24,16,0
24,17,4.60385465622
24,18,23.9427223206
24,19,40.2538642883
24,20,51.3213996887
24,21,62.1334648132
24,22,80.9459152222
24,23,86.6504592896
24,24,96.7398834229
24,25,93.4835968018
24,26,94.3120880127
24,27,93.8386383057
24,28,101.998535156
24,29,82.0356140137
24,30,77.2115859985
24,31,69.8882293701
24,32,66.0158920288
24,33,65.0069885254
24,34,27.8874149323
24,35,40.8171157837
24,36,42.5050582886
24,37,43.0991897583
24,38,45.4267616272
24,39,46.1432533264
24,40,45.3661155701
24,41,49.1674995422
24,42,54.8342781067
24,43,56.5678024292
24,44,63.964050293
24,45,74.4002304077
24,46,77.0500488281
24,47,94.9296264648
24,48,95.3559417725
24,49,85.4442214966
24,50,68.104019165
24,51,65.7450866699
24,52,65.5400161743
24,53,75.570526123
24,54,86.0833816528
24,55,91.0825119019
24,56,98.2863082886
24,57,99.3020401001
24,58,103.037055969
24,59,109.781059265
24,60,120.307670593
24,61,128.719650269
24,62,136.398361206
24,63,140.326187134
24,64,132.795623779
24,65,123.628898621
24,66,113.040496826
24,67,98.3484725952
24,68,91.1429977417
24,69,86.8796005249
24,70,81.9589767456
24,71,74.3574371338
24,72,99.6308059692
24,73,74.9027099609
24,74,64.8789215088
24,75,63.1964225769
24,76,58.5235786438
24,77,47.8792572021
24,78,49.4065513611
24,79,48.2324295044
24,80,42.4215812683
24,81,32.5891799927
24,82,44.0343017578
24,83,46.3968772888
24,84,49.4359970093
24,85,48.6714935303
24,86,50.4670372009
24,87,50.5005493164
24,88,25.9418678284
24,89,45.6941490173
24,90,48.0638961792
24,91,44.556968689
24,92,45.7863693237
24,93,38.1906051636
24,94,46.1615219116
24,95,39.8386421204
25,0,-0.243491202593
25,1,3.37967014313
25,2,-24.9883270264
25,3,-43.3469429016
25,4,-49.7233352661
25,5,-51.6975326538
25,6,-55.1949806213
25,7,-84.5793838501
25,8,-82.544960022
25,9,-99.7449417114
25,10,-98.623916626
25,11,-104.853462219
25,12,-107.108604431
25,13,-101.633644104
25,14,-71.7780380249
25,15,-33.6858139038
25,16,-5.01374006271
25,17,-0.309708893299
25,18,10.1111440659
25,19,55.9647216797
25,20,57.1952171326
25,21,68.6695327759
25,22,75.4601364136
25,23,79.3499603271
25,24,82.0181121826
25,25,97.9053955078
25,26,122.554351807
25,27,102.792221069
25,28,112.235519409
25,29,110.050666809
25,30,97.1565246582
25,31,81.1284332275
25,32,70.9782180786
25,33,60.3569869995
25,34,45.6628570557
25,35,41.3236160278
25,36,42.1440544128
25,37,45.5123291016
25,38,50.137966156
25,39,47.2641639709
25,40,49.0029220581
25,41,50.1969261169
25,42,57.9003181458
25,43,59.0397911072
25,44,64.1555480957
25,45,74.039276123
25,46,81.4626541138
25,47,88.8854827881
25,48,127.413024902
25,49,90.119682312
25,50,77.1804885864
25,51,71.2572402954
25,52,70.2762832642
25,53,76.6266326904
25,54,92.5295410156
25,55,105.259178162
25,56,106.182525635
25,57,112.132095337
25,58,115.685821533
25,59,120.207695007
25,60,124.074195862
25,61,133.281784058
25,62,137.838760376
25,63,140.095657349
25,64,135.298553467
25,65,125.141983032
25,66,114.973136902
25,67,105.109596252
25,68,97.2963638306
25,69,93.229850769
25,70,91.0078659058
25,71,84.4785995483
25,72,75.8639297485
25,73,74.1825866699
25,74,69.5469055176
25,75,67.0610809326
25,76,64.1774139404
25,77,55.6570091248
25,78,54.4892272949
25,79,53.1341552734
25,80,49.4124603271
25,81,40.9407463074
25,82,48.0033760071
25,83,53.1184654236
25,84,55.3757591248
25,85,55.5423049927
25,86,57.1882171631
25,87,59.2101974487
25,88,32.2691459656
25,89,36.584564209
25,90,49.1194496155
25,91,49.3691253662
25,92,51.5055999756
25,93,48.0784301758
25,94,52.5587768555
25,95,44.4332237244
26,0,4.27598905563
26,1,0.225323453546
26,2,-19.0042419434
26,3,-39.6354141235
26,4,-54.1734695435
26,5,-55.1905555725
26,6,-69.3858566284
26,7,-82.94506073
26,8,-85.3371887207
26,9,-95.4402313232
26,10,-99.753326416
26,11,-95.8101654053
26,12,-98.4465942383
26,13,-93.1342315674
26,14,-81.2222518921
26,15,-57.9611053467
26,16,-31.6456394196
26,17,-3.37132501602
26,18,1.30001747608
26,19,46.099319458
26,20,58.5576629639
26,21,63.9480209351
26,22,69.7782821655
26,23,70.9323196411
26,24,73.3469161987
26,25,77.6874160767
26,26,83.5428924561
26,27,119.112869263
26,28,114.142608643
26,29,102.148757935
26,30,96.1137771606
26,31,84.523399353
26,32,70.5664901733
26,33,57.1074028015
26,34,47.7738113403
26,35,42.1714668274
26,36,45.1196403503
26,37,46.4758262634
26,38,51.9076805115
26,39,50.7067146301
26,40,52.0359153748
26,41,59.7485351562
26,42,66.2434387207
26,43,62.6601142883
26,44,67.7453994751
26,45,73.8449020386
26,46,75.054397583
26,47,74.9797973633
26,48,101.925460815
26,49,86.2322158813
26,50,79.4509124756
26,51,75.411529541
26,52,76.5101699829
26,53,84.5117416382
26,54,101.597923279
26,55,131.401763916
26,56,130.265823364
26,57,136.234100342
26,58,135.898742676
26,59,134.333068848
26,60,135.525177002
26,61,146.357299805
26,62,149.940994263
26,63,145.938262939
26,64,140.153915405
26,65,135.611114502
26,66,126.911590576
26,67,113.133483887
26,68,104.779754639
26,69,103.490837097
26,70,101.032020569
26,71,110.38470459
26,72,83.5709609985
26,73,75.7673492432
26,74,75.3012008667
26,75,73.3345870972
26,76,71.4972763062
26,77,60.1842269897
26,78,62.2340126038
26,79,57.8079986572
26,80,56.5130615234
26,81,50.900226593
26,82,53.9851951599
26,83,59.0369148254
26,84,62.1730155945
26,85,65.2496337891
26,86,61.1356315613
26,87,60.2080001831
26,88,60.765953064
26,89,47.134262085
26,90,58.5817871094
26,91,53.4484558105
26,92,56.7789764404
26,93,56.361782074
26,94,57.5662918091
26,95,55.5776939392
27,0,-2.56696820259
27,1,-7.49503326416
27,2,-23.8265991211
27,3,-30.1652297974
27,4,-28.5743370056
27,5,-42.7829589844
27,6,-57.4727859497
27,7,-78.117805481
27,8,-68.1597595215
27,9,-79.2239761353
27,10,-93.8629760742
27,11,-93.0927505493
27,12,-85.0968551636
27,13,-77.2075500488
27,14,-78.1306228638
27,15,-52.2651977539
27,16,-36.4780197144
27,17,-14.7782125473
27,18,0.137098327279
27,19,35.2112236023
27,20,43.9567985535
27,21,62.4724273682
27,22,61.1035346985
27,23,72.5274429321
27,24,64.3717880249
27,25,66.7773361206
27,26,81.0907897949
27,27,106.250846863
27,28,141.952423096
27,29,102.098426819
27,30,86.3825912476
27,31,74.0924453735
27,32,69.5066299438
27,33,53.940196991
27,34,43.8397254944
27,35,45.5609512329
27,36,48.269657135
27,37,50.5579986572
27,38,53.158367157
27,39,52.1514968872
27,40,53.8266944885
27,41,56.9425926208
27,42,65.7379074097
27,43,67.8939590454
27,44,70.6335754395
27,45,72.4186172485
27,46,75.6742172241
27,47,89.7083206177
27,48,80.483001709
27,49,76.995010376
27,50,77.2744369507
27,51,74.3932952881
27,52,75.732460022
27,53,77.2618484497
27,54,95.6075668335
27,55,136.766525269
27,56,152.755172729
27,57,176.633346558
27,58,161.337692261
27,59,162.363708496
27,60,155.616287231
27,61,167.061126709
27,62,167.189239502
27,63,161.395965576
27,64,148.345352173
27,65,145.411422729
27,66,134.456451416
27,67,121.237312317
27,68,118.126441956
27,69,110.803535461
27,70,106.09463501
27,71,91.4775543213
27,72,110.229621887
27,73,82.8945236206
27,74,82.4055328369
27,75,80.1464767456
27,76,77.6351242065
27,77,72.0416412354
27,78,67.7332763672
27,79,65.9959564209
27,80,58.5174789429
27,81,56.7435951233
27,82,60.7558097839
27,83,65.6451950073
27,84,69.265007019
27,85,71.4036712646
27,86,73.1069717407
27,87,70.9205551147
27,88,64.2996368408
27,89,62.0698509216
27,90,60.2261695862
27,91,58.6386108398
27,92,64.2169418335
27,93,65.5985336304
27,94,66.1452560425
27,95,64.3493652344
28,0,-37.7624397278
28,1,-42.2610015869
28,2,-53.28150177
28,3,-53.7857551575
28,4,-54.2614707947
28,5,-59.6759529114
28,6,-60.4972038269
28,7,-59.8423118591
28,8,-39.5458564758
28,9,-43.936126709
28,10,-60.335899353
28,11,-71.060546875
28,12,-79.0407562256
28,13,-68.5778198242
28,14,-66.7095565796
28,15,-43.4081573486
28,16,-36.0812568665
28,17,-16.7149238586
28,18,0
28,19,6.14277791977
28,20,30.690536499
28,21,56.4145927429
28,22,49.9495925903
28,23,48.8982620239
28,24,48.6407814026
28,25,88.6469116211
28,26,65.9826812744
28,27,118.261436462
28,28,121.698219299
28,29,90.5729751587
28,30,78.5009078979
28,31,67.7401809692
28,32,50.265411377
28,33,44.3861694336
28,34,38.3702545166
28,35,49.1144676208
28,36,48.883556366
28,37,53.4522438049
28,38,56.4786872864
28,39,53.1585388184
28,40,53.4437408447
28,41,58.5425567627
28,42,67.9557189941
28,43,70.4083175659
28,44,68.5525131226
28,45,77.5509567261
28,46,70.908744812
28,47,82.0729293823
28,48,77.9689865112
28,49,71.4407348633
28,50,69.9793319702
28,51,74.6210479736
28,52,73.2400588989
28,53,77.4080047607
28,54,93.4816970825
28,55,104.793647766
28,56,129.43321228
28,57,163.284286499
28,58,186.539093018
28,59,218.184646606
28,60,191.604324341
28,61,205.927185059
28,62,211.07749939
28,63,194.691238403
28,64,165.483276367
28,65,154.506164551
28,66,141.473449707
28,67,130.341949463
28,68,122.931007385
28,69,112.874252319
28,70,94.4992294312
28,71,86.0848312378
28,72,91.6544113159
28,73,93.7855758667
28,74,90.0978164673
28,75,86.4824981689
28,76,82.383430481
28,77,73.3160095215
28,78,76.6104888916
28,79,77.2833023071
28,80,64.5939025879
28,81,65.3772888184
28,82,69.1401290894
28,83,74.2024383545
28,84,78.1573791504
28,85,90.0463943481
28,86,92.9198989868
28,87,81.6736068726
28,88,72.7210235596
28,89,68.1232376099
28,90,64.0345230103
28,91,65.8665084839
28,92,69.1825027466
28,93,72.4304199219
28,94,62.09324646
28,95,73.3935012817
29,0,-50.4179420471
29,1,-57.346446991
29,2,-56.7163276672
29,3,-56.2738647461
29,4,-58.9505386353
29,5,-58.2699661255
29,6,-67.4598617554
29,7,-68.2909469604
29,8,-62.0685577393
29,9,-61.2985572815
29,10,-65.4253463745
29,11,-72.1825561523
29,12,-68.537979126
29,13,-57.1857872009
29,14,-58.7249031067
29,15,-29.4324817657
29,16,-31.0670127869
29,17,-22.4427127838
29,18,-1.60157716274
29,19,0.374300986528
29,20,3.87960934639
29,21,5.91297578812
29,22,21.5276565552
29,23,31.6680431366
29,24,35.3558197021
29,25,49.4534950256
29,26,58.5036277771
29,27,103.267433167
29,28,88.4184417725
29,29,91.9680023193
29,30,81.2159805298
29,31,72.1580657959
29,32,62.6460113525
29,33,56.3125495911
29,34,47.8983306885
29,35,50.6322784424
29,36,51.1998138428
29,37,57.0599899292
29,38,57.676864624
29,39,54.128616333
29,40,60.1825180054
29,41,64.1904983521
29,42,70.3849563599
29,43,68.5467987061
29,44,68.911781311
29,45,81.3109970093
29,46,75.658164978
29,47,74.6335296631
29,48,78.12550354
29,49,77.3816375732
29,50,72.0789108276
29,51,75.057258606
29,52,74.7305221558
29,53,80.2711257935
29,54,86.5788497925
29,55,103.676956177
29,56,122.262237549
29,57,143.405288696
29,58,166.051742554
29,59,201.708404541
29,60,214.273330688
29,61,222.946456909
29,62,236.785629272
29,63,214.746078491
29,64,215.572189331
29,65,163.100189209
29,66,138.997238159
29,67,132.802642822
29,68,119.54876709
29,69,101.988555908
29,70,96.6580963135
29,71,100.625579834
29,72,102.242385864
29,73,102.548171997
29,74,99.8524703979
29,75,95.2165679932
29,76,91.1432571411
29,77,86.2040634155
29,78,84.624961853
29,79,86.8297195435
29,80,70.7026138306
29,81,64.7948455811
29,82,75.0167236328
29,83,79.2465057373
29,84,87.2214813232
29,85,105.162017822
29,86,114.32484436
29,87,102.334732056
29,88,81.491607666
29,89,73.3153152466
29,90,67.9527511597
29,91,70.8787307739
29,92,77.3017425537
29,93,73.535118103
29,94,80.7679672241
29,95,84.566116333
30,0,-60.0437355042
30,1,-57.4445075989
30,2,-55.2498283386
30,3,-55.7839584351
30,4,-58.7495307922
30,5,-55.5392875671
30,6,-61.4504432678
30,7,-61.9869041443
30,8,-65.1005859375
30,9,-70.7659454346
30,10,-73.1664276123
30,11,-68.2241897583
30,12,-57.3438415527
30,13,-50.6544151306
30,14,-46.6088104248
30,15,-19.7883625031
30,16,-21.6263256073
30,17,-20.4220066071
30,18,-6.89455318451
30,19,0
30,20,1.10018622875
30,21,5.59070587158
30,22,5.18632984161
30,23,17.1755428314
30,24,24.7374973297
30,25,36.9802093506
30,26,77.8677368164
30,27,111.260551453
30,28,96.6792526245
30,29,98.2632522583
30,30,88.8589782715
30,31,79.5724716187
30,32,61.7485122681
30,33,69.5028915405
30,34,58.0279083252
30,35,55.2330245972
30,36,55.9784812927
30,37,56.4982872009
30,38,57.7128448486
30,39,54.2682991028
30,40,56.7440757751
30,41,60.9340820312
30,42,67.4808654785
30,43,69.8753051758
30,44,70.9643707275
30,45,70.5398025513
30,46,73.0589370728
30,47,75.9956130981
30,48,77.8909225464
30,49,76.5862350464
30,50,75.8223495483
30,51,78.2169036865
30,52,78.1948852539
30,53,81.3237075806
30,54,92.8639526367
30,55,105.015350342
30,56,119.296272278
30,57,137.061538696
30,58,156.382827759
30,59,172.040679932
30,60,185.57649231
30,61,204.569915771
30,62,219.400421143
30,63,239.043762207
30,64,206.9168396
30,65,162.940597534
30,66,142.039901733
30,67,130.414413452
30,68,116.093681335
30,69,106.881286621
30,70,107.081604004
30,71,109.049179077
30,72,113.523033142
30,73,112.075302124
30,74,110.678382874
30,75,106.64994812
30,76,102.131523132
30,77,95.6100234985
30,78,97.4410247803
30,79,83.6340789795
30,80,71.2778701782
30,81,70.3676834106
30,82,76.7717895508
30,83,83.9180450439
30,84,95.8836898804
30,85,119.23589325
30,86,148.09336853
30,87,125.037055969
30,88,94.9576644897
30,89,78.1847839355
30,90,69.2078857422
30,91,74.4677124023
30,92,78.2851638794
30,93,87.1970901489
30,94,89.5417556763
30,95,91.4972076416
31,0,-51.0138244629
31,1,-52.5251045227
31,2,-53.9986534119
31,3,-54.0119018555
31,4,-55.3978004456
31,5,-52.7196846008
31,6,-55.8864517212
31,7,-54.9512710571
31,8,-58.9145355225
31,9,-66.3312225342
31,10,-64.4348373413
31,11,-61.2547035217
31,12,-51.0135993958
31,13,-40.820148468
31,14,-35.7746353149
31,15,-18.166229248
31,16,-17.5586929321
31,17,-20.3027229309
31,18,-7.89952468872
31,19,-1.80008292198
31,20,0
31,21,3.65836715698
31,22,4.92811489105
31,23,23.5171775818
31,24,32.4299430847
31,25,53.3867416382
31,26,71.6371994019
31,27,128.085098267
31,28,122.537315369
31,29,114.480400085
31,30,103.213790894
31,31,89.2182312012
31,32,72.8813323975
31,33,71.2164077759
31,34,58.6551704407
31,35,55.5940818787
31,36,54.3178520203
31,37,57.1979026794
31,38,56.6108551025
31,39,54.5920028687
31,40,56.7825431824
31,41,57.1558876038
31,42,62.5569801331
31,43,69.3670654297
31,44,72.6929855347
31,45,72.7129821777
31,46,76.4714279175
31,47,91.1416397095
31,48,78.0158691406
31,49,72.0483856201
31,50,77.7154846191
31,51,82.2694702148
31,52,83.9412307739
31,53,86.4395904541
31,54,94.7044754028
31,55,101.790969849
31,56,120.848480225
31,57,132.750762939
31,58,145.688598633
31,59,156.402282715
31,60,166.064590454
31,61,181.507781982
31,62,194.407989502
31,63,222.151641846
31,64,194.962127686
31,65,159.169174194
31,66,148.312240601
31,67,134.320663452
31,68,117.082229614
31,69,112.506965637
31,70,124.316932678
31,71,115.748344421
31,72,120.820343018
31,73,123.547164917
31,74,120.389877319
31,75,121.791007996
31,76,113.097648621
31,77,106.144454956
31,78,104.414131165
31,79,86.6312332153
31,80,74.3012924194
31,81,72.1935577393
31,82,79.5888137817
31,83,87.771194458
31,84,101.861351013
31,85,122.91305542
31,86,139.595092773
31,87,120.624954224
31,88,100.225463867
31,89,86.213142395
31,90,75.9921646118
31,91,83.3770370483
31,92,94.3213272095
31,93,105.774177551
31,94,99.6600265503
31,95,99.4642486572
32,0,-43.8510551453
32,1,-47.0357017517
32,2,-46.999332428
32,3,-50.3372192383
32,4,-51.685634613
32,5,-50.978187561
32,6,-47.8186302185
32,7,-51.3795509338
32,8,-50.8569068909
32,9,-58.4903945923
32,10,-59.496799469
32,11,-54.0442771912
32,12,-44.3081588745
32,13,-30.4395656586
32,14,-21.7220401764
32,15,-17.6735858917
32,16,-16.6915092468
32,17,-20.421749115
32,18,-8.32242107391
32,19,-2.31634950638
32,20,0
32,21,0.866612672806
32,22,5.64965820312
32,23,27.4188423157
32,24,40.6093559265
32,25,58.6948547363
32,26,97.5730819702
32,27,122.151222229
32,28,100.299957275
32,29,135.032104492
32,30,112.664520264
32,31,99.7287902832
32,32,75.673286438
32,33,69.1610717773
32,34,60.3640975952
32,35,58.6845054626
32,36,54.9204673767
32,37,60.1728096008
32,38,57.181892395
32,39,55.4053878784
32,40,58.7365570068
32,41,58.4272346497
32,42,60.8004760742
32,43,67.8198471069
32,44,71.3664245605
32,45,74.8321228027
32,46,83.6385040283
32,47,81.6690979004
32,48,82.4924850464
32,49,72.1555328369
32,50,80.4692306519
32,51,84.1683120728
32,52,87.7451858521
32,53,94.2962036133
32,54,96.3689193726
32,55,102.445648193
32,56,107.642730713
32,57,113.125816345
32,58,120.868461609
32,59,122.227905273
32,60,159.104171753
32,61,165.257995605
32,62,185.4556427
32,63,188.109039307
32,64,186.068054199
32,65,163.329223633
32,66,149.369018555
32,67,136.168838501
32,68,126.282592773
32,69,121.878860474
32,70,135.618164062
32,71,136.860214233
32,72,122.905158997
32,73,139.613769531
32,74,130.702392578
32,75,133.163604736
32,76,128.840499878
32,77,124.363647461
32,78,108.334358215
32,79,89.503036499
32,80,77.9804840088
32,81,74.2244110107
32,82,78.1552581787
32,83,91.4968490601
32,84,112.080413818
32,85,138.06288147
32,86,142.803863525
32,87,120.026435852
32,88,99.6206283569
32,89,86.310005188
32,90,78.713218689
32,91,88.6360778809
32,92,111.571723938
32,93,140.737411499
32,94,116.024635315
32,95,109.515731812
33,0,-38.4916305542
33,1,-41.8037223816
33,2,-44.8042106628
33,3,-47.1770515442
33,4,-48.4953689575
33,5,-46.0264434814
33,6,-41.2313957214
33,7,-45.8711013794
33,8,-48.4139785767
33,9,-52.2743415833
33,10,-55.658946991
33,11,-49.7592010498
33,12,-39.963760376
33,13,-27.3097362518
33,14,-19.5393180847
33,15,-17.3725318909
33,16,-16.6113395691
33,17,-19.8084144592
33,18,-8.96524715424
33,19,-2.62802624702
33,20,0
33,21,0.719798982143
33,22,5.27532958984
33,23,27.5617485046
33,24,36.8069915771
33,25,43.4679832458
33,26,77.5234069824
33,27,56.7231559753
33,28,71.2828369141
33,29,94.454208374
33,30,131.357696533
33,31,99.8569488525
33,32,89.8129272461
33,33,83.5524215698
33,34,65.9878921509
33,35,59.6552467346
33,36,56.1354026794
33,37,58.3241157532
33,38,56.523349762
33,39,56.2250518799
33,40,56.6535186768
33,41,58.1967582703
33,42,61.2901382446
33,43,66.0363311768
33,44,72.5535964966
33,45,85.5326538086
33,46,80.7882385254
33,47,75.5911865234
33,48,84.7763671875
33,49,81.0628967285
33,50,82.7581329346
33,51,83.2753448486
33,52,90.219367981
33,53,98.4695663452
33,54,106.597091675
33,55,121.799377441
33,56,132.708831787
33,57,150.322235107
33,58,178.49961853
33,59,154.097167969
33,60,119.090415955
33,61,152.367462158
33,62,163.134933472
33,63,171.467132568
33,64,169.389755249
33,65,154.568954468
33,66,149.566329956
33,67,149.198043823
33,68,128.496841431
33,69,132.613449097
33,70,159.596450806
33,71,159.78163147
33,72,151.743804932
33,73,166.064956665
33,74,163.670776367
33,75,162.827270508
33,76,158.102996826
33,77,150.176483154
33,78,128.435150146
33,79,101.022590637
33,80,83.199005127
33,81,78.8464279175
33,82,83.9190216064
33,83,93.7950210571
33,84,112.019760132
33,85,148.51600647
33,86,146.21697998
33,87,119.383010864
33,88,99.4535217285
33,89,90.6802215576
33,90,84.3844680786
33,91,91.7303695679
33,92,107.555038452
33,93,125.742904663
33,94,127.343566895
33,95,122.806739807
34,0,-35.7297477722
34,1,-40.2545890808
34,2,-42.4641113281
34,3,-44.6869926453
34,4,-43.6083145142
34,5,-38.9222106934
34,6,-37.3640670776
34,7,-39.7810745239
34,8,-44.8645629883
34,9,-50.8748130798
34,10,-49.608039856
34,11,-42.7984695435
34,12,-36.1456756592
34,13,-25.12707901
34,14,-19.6519126892
34,15,-17.1422386169
34,16,-16.1333770752
34,17,-19.8505516052
34,18,-11.8346977234
34,19,-3.17111992836
34,20,-0.288805067539
34,21,0.946944415569
34,22,5.40584993362
34,23,7.3427772522
34,24,24.0537567139
34,25,29.4603042603
34,26,34.3149375916
34,27,44.3276405334
34,28,62.0264968872
34,29,88.1440658569
34,30,79.8488235474
34,31,124.645927429
34,32,93.0606384277
34,33,83.2624740601
34,34,69.8099060059
34,35,62.5209350586
34,36,59.5085601807
34,37,60.3248443604
34,38,61.5155448914
34,39,61.6055831909
34,40,62.7423019409
34,41,61.3229522705
34,42,62.5055885315
34,43,66.4598846436
34,44,71.5818634033
34,45,78.3890533447
34,46,78.3978347778
34,47,76.8299484253
34,48,83.5499954224
34,49,84.8654556274
34,50,83.5675354004
34,51,89.1423721313
34,52,104.323135376
34,53,127.798660278
34,54,134.995925903
34,55,155.493118286
34,56,226.558532715
34,57,179.655380249
34,58,202.687927246
34,59,190.117095947
34,60,119.248680115
34,61,138.838806152
34,62,125.940925598
34,63,153.519332886
34,64,152.668304443
34,65,149.696228027
34,66,158.346954346
34,67,188.333572388
34,68,149.15562439
34,69,140.38092041
34,70,172.461761475
34,71,202.44934082
34,72,186.910491943
34,73,170.148132324
34,74,182.47328186
34,75,168.238204956
34,76,143.789169312
34,77,132.123825073
34,78,119.544380188
34,79,98.5338439941
34,80,87.5510101318
34,81,83.3652572632
34,82,87.9918212891
34,83,94.7910461426
34,84,106.39466095
34,85,131.494049072
34,86,128.811309814
34,87,113.51361084
34,88,101.97819519
34,89,95.480430603
34,90,89.5532226562
34,91,95.8361740112
34,92,96.541633606
34,93,107.835227966
34,94,117.050979614
34,95,129.148788452
35,0,-35.4972038269
35,1,-39.3419036865
35,2,-41.1332015991
35,3,-39.709072113
35,4,-35.4848060608
35,5,-33.646068573
35,6,-34.6079330444
35,7,-38.7119102478
35,8,-43.2614746094
35,9,-46.3265037537
35,10,-43.6958732605
35,11,-38.7788391113
35,12,-29.5124931335
35,13,-24.1236610413
35,14,-20.0804233551
35,15,-17.2765827179
35,16,-15.7763948441
35,17,-16.8722171783
35,18,-12.4505338669
35,19,-1.89894998074
35,20,-0.247913300991
35,21,1.84825122356
35,22,3.05526280403
35,23,7.72955751419
35,24,20.7776470184
35,25,27.6829776764
35,26,33.0109367371
35,27,39.0397224426
35,28,51.661151886
35,29,51.043762207
35,30,69.4887237549
35,31,90.6535720825
35,32,93.0726242065
35,33,80.442779541
35,34,73.0329742432
35,35,67.7215499878
35,36,62.5046539307
35,37,62.3039474487
35,38,64.3227615356
35,39,64.2739028931
35,40,64.3539581299
35,41,65.1273574829
35,42,65.84400177
35,43,69.4570465088
35,44,76.8011245728
35,45,75.5790481567
35,46,75.3823394775
35,47,77.1309127808
35,48,77.6320953369
35,49,84.1691970825
35,50,85.9805145264
35,51,93.3137588501
35,52,119.463386536
35,53,152.579620361
35,54,219.478103638
35,55,258.507415771
35,56,290.964324951
35,57,285.22946167
35,58,250.583328247
35,59,198.021652222
35,60,139.657531738
35,61,144.016342163
35,62,152.242141724
35,63,141.13684082
35,64,142.822845459
35,65,148.150054932
35,66,163.805465698
35,67,217.481796265
35,68,168.284683228
35,69,146.991653442
35,70,164.058532715
35,71,211.280975342
35,72,216.852981567
35,73,180.254730225
35,74,161.429367065
35,75,149.16343689
35,76,135.988723755
35,77,119.009628296
35,78,108.941192627
35,79,97.2691955566
35,80,88.2429962158
35,81,86.3396148682
35,82,91.3428649902
35,83,96.7924118042
35,84,105.821914673
35,85,123.467895508
35,86,131.573791504
35,87,113.02973938
35,88,105.981124878
35,89,98.2533721924
35,90,92.9648361206
35,91,97.4909896851
35,92,96.2245101929
35,93,104.322555542
35,94,112.527549744
35,95,121.616889954
36,0,-35.2888641357
36,1,-37.4468536377
36,2,-37.1135864258
36,3,-33.2671012878
36,4,-31.2180519104
36,5,-31.1586894989
36,6,-31.778886795
36,7,-36.0631027222
36,8,-42.3900337219
36,9,-44.6616020203
36,10,-41.1872673035
36,11,-35.1001701355
36,12,-28.5923213959
36,13,-23.3559188843
36,14,-20.6984214783
36,15,-19.358789444
36,16,-15.6413621902
36,17,-14.3953027725
36,18,-12.2433891296
36,19,-10.3844184875
36,20,-0.568795263767
36,21,0.702440559864
36,22,2.84278225899
36,23,15.6370544434
36,24,18.6241188049
36,25,22.9781761169
36,26,29.4378700256
36,27,31.4662189484
36,28,32.1566505432
36,29,44.30052948
36,30,53.1725578308
36,31,60.7165756226
36,32,84.4412002563
36,33,89.5333938599
36,34,84.8564758301
36,35,77.9873199463
36,36,64.9541168213
36,37,64.9874267578
36,38,68.8003005981
36,39,72.2249832153
36,40,69.7544937134
36,41,70.5867919922
36,42,72.7633590698
36,43,75.8555145264
36,44,90.6483383179
36,45,89.5729141235
36,46,79.7031326294
36,47,79.8701858521
36,48,76.8307418823
36,49,83.0157623291
36,50,85.1544647217
36,51,108.058753967
36,52,124.129364014
36,53,160.647171021
36,54,232.927703857
36,55,253.587677002
36,56,268.42175293
36,57,227.876296997
36,58,208.675140381
36,59,181.141662598
36,60,152.621276855
36,61,160.099472046
36,62,160.935791016
36,63,163.108291626
36,64,159.468490601
36,65,153.761047363
36,66,164.009429932
36,67,180.899993896
36,68,161.575332642
36,69,182.336502075
36,70,226.929534912
36,71,228.786422729
36,72,230.176544189
36,73,180.270965576
36,74,159.289794922
36,75,143.427139282
36,76,128.063842773
36,77,116.419868469
36,78,106.787727356
36,79,97.4872360229
36,80,90.5163803101
36,81,88.2938156128
36,82,94.3431777954
36,83,99.5028305054
36,84,108.003707886
36,85,124.567359924
36,86,131.776321411
36,87,114.591636658
36,88,105.458442688
36,89,98.3599090576
36,90,92.5599441528
36,91,97.3535690308
36,92,97.345916748
36,93,104.153572083
36,94,112.366218567
36,95,122.727142334
37,0,-34.1492881775
37,1,-35.0317382812
37,2,-32.3570594788
37,3,-28.7344017029
37,4,-27.8039245605
37,5,-28.4176330566
37,6,-29.1231365204
37,7,-33.5747871399
37,8,-40.0694503784
37,9,-43.5852203369
37,10,-36.6432723999
37,11,-31.7037773132
37,12,-27.1742534637
37,13,-22.6138343811
37,14,-21.2606983185
37,15,-20.4079532623
37,16,-15.3770132065
37,17,-14.3079776764
37,18,-13.7720365524
37,19,-13.3378219604
37,20,0.0638047605753
37,21,0.243461340666
37,22,3.68250179291
37,23,14.6230401993
37,24,17.1404304504
37,25,23.0912322998
37,26,24.2154026031
37,27,18.897064209
37,28,23.6497039795
37,29,26.2066135406
37,30,30.7168292999
37,31,53.8556442261
37,32,74.7514038086
