x,y,z
9,58,23.3838863373
9,59,23.3625965118
9,60,21.8287773132
9,61,21.0143623352
9,62,21.2336711884
9,63,22.4448204041
9,64,23.2757091522
9,65,28.5060024261
9,66,32.5397644043
9,67,32.153465271
9,68,29.6365852356
9,69,28.5953464508
9,70,24.2985858917
9,71,16.52967453
9,72,15.1003627777
9,73,9.9358921051
9,74,7.77183532715
9,75,7.12736845016
9,76,14.6719684601
9,77,19.6534366608
9,78,28.13139534
9,79,13.4241876602
9,80,7.90780687332
9,81,14.593375206
9,82,20.6236820221
9,83,37.4540596008
9,84,51.7667884827
9,85,55.2374343872
9,86,60.8604698181
9,87,59.6725349426
9,88,56.4747200012
9,89,50.0040855408
9,90,10.1254501343
9,91,13.6786756516
9,92,2.03096342087
9,93,0.509380757809
9,94,1.17549435082e-38
9,95,1.17549435082e-38
10,0,164.548690796
10,1,210.068344116
10,2,153.816619873
10,3,184.91633606
10,4,258.348480225
10,5,213.404434204
10,6,162.549285889
10,7,121.978225708
10,8,88.9199676514
10,9,26.6820030212
10,10,0.533151626587
10,11,-31.9771995544
10,12,-56.357673645
10,13,-82.7441864014
10,14,-75.3321075439
10,15,-72.7176895142
10,16,-69.1461639404
10,17,-70.0267105103
10,18,-64.329208374
10,19,-59.6708755493
10,20,-54.0723648071
10,21,-49.2784538269
10,22,-45.32554245
10,23,-43.9115219116
10,24,-42.9032020569
10,25,-42.5113677979
10,26,-40.2723579407
10,27,-26.4081840515
10,28,-23.6851978302
10,29,-32.1248130798
10,30,-28.6916847229
10,31,-19.5784721375
10,32,-5.81531667709
10,33,-0.0193854272366
10,34,65.4100036621
10,35,98.7596435547
10,36,111.771560669
10,37,109.350486755
10,38,110.54800415
10,39,95.8259353638
10,40,82.8804473877
10,41,74.8811798096
10,42,63.6866416931
10,43,53.1523857117
10,44,44.7598686218
10,45,33.1366844177
10,46,46.810546875
10,47,45.6989631653
10,48,25.822145462
10,49,51.7961158752
10,50,25.0537319183
10,51,21.9776039124
10,52,27.4880027771
10,53,28.1368484497
10,54,28.0248203278
10,55,28.4658088684
10,56,28.6562595367
10,57,29.2321929932
10,58,27.0048732758
10,59,25.1119194031
10,60,23.8938159943
10,61,25.9965457916
10,62,27.6045265198
10,63,29.6728591919
10,64,33.0232048035
10,65,34.4330940247
10,66,41.2400436401
10,67,40.7024002075
10,68,36.9842681885
10,69,37.5715293884
10,70,33.4152030945
10,71,25.5383872986
10,72,20.8179969788
10,73,18.5446548462
10,74,9.7051410675
10,75,8.08050251007
10,76,13.779665947
10,77,10.7512140274
10,78,5.18800020218
10,79,5.2807507515
10,80,5.18800020218
10,81,5.18800020218
10,82,5.18800020218
10,83,17.5778427124
10,84,29.5167789459
10,85,28.8948745728
10,86,53.0746688843
10,87,59.31457901
10,88,56.917175293
10,89,55.5232086182
10,90,57.3293533325
10,91,57.6374588013
10,92,35.0817108154
10,93,20.2916908264
10,94,22.7445373535
10,95,14.110414505
11,0,132.21434021
11,1,187.316802979
11,2,232.945556641
11,3,238.385879517
11,4,275.161315918
11,5,244.509918213
11,6,209.404830933
11,7,166.352844238
11,8,39.6651649475
11,9,3.04732227325
11,10,-0.764105618
11,11,-31.003370285
11,12,-56.1270942688
11,13,-83.9694747925
11,14,-79.6955947876
11,15,-78.8829650879
11,16,-77.3558807373
11,17,-74.6366271973
11,18,-65.1159210205
11,19,-56.4920272827
11,20,-51.0712394714
11,21,-47.0889778137
11,22,-43.758731842
11,23,-42.9204292297
11,24,-42.3746948242
11,25,-41.2083930969
11,26,-33.5880775452
11,27,-19.7615470886
11,28,-18.554227829
11,29,-23.0597801208
11,30,-21.1682720184
11,31,-18.8033237457
11,32,-7.26256513596
11,33,-0.0160437896848
11,34,63.3825416565
11,35,100.669036865
11,36,107.885513306
11,37,102.286521912
11,38,110.965080261
11,39,97.0648040771
11,40,81.9318771362
11,41,71.8281936646
11,42,63.5569877625
11,43,55.1947860718
11,44,43.5550422668
11,45,37.5086631775
11,46,36.4404640198
11,47,35.0967483521
11,48,29.4669799805
11,49,21.5443096161
11,50,28.3285388947
11,51,28.7162284851
11,52,32.0578613281
11,53,33.3567695618
11,54,35.6000595093
11,55,36.7573432922
11,56,38.4466285706
11,57,38.6099128723
11,58,33.1229705811
11,59,34.1750564575
11,60,32.4969863892
11,61,30.6887435913
11,62,34.5168571472
11,63,37.2207107544
11,64,36.2984695435
11,65,43.7558097839
11,66,46.0102310181
11,67,44.3699874878
11,68,39.3864555359
11,69,41.588634491
11,70,35.1691894531
11,71,28.5456256866
11,72,29.3802661896
11,73,21.4087982178
11,74,8.57240104675
11,75,8.38482379913
11,76,7.69654607773
11,77,5.18800020218
11,78,5.81801509857
11,79,6.25394487381
11,80,12.2421216965
11,81,5.18800020218
11,82,5.18800020218
11,83,5.18800020218
11,84,9.77074813843
11,85,13.1594743729
11,86,24.9125728607
11,87,48.5734939575
11,88,59.5547676086
11,89,59.0230674744
11,90,66.1471862793
11,91,62.6366271973
11,92,73.2406082153
11,93,68.5997161865
11,94,56.3513069153
11,95,43.3409118652
12,0,196.200195312
12,1,241.340957642
12,2,211.174346924
12,3,204.24256897
12,4,239.080444336
12,5,161.214416504
12,6,131.813491821
12,7,121.038635254
12,8,7.09932184219
12,9,-3.66542673111
12,10,-21.5875339508
12,11,-33.8691825867
12,12,-59.3609199524
12,13,-85.6958084106
12,14,-85.4677047729
12,15,-83.6873855591
12,16,-83.8045043945
12,17,-74.2659378052
12,18,-63.0064620972
12,19,-51.3167304993
12,20,-49.2367248535
12,21,-47.3575172424
12,22,-45.4534454346
12,23,-42.7088279724
12,24,-41.4431800842
12,25,-36.8130187988
12,26,-26.6854496002
12,27,-15.508430481
12,28,-17.6604480743
12,29,-17.0510196686
12,30,-16.2518482208
12,31,-16.7798137665
12,32,-10.3960418701
12,33,-0.0148301422596
12,34,6.57887840271
12,35,89.9003677368
12,36,93.3651351929
12,37,92.9399108887
12,38,92.5492630005
12,39,92.9779663086
12,40,84.2072296143
12,41,68.1923141479
12,42,62.7401733398
12,43,54.9765777588
12,44,46.7838745117
12,45,37.107875824
12,46,35.2064170837
12,47,27.4393749237
12,48,32.0005531311
12,49,46.9223823547
12,50,44.2586708069
12,51,35.9226417542
12,52,39.0481529236
12,53,42.8611793518
12,54,45.554145813
12,55,48.5999336243
12,56,52.6980247498
12,57,47.9209403992
12,58,42.1352958679
12,59,41.3714485168
12,60,39.1702537537
12,61,39.5488548279
12,62,41.386920929
12,63,43.34116745
12,64,46.2964668274
12,65,47.648563385
12,66,51.2330970764
12,67,49.2141876221
12,68,41.5722198486
12,69,42.0505447388
