id,osmid,name,lanes,len,maxUsed
668,8916887,McDowell Avenue,,3,2.0
669,8916889,Hickory Street,,6,2.0
670,8916890,Hidalgo Terrace,,1,3.0
671,8916891,Pollard Place,,1,1.0
672,8916892,Harold Avenue,,6,3.0
673,8916894,Broadmoor Drive,,15,3.0
674,8916896,Short Street,,13,4.0
675,8916899,Crissy Field Avenue,,11,3.0
676,8916901,Thorp Lane,,2,2.0
677,8916902,Rowland Street,,1,2.0
678,8916904,Tamalpais Terrace,,1,2.0
679,8916907,28th Avenue,,3,4.0
680,8916908,28th Avenue,,17,3.0
681,8916909,28th Avenue,,9,2.0
682,8916910,Curtis Street,,2,4.0
683,8916911,Curtis Street,,4,3.0
684,8916913,Santa Marina Street,,4,2.0
685,8916914,29th Street,,2,3.0
686,8916915,Wright Street,,1,2.0
687,8916919,Middle Point Road,,7,3.0
688,8916921,Marcela Avenue,,5,3.0
689,8916922,Howard Street,,5,4.0
690,8916923,Fairmount Street,,3,4.0
691,8916925,Greely Court,,5,1.0
692,8916926,Ignacio Avenue,,6,1.0
693,8916927,Jessie Street,,1,2.0
694,8916929,Jessie Street,,1,3.0
695,8916930,Jessie Street,,1,1.0
696,8916931,Mint Plaza,,1,2.0
697,8916932,Jessie Street,,1,2.0
698,8916933,Jessie Street,,3,2.0
699,8916934,Jessie Street,,1,1.0
700,8916935,Jessie Street,,3,2.0
701,8916936,Halleck Street,,2,3.0
702,8916939,Halleck Street,,1,2.0
703,8916940,Hattie Street,,1,2.0
704,8916941,Prescott Court,,1,2.0
705,8916943,Nordhoff Street,,5,2.0
706,8916944,Prentiss Street,,7,2.0
707,8916945,Prentiss Street,,4,3.0
708,8916946,Camp Street,,1,2.0
709,8916947,Reuel Court,,14,2.0
710,8916949,Saint Mary&apos;s Avenue,,1,2.0
711,8916951,32nd Avenue,,9,4.0
712,8916953,32nd Avenue,,15,2.0
713,8916957,Glover Street,,2,3.0
714,8916958,Lamson Lane,,1,2.0
715,8916959,Whittier Street,,7,2.0
716,8916960,Rio Court,,4,2.0
717,8916962,Marcy Place,,1,2.0
718,8916963,Belvedere Street,,5,2.0
719,8916964,Belvedere Street,,2,2.0
720,8916965,Hugo Street,,2,4.0
721,8916967,Sacramento Street,,1,1.0
722,8916969,Hester Avenue,,26,2.0
723,8916972,Richardson Avenue,3,1,2.0
724,8916973,Richardson Avenue,3,4,4.0
725,8916975,Brosnan Street,,1,2.0
726,8916979,Jade Place,,1,1.0
727,8916980,Concord Street,,2,3.0
728,8916982,Concord Street,,4,2.0
729,8916983,Sickles Avenue,,5,3.0
730,8916984,Goethe Street,,1,3.0
731,8916988,Manseau Street,,6,2.0
732,8916989,Chattanooga Street,,2,4.0
733,8916990,Hallam Street,,2,2.0
734,8916992,Dorland Street,,2,2.0
735,8916993,Ingerson Avenue,,21,3.0
736,8916994,Paramount Terrace,,1,1.0
737,8916996,Cochrane Street,,2,2.0
738,8916997,Andover Street,,4,3.0
739,8917000,Manor Drive,,7,2.0
740,8917001,Bliss Street,,2,2.0
741,8917003,Teddy Avenue,,7,2.0
742,8917009,Sheridan Avenue,,2,4.0
743,8917011,Saint Charles Avenue,,3,2.0
744,8917014,Sequoia Way,,21,2.0
745,8917015,Dolphin Court,,1,2.0
746,8917017,Golden Gate Avenue,,7,4.0
747,8917018,Golden Gate Avenue,,1,2.0
748,8917019,Golden Gate Avenue,,1,2.0
749,8917020,Keyes Avenue,,7,2.0
750,8917023,Beale Street,,1,1.0
751,8917024,Lulu Alley,,2,2.0
752,8917026,Anza Street,,24,3.0
753,8917027,Anza Street,,17,2.0
754,8917028,Seymour Street,,1,2.0
755,8917030,Robert Kirk Lane,,1,1.0
756,8917032,Victoria Street,,5,2.0
757,8917033,Victoria Street,,33,2.0
758,8917034,Victoria Street,,2,2.0
759,8917043,Potrero Avenue,,18,3.0
760,8917050,Graystone Terrace,,20,3.0
761,8917051,Agua Way,,6,2.0
762,8917053,Wills Street,,2,1.0
763,8917054,Gibb Street,,3,1.0
764,8917055,Mulford Alley,,1,2.0
765,8917056,Quickstep Lane,,1,1.0
766,8917057,Moreland Street,,4,2.0
767,8917058,Arthur Avenue,,3,2.0
768,8917059,Holly Park Circle,,53,3.0
769,8917060,Bonnie Brae Lane,,1,3.0
770,8917061,Lincoln Boulevard,,5,4.0
771,8917062,Lincoln Boulevard,,9,3.0
772,8917065,Roemer Way,,1,2.0
773,8917066,Liggett Avenue,,5,3.0
774,8917068,Liggett Avenue,,3,2.0
775,8917071,Hobart Alley,,1,2.0
776,8917073,25th Avenue,,2,2.0
777,8917074,25th Avenue,,7,2.0
778,8917075,25th Avenue,,13,3.0
779,8917076,25th Avenue,,12,3.0
780,8917077,25th Avenue,,6,2.0
781,8917078,25th Avenue,,4,2.0
782,8917080,Wildwood Way,,3,2.0
783,8917081,46th Avenue,,6,2.0
784,8917083,46th Avenue,,1,4.0
785,8917085,14th Street,,2,4.0
786,8917093,Saint Francis Boulevard,,6,3.0
787,8917095,Latona Street,,2,2.0
788,8917096,Waithman Way,,3,2.0
789,8917097,Mirabel Avenue,,5,3.0
790,8917098,Nimitz Avenue,,4,2.0
791,8917100,Skyview Way,,10,3.0
792,8917101,Miguel Street,,3,4.0
793,8917102,Miguel Street,,6,2.0
794,8917103,Stanton Street,,3,1.0
795,8917104,Hale Street,,4,2.0
796,8917106,Farnsworth Lane,,1,3.0
797,8917107,Hastings Terrace,,1,1.0
798,8917108,Service Street,,1,1.0
799,8917109,Balceta Avenue,,12,2.0
800,8917110,San Bruno Avenue,,3,2.0
801,8917113,San Bruno Avenue,,5,4.0
802,8917116,Whitecliff Way,,9,2.0
803,8917120,Kezar Drive,,8,2.0
804,8917125,Rivera Street,,8,4.0
805,8917126,Rivera Street,,27,2.0
806,8917128,Baden Avenue,,1,2.0
807,8917130,Southwood Drive,,30,3.0
808,8917131,Williar Avenue,,1,2.0
809,8917132,Camellia Avenue,,7,2.0
810,8917133,Russian Hill Place,,1,1.0
811,8917135,Oak Street,,3,4.0
812,8917137,Woodacre Drive,,21,2.0
813,8917138,Ritch Street,,2,3.0
814,8917139,Emery Lane,,1,2.0
815,8917140,Codman Place,,1,2.0
816,8917141,Alemany Boulevard,,4,4.0
817,8917146,Alemany Boulevard,,1,2.0
818,8917154,Trumbull Street,,21,3.0
819,8917155,Belmont Avenue,,1,2.0
820,8917156,Villa Terrace,,8,3.0
821,8917157,Rolph Street,,18,2.0
822,8917158,Rolph Street,,9,2.0
823,8917159,Olmstead Street,,4,2.0
824,8917160,Olmstead Street,,4,2.0
825,8917161,English Street,,7,2.0
826,8917162,Foerster Street,,6,2.0
827,8917163,Maple Street,,5,2.0
828,8917164,North Lake Merced Hills Street,2,31,1.0
829,8917165,Heron Street,1,1,3.0
830,8917166,Cortland Avenue,,31,4.0
831,8917167,Mistral Street,,1,2.0
832,8917168,Oceanview Terrace,,3,1.0
833,8917169,Bayside Drive,,35,2.0
834,8917170,Eureka Street,,1,4.0
835,8917173,Pinehurst Way,,10,2.0
836,8917174,Kissling Street,,10,2.0
837,8917175,Deems Road,,4,2.0
838,8917176,Joy Street,,2,2.0
839,8917177,Sanchez Street,,1,4.0
840,8917178,Sanchez Street,,6,4.0
841,8917179,Sanchez Street,,1,2.0
842,8917180,Sanchez Street,,3,3.0
843,8917183,Brussels Street,,3,2.0
844,8917184,Brussels Street,,13,2.0
845,8917185,Dashiell Hammett Street,,2,2.0
846,8917186,Derby Street,,2,1.0
847,8917187,Derby Street,,1,1.0
848,8917188,Trainor Street,,2,2.0
849,8917189,Wilder Street,,3,2.0
850,8917190,A Street,,2,2.0
851,8917191,Waltham Street,,1,1.0
852,8917192,Paradise Avenue,,10,2.0
853,8917194,Campton Place,,1,2.0
854,8917195,Littlefield Terrace,,3,2.0
855,8917197,Caselli Avenue,,10,3.0
856,8917199,Pershing Drive,,60,3.0
857,8917200,Thomas More Way,,3,3.0
858,8917205,Union Street,,7,2.0
859,8917207,Rosie Lee Lane,,6,3.0
860,8917211,Laguna Honda Boulevard,,6,3.0
861,8917218,Emerald Lane,,2,2.0
862,8917220,Sims Court,,2,1.0
863,8917221,Decker Alley,,1,2.0
864,8917222,Jennings Court,,4,2.0
865,8917224,Jennings Court,,6,2.0
866,8917227,La Grande Avenue,,3,2.0
867,8917228,La Grande Avenue,,3,3.0
868,8917230,La Grande Avenue,,2,2.0
869,8917231,Dorman Avenue,,1,2.0
870,8917233,Grenard Terrace,,2,1.0
871,8917234,Pueblo Street,,1,1.0
872,8917235,Cuesta Court,,6,3.0
873,8917236,Tennessee Street,,1,4.0
874,8917239,Espanola Street,,2,2.0
875,8917240,Penny Lane,,6,2.0
876,8917241,Woodward Street,,1,2.0
877,8917246,Madison Street,,6,2.0
878,8917248,Central Avenue,,4,2.0
879,8917249,Central Avenue,,3,4.0
880,8917250,Imperial Avenue,,1,2.0
881,8917251,Gladiolus Lane,,1,2.0
882,8917252,Kronquist Court,,1,1.0
883,8917253,Jersey Street,,4,3.0
884,8917256,Channel Street,,4,2.0
885,8917257,Carolina Street,,1,1.0
886,8917258,Carolina Street,,14,2.0
887,8917259,Sotelo Avenue,,9,2.0
888,8917260,Appleton Avenue,,3,2.0
889,8917262,Northridge Road,,16,3.0
890,8917263,Rutland Street,,12,2.0
891,8917264,Valmar Terrace,,6,3.0
892,8917265,De Long Street,,12,3.0
893,8917266,De Long Street,,9,2.0
894,8917268,Moore Place,,1,1.0
895,8917269,Modoc Avenue,,1,1.0
896,8917270,Restani Way,,1,1.0
897,8917271,Restani Way,,1,2.0
898,8917273,Owens Street,,1,2.0
899,8917274,Tioga Avenue,,6,2.0
900,8917275,Walker Court,,5,1.0
901,8917276,Hamerton Avenue,,5,1.0
902,8917278,Maynard Street,,13,3.0
903,8917279,West Pacific Avenue,,27,2.0
904,8917280,West Pacific Avenue,,12,2.0
905,8917281,Aerial Way,,2,2.0
906,8917282,Aerial Way,,3,3.0
907,8917284,Post Street,,9,4.0
908,8917285,Erie Street,,2,2.0
909,8917287,Acadia Street,,3,2.0
910,8917288,Breen Place,,1,1.0
911,8917289,Midcrest Way,,2,3.0
912,8917290,Terrace Drive,,15,3.0
913,8917291,Mountain Spring Avenue,,5,3.0
914,8917292,Duboce Avenue,,3,4.0
915,8917294,Ruger Street,,7,2.0
916,8917296,Infantry Terrace,,7,3.0
917,8917297,7th Avenue,,1,3.0
918,8917298,7th Avenue,,15,2.0
919,8917299,7th Avenue,,2,2.0
920,8917300,Sparrow Street,,1,2.0
921,8917301,Erkson Court,,1,1.0
922,8917303,Morton Street,,18,3.0
923,8917304,Thor Avenue,,7,2.0
924,8917305,Houston Street,,3,2.0
925,8917307,San Juan Avenue,,13,2.0
926,8917308,Old Chinatown Lane,,1,1.0
927,8917309,Tubbs Street,,2,2.0
928,8917311,Onique Lane,,3,2.0
929,8917312,James Place,,1,2.0
930,8917320,Greenough Avenue,,7,3.0
931,8917321,Hamlin Street,,1,1.0
932,8917322,Elizabeth Street,,1,2.0
933,8917323,Elizabeth Street,,5,3.0
934,8917324,Zoe Street,,2,3.0
935,8917325,Monterey Boulevard,2,4,2.0
936,8917329,Monterey Boulevard,,11,3.0
937,8917331,Monterey Boulevard,,7,2.0
938,8917332,Monterey Boulevard,,7,2.0
939,8917333,Bird Street,,1,2.0
940,8917334,Claude Lane,,2,2.0
941,8917335,Euclid Avenue,,1,3.0
942,8917337,Brannan Street,,4,4.0
943,8917338,Museum Way,,7,2.0
944,8917339,Talbert Street,,6,2.0
945,8917340,Bonita Street,,1,1.0
946,8917343,Priest Street,,1,2.0
947,8917344,Arguello Boulevard,,4,4.0
948,8917345,Arguello Boulevard,,2,3.0
949,8917346,Arguello Boulevard,,3,2.0
950,8917348,Otis Street,,5,5.0
951,8917349,Otis Street,,2,3.0
952,8917350,Auburn Street,,2,3.0
953,8917351,Wetmore Street,1,2,2.0
954,8917353,Santa Fe Avenue,,2,2.0
955,8917355,Anzavista Avenue,,21,2.0
956,8917357,De Montfort Avenue,,4,2.0
957,8917359,Buena Vista Terrace,,4,4.0
958,8917360,Summit Street,,8,3.0
959,8917365,19th Avenue,3,1,4.0
960,8917366,19th Avenue,3,3,2.0
961,8917367,19th Avenue,,11,3.0
962,8917368,Gold Mine Drive,,78,3.0
963,8917369,Cyrus Place,,1,3.0
964,8917370,Castillo Street,,1,1.0
965,8917371,Hawkins Lane,,8,2.0
966,8917374,Dwight Street,,12,2.0
967,8917377,Judah Street,,25,4.0
968,8917379,Juan Bautista Circle,,22,3.0
969,8917381,Spruce Street,,15,2.0
970,8917382,Spruce Street,,6,3.0
971,8917385,Cooper Alley,,1,2.0
972,8917388,Garlington Court,,9,2.0
973,8917390,Garlington Court,,10,3.0
974,8917392,Costa Street,,1,1.0
975,8917393,Vista Court,,8,2.0
976,8917396,De Soto Street,,24,2.0
977,8917397,Gladys Street,,1,2.0
978,8917399,Panama Street,,3,1.0
979,8917403,Western Shore Lane,,4,2.0
980,8917406,Chestnut Street,,6,3.0
981,8917408,Hanover Street,,9,3.0
982,8917411,Sibley Road,,29,2.0
983,8917414,Crestlake Drive,,1,3.0
984,8917416,17th Street,,4,4.0
985,8917418,Folsom Street,,8,3.0
986,8917421,Alta Street,,2,2.0
987,8917424,Harrison Street,,2,2.0
988,8917425,Harrison Street,,1,4.0
989,8917426,Berkeley Way,,44,2.0
990,8917431,Ofarrell Street,,3,2.0
991,8917432,O&apos;Farrell Street,,11,2.0
992,8917433,Church Street,,3,2.0
993,8917435,Church Street,,1,2.0
994,8917436,Wisconsin Street,,3,2.0
995,8917437,Wisconsin Street,,1,4.0
996,8917439,Striped Bass Street,,10,2.0
997,8917440,Yosemite Avenue,,13,2.0
998,8917441,Tandang Sora Street,,2,2.0
999,8917442,Bannam Place,,1,2.0
1000,8917443,Woodland Avenue,,3,2.0
1001,8917444,Funston Road,,11,4.0
1002,8917445,Knott Court,,1,1.0
1003,8917446,Stevenson Street,,1,3.0
1004,8917447,Stevenson Street,,1,3.0
1005,8917448,Stevenson Street,,1,1.0
1006,8917449,Stevenson Street,,1,2.0
1007,8917450,Stevenson Street,,1,2.0
1008,8917451,Stevenson Street,,1,4.0
1009,8917453,Stevenson Street,,4,2.0
1010,8917454,Stevenson Street,,1,3.0
1011,8917455,Stevenson Street,,1,2.0
1012,8917456,Stevenson Street,,1,2.0
1013,8917459,Fairfax Avenue,,3,2.0
1014,8917461,Torney Avenue,,5,3.0
1015,8917462,Jerome Alley,,1,2.0
1016,8917463,Oxford Street,,7,2.0
1017,8917465,Estero Avenue,,12,2.0
1018,8917468,Upton Avenue,,8,2.0
1019,8917469,Upton Avenue,,4,5.0
1020,8917471,29th Avenue,,5,4.0
1021,8917472,29th Avenue,,15,2.0
1022,8917474,Ross Alley,,1,2.0
1023,8917480,Guerrero Street,2,5,3.0
1024,8917481,Colin Place,,1,2.0
1025,8917482,Schofield Road,,3,1.0
1026,8917484,Schofield Road,,23,2.0
1027,8917485,Worcester Avenue,,5,3.0
1028,8917486,Orange Alley,,3,2.0
1029,8917489,Laguna Street,,2,4.0
1030,8917490,Los Palmos Drive,,109,2.0
1031,8917493,Brotherhood Way,,22,2.0
1032,8917495,Clyde Street,,1,2.0
1033,8917496,Gellert Drive,,10,4.0
1034,8917497,Ceres Street,,1,2.0
1035,8917498,Minna Street,,2,2.0
1036,8917499,Minna Street,,2,2.0
1037,8917500,Minna Street,,4,2.0
1038,8917501,Minna Street,,1,3.0
1039,8917502,Gordon Street,,1,2.0
1040,8917503,Godeus Street,,1,2.0
1041,8917504,McCormick Street,,1,3.0
1042,8917506,Parque Drive,,9,2.0
1043,8917508,Valencia Street,,5,2.0
1044,8917512,Cedro Avenue,,20,2.0
1045,8917513,Cargo Way,,17,3.0
1046,8917514,Cargo Way,,18,4.0
1047,8917515,Battery Wagner Road,,7,2.0
1048,8917517,16th Avenue,,24,4.0
1049,8917518,16th Avenue,,2,4.0
1050,8917519,16th Avenue,,4,2.0
1051,8917520,16th Avenue,,5,4.0
1052,8917522,San Carlos Street,,4,2.0
1053,8917523,Bush Street,,48,4.0
1054,8917524,Grattan Street,,3,2.0
1055,8917525,Garden Way,,7,4.0
1056,8917528,Theresa Street,,6,3.0
1057,8917533,Howard Road,,6,1.0
1058,8917534,31st Avenue,,4,2.0
1059,8917535,31st Avenue,,2,2.0
1060,8917536,31st Avenue,,20,2.0
1061,8917540,De Haro Street,,4,3.0
1062,8917542,Great Highway,,12,3.0
1063,8917543,Point Lobos Avenue,,6,2.0
1064,8917546,Great Highway,,7,4.0
1065,8917547,Great Highway,,3,3.0
1066,8917551,Navy Road,,6,3.0
1067,8917552,Navy Road,,2,1.0
1068,8917555,Palmetto Avenue,,7,4.0
1069,8917556,Palmetto Avenue,,3,2.0
1070,8917558,Miles Court,,1,1.0
1071,8917559,Miles Court,,13,2.0
1072,8917561,Lois Lane,,5,2.0
1073,8917564,Canyon Drive,,3,3.0
1074,8917565,College Avenue,,3,2.0
1075,8917568,College Avenue,,17,3.0
1076,8917570,Black Place,,1,1.0
1077,8917571,San Aleso Avenue,,14,2.0
1078,8917574,Mills Place,,2,2.0
1079,8917575,Rickard Street,,1,2.0
1080,8917577,Webb Place,,3,1.0
1081,8917578,Treasure Island Road,,27,3.0
1082,8917579,Saroyan Place,,1,2.0
1083,8917581,Martinez Street,,2,2.0
1084,8917583,Martinez Street,,1,1.0
1085,8917586,Exchange Street,,1,2.0
1086,8917587,Flint Street,,1,2.0
1087,8917590,Ash Street,,1,1.0
1088,8917591,Pixley Street,,3,2.0
1089,8917593,Phelps Street,,6,2.0
1090,8917594,Phelps Street,,6,4.0
1091,8917595,Glenhaven Lane,,2,2.0
1092,8917596,Glenbrook Avenue,,3,3.0
1093,8917599,Bergen Place,,1,1.0
1094,8917602,Ortega Street,,3,4.0
1095,8917603,Ortega Street,,6,4.0
1096,8917605,Ortega Street,,6,3.0
1097,8917607,Milton I Ross Lane,,3,2.0
1098,8917608,Delgado Place,,1,2.0
1099,8917609,Twin Peaks Boulevard,,14,3.0
1100,8917611,Twin Peaks Boulevard,,59,5.0
1101,8917613,Twin Peaks Boulevard,,6,3.0
1102,8917615,Cayuga Avenue,,45,3.0
1103,8917616,Cayuga Avenue,,9,2.0
1104,8917619,Stratford Drive,,24,2.0
1105,8917620,Brooks Street,,1,3.0
1106,8917621,Bliss Road,,1,3.0
1107,8917623,Bliss Road,,1,3.0
1108,8917624,Belgrave Avenue,,4,2.0
1109,8917625,Mint Plaza,,1,3.0
1110,8917626,Flournoy Street,,2,2.0
1111,8917627,Verdun Way,,2,2.0
1112,8917628,Coral Road,,14,2.0
1113,8917630,Hicks Road,,2,1.0
1114,8917631,Herbst Road,,3,2.0
1115,8917634,Meade Avenue,,12,2.0
1116,8917635,Meade Avenue,,4,2.0
1117,8917637,Kent Street,,2,1.0
1118,8917638,Maryland Street,,1,2.0
1119,8917639,Thomas Court,,2,1.0
1120,8917644,Telegraph Hill Boulevard,,19,2.0
1121,8917645,47th Avenue,,7,4.0
1122,8917646,47th Avenue,,6,3.0
1123,8917650,24th Street,,2,2.0
1124,8917651,Almaden Court,,2,2.0
1125,8917653,Donahue Street,,3,3.0
1126,8917655,Donahue Street,,2,2.0
1127,8917657,26th Avenue,,11,2.0
1128,8917659,36th Avenue,,10,3.0
1129,8917660,26th Avenue,,3,2.0
1130,8917662,26th Avenue,,6,2.0
1131,8917663,26th Avenue,,8,2.0
1132,8917664,26th Avenue,,2,3.0
1133,8917665,Virginia Avenue,,10,2.0
1134,8917666,Willard Street,,6,2.0
1135,8917667,Whipple Avenue,,8,2.0
1136,8917668,Whipple Avenue,,1,1.0
1137,8917670,Ecker Plaza,,4,2.0
1138,8917675,Filbert Street,,11,4.0
1139,8917679,Plymouth Avenue,,13,4.0
1140,8917681,Plymouth Avenue,,60,4.0
1141,8917682,Plymouth Avenue,,6,2.0
1142,8917684,Brewster Street,,2,3.0
1143,8917685,Brewster Street,,4,3.0
1144,8917686,McCarthy Avenue,,3,2.0
1145,8917687,E Street,,1,2.0
1146,8917690,Martin Luther King Drive,,8,3.0
1147,8917691,Kenny Alley,,1,2.0
1148,8917692,Valparaiso Street,,2,2.0
1149,8917693,Valparaiso Street,,1,2.0
1150,8917694,Olive Street,,1,2.0
1151,8917695,Olive Street,,2,2.0
1152,8917696,Fuente Avenue,,2,2.0
1153,8917697,Michigan Street,,1,2.0
1154,8917700,Giants Drive,,37,3.0
1155,8917701,Giants Drive,,4,2.0
1156,8917702,Mars Street,,3,2.0
1157,8917703,Cascade Walk,,3,2.0
1158,8917704,Bache Street,,2,2.0
1159,8917705,Teresita Boulevard,,13,3.0
1160,8917707,Teresita Boulevard,,61,3.0
1161,8917710,Teresita Boulevard,,8,2.0
1162,8917711,Revere Avenue,,8,2.0
1163,8917712,Revere Avenue,,15,4.0
1164,8917713,Revere Avenue,,1,1.0
1165,8917715,France Avenue,,11,2.0
1166,8917716,Cuvier Street,,12,2.0
1167,8917719,Healy Avenue,,25,2.0
1168,8917720,Bass Court,,2,1.0
1169,8917722,Forest Knolls Drive,,8,2.0
1170,8917723,Fratessa Court,,12,2.0
1171,8917725,Sierra Street,,1,2.0
1172,8917726,Banbury Drive,,7,2.0
1173,8917727,Dunshee Street,,3,2.0
1174,8917728,Exeter Street,,1,2.0
1175,8917729,Caine Avenue,,6,3.0
1176,8917730,Rosella Court,,1,2.0
1177,8917731,Edgewood Avenue,,5,2.0
1178,8917733,Ruckman Avenue,,4,2.0
1179,8917734,Ruckman Avenue,,6,2.0
1180,8917735,Ruckman Avenue,,8,2.0
1181,8917736,States Street,,1,2.0
1182,8917737,Cowles Street,,10,4.0
1183,8917739,Santa Ana Avenue,,6,4.0
1184,8917741,Arleta Avenue,,3,5.0
1185,8917742,Flower Street,,2,2.0
1186,8917743,Brompton Avenue,,2,2.0
1187,8917746,Channel Street,,21,3.0
1188,8917747,Lomita Avenue,,11,2.0
1189,8917749,Severn Street,,1,2.0
1190,8917750,Antonio Street,,2,1.0
1191,8917754,Iron Alley,,2,3.0
1192,8917755,Baldwin Court,,6,1.0
1193,8917756,Lech Walesa Street,,1,2.0
1194,8917757,Ivy Street,,5,4.0
1195,8917758,Yerba Buena Road,,9,4.0
1196,8917759,Yerba Buena Road,,2,2.0
1197,8917761,Miller Road,,5,3.0
1198,8917765,Helena Street,,1,1.0
1199,8917767,Exposition Drive,,19,2.0
1200,8917769,Miramar Avenue,,5,2.0
1201,8917771,Miramar Avenue,,3,2.0
1202,8917774,2nd Avenue,,3,2.0
1203,8917775,2nd Avenue,,5,4.0
1204,8917776,Dakota Street,,7,4.0
1205,8917777,Cloud Circle,,47,2.0
1206,8917778,Bayside Village Place,,1,2.0
1207,8917779,Moraga Street,,7,2.0
1208,8917781,Moraga Street,,3,4.0
1209,8917782,Moraga Street,,3,4.0
1210,8917783,Cassandra Court,,4,1.0
1211,8917784,Kelloch Avenue,,6,2.0
1212,8917785,Galindo Avenue,,7,2.0
1213,8917786,18th Street,2,39,4.0
1214,8917787,18th Street,,2,4.0
1215,8917788,Barnard Avenue,,4,3.0
1216,8917789,Barnard Avenue,,3,3.0
1217,8917790,11th Street,,12,2.0
1218,8917791,11th Street,,2,3.0
1219,8917792,5th Street,,3,2.0
1220,8917795,5th Street,,1,2.0
1221,8917796,Mendell Street,,1,1.0
1222,8917798,Mendell Street,,1,2.0
1223,8917800,El Plazuela Way,,3,1.0
1224,8917801,Natoma Street,,6,2.0
1225,8917802,Natoma Street,,1,2.0
1226,8917804,Natoma Street,,1,2.0
1227,8917805,Raycliff Terrace,,3,1.0
1228,8917808,Leland Avenue,,23,2.0
1229,8917809,Arellano Avenue,,4,2.0
1230,8917810,Sunglow Lane,,4,3.0
1231,8917811,College Terrace,,1,2.0
1232,8917812,Rodgers Street,,1,1.0
1233,8917813,Hayes Street,,1,4.0
1234,8917814,Collins Street,,15,4.0
1235,8917815,Lundeen Road,,4,1.0
1236,8917817,Aztec Street,,3,3.0
1237,8917818,Rodriguez Street,,8,2.0
1238,8917819,Rodriguez Street,,7,3.0
1239,8917822,Athens Street,,3,3.0
1240,8917827,Aloha Avenue,,17,2.0
1241,8917828,Plum Street,,2,2.0
1242,8917834,Fisher Alley,,1,2.0
1243,8917839,Fredson Court,,2,2.0
1244,8917841,Dorchester Way,,1,2.0
1245,8917843,Dorchester Way,,3,2.0
1246,8917844,Poplar Street,,2,2.0
1247,8917847,Tunnel Avenue,,3,3.0
1248,8917849,Card Alley,,1,2.0
1249,8917850,Treasury Place,,1,1.0
1250,8917852,Marin Street,,5,3.0
1251,8917853,Marin Street,,1,1.0
1252,8917855,Marin Street,,1,2.0
1253,8917856,Marin Street,,1,3.0
1254,8917862,Carson Street,,1,1.0
1255,8917869,Anza Avenue,,7,2.0
1256,8917871,Wabash Terrace,,7,3.0
1257,8917876,Longview Court,,9,2.0
1258,8917880,San Felipe Avenue,,33,2.0
1259,8917881,Spencer Street,,1,2.0
1260,8917884,Osceola Lane,,10,2.0
1261,8917887,Idora Avenue,,17,3.0
1262,8917890,Idora Avenue,,7,3.0
1263,8917891,Toyon Lane,,1,2.0
1264,8917893,Galilee Lane,,5,3.0
1265,8917899,Ridge Lane,,5,2.0
1266,8917911,Pacheco Street,,38,4.0
1267,8917918,Pacheco Street,,12,4.0
1268,8917923,Pacheco Street,,29,4.0
1269,8917927,Pacheco Street,,11,2.0
1270,8917929,Pacheco Street,,8,2.0
1271,8917932,Moncada Way,,8,3.0
1272,8917937,Moncada Way,,13,3.0
1273,8917939,Harlem Alley,,2,1.0
1274,8917941,Miley Street,,1,2.0
1275,8917943,Harris Place,,1,2.0
1276,8917946,Quincy Street,,4,2.0
1277,8917949,Ashwood Lane,,2,2.0
1278,8917951,Still Street,,2,2.0
1279,8917958,Jordan Avenue,,2,2.0
1280,8917959,Laskie Street,,1,2.0
1281,8917963,Amatista Lane,,1,2.0
1282,8917965,Boylston Street,,5,3.0
1283,8917967,El Polin Loop,,24,2.0
1284,8917970,Bowley Street,,12,3.0
1285,8917972,Ils Lane,,4,1.0
1286,8917984,Mason Street,,1,4.0
1287,8917986,Mason Street,,32,2.0
1288,8917993,Simonds Loop,,32,2.0
1289,8917996,Glenview Drive,,1,4.0
1290,8917999,Glenview Drive,,11,2.0
1291,8918001,Glenview Drive,,5,1.0
1292,8918005,San Jacinto Way,,32,2.0
1293,8918013,Lansdale Avenue,,72,4.0
1294,8918016,Kaplan Lane,,1,1.0
1295,8918017,Lloyd Street,,4,2.0
1296,8918019,Russ Street,,3,2.0
1297,8918021,Harper Street,,2,2.0
1298,8918024,Marne Avenue,,8,4.0
1299,8918026,Franconia Street,,1,2.0
1300,8918029,Franconia Street,,9,3.0
1301,8918032,Franconia Street,,3,2.0
1302,8918033,Polk Street,,8,4.0
1303,8918039,Polk Street,,6,4.0
1304,8918046,Marine Drive,,8,2.0
1305,8918049,27th Street,,6,3.0
1306,8918051,27th Street,,14,2.0
1307,8918053,Lilac Street,,1,2.0
1308,8918055,Smith Lane,,2,1.0
1309,8918057,Woodhaven Court,,2,2.0
1310,8918059,Hillview Court,,5,2.0
1311,8918061,Merrill Street,,3,2.0
1312,8918062,Patton Street,,2,2.0
1313,8918064,Front Street,,3,2.0
1314,8918069,Briarcliff Terrace,,1,2.0
1315,8918078,Evans Avenue,,1,5.0
1316,8918082,Trenton Street,,1,1.0
1317,8918084,Richland Avenue,,1,2.0
1318,8918118,Geneva Avenue,,25,3.0
1319,8918141,Haight Street,,1,4.0
1320,8918149,Lenox Way,,8,2.0
1321,8918151,Williams Avenue,,9,2.0
