id,lon,lat,streets,alt
59136,-122.393812,37.781467,South Park & Jack London,10.00396252
239019,-122.4113052,37.8011392,Filbert & Columbus,19.97702789
55022,-122.386139,37.723583,Hawes,2.553407192
157058,-122.4066689,37.7568405,22nd & Potrero,18.65418434
66419,-122.5081989,37.7621904,48th & Irving,8.588470459
57518,-122.414028,37.799367,Macondray & Taylor,59.4314537
58948,-122.4455567,37.7673245,Delmar & Frederick,114.2084351
56828,-122.4033466,37.7519349,25th & Vermont,16.77010918
56825,-122.4013751,37.7520173,Rhode Island & 25th,39.32265854
56826,-122.402323,37.75197,Kansas & 25th,24.74623489
73413,-122.4187689,37.7554356,22nd & Mission,20.00585747
67428,-122.478623,37.7945489,Hitchcock,62.53841019
67927,-122.3908445,37.7111298,Executive Park & Crescent,14.19952393
66609,-122.4078775,37.748344,York & Precita & Cesar Chavez,15.95283985
889313,-122.4666177,37.7259515,Corona,74.29070282
56729,-122.4228795,37.7343652,Justin & Agnon,58.31095505
62818,-122.478765,37.786738,19th,37.84345627
62819,-122.4784444,37.7822994,19th & Clement,48.39690781
58162,-122.4056586,37.7924946,California & Quincy,26.8573513
58164,-122.4075343,37.7922583,Stockton & California,51.79253006
143000,-122.4383847,37.7236372,Santa Ynez & Ocean,46.89016724
143001,-122.4388224,37.7235964,Cayuga & Ocean,46.51001358
143004,-122.4424702,37.7231755,Onondaga & Ocean,55.83210754
143003,-122.441054,37.723352,Otsego & Meda & Ocean,53.54834747
143006,-122.4447663,37.7229473,Ocean & San Jose,62.64697266
143005,-122.443277,37.7230737,Delano & Ocean,58.9840889
60756,-122.4577705,37.7653524,Hugo & Arguello,90.29363251
60757,-122.458881,37.765304,Hugo & 2nd,88.99373627
60758,-122.461023,37.765209,4th & Hugo,83.21213531
60759,-122.4642235,37.7650767,7th & Hugo,83.32456207
853644,-122.3876575,37.7463384,Arthur,2.984255552
67860,-122.4393046,37.7834089,Geary,47.13697815
200900,-122.3985522,37.7167576,Bayshore,46.5517807
58375,-122.4952425,37.7459289,Rivera & 37th,52.81368637
69660,-122.4090402,37.8018907,Krausgrill Place,32.81710815
57239,-122.4766047,37.7914111,Kearny,74.28108978
57237,-122.4772728,37.7915218,Kearny & Pershing,69.64576721
68662,-122.4707144,37.716092,Sargent & Monticello,80.71138
60930,-122.460972,37.79941,Bliss & Infantry Terrace,33.73747253
58067,-122.438272,37.781621,Beideman & Ellis,49.67913818
62751,-122.441744,37.779867,Anzavista & Baker,94.36573029
68847,-122.404972,37.798434,Dunnes,35.32136536
68848,-122.4055274,37.7983632,Dunnes & Kearny,28.74294662
68849,-122.403328,37.781929,Gallagher & Tehama,6.11376667
68850,-122.402849,37.781547,Gallagher & Clementina,5.310263634
75936,-122.464277,37.750981,8th,171.0097504
371972,-122.4627536,37.7179409,Shields,159.1074829
70491,-122.4620531,37.7363508,Yerba Buena & San Pablo,150.9963531
56529,-122.4806556,37.7372281,24th & Wawona,66.28725433
62542,-122.4086935,37.7954014,James Place,35.30919266
62543,-122.4087646,37.7957617,James Place & Jackson,34.53744507
530723,-122.4859086,37.7350001,El Mirasol Place & Crestlake,43.14031219
530724,-122.4858549,37.7341806,El Mirasol Place & Sloat,43.09384155
69098,-122.4628311,37.7417647,Allston & Public Park,126.9562912
65845,-122.4080415,37.8028699,Edith & Grant,50.80978012
65848,-122.408427,37.804835,Pfeiffer & Grant,27.17902756
61111,-122.4070129,37.7593662,Potrero & 20th,25.19965363
69402,-122.4950714,37.7307761,Country Club & Huntington,24.05682373
68789,-122.3991494,37.7197511,Bayshore,35.71803665
67226,-122.3916126,37.7838337,Federal & Rincon,10.53270721
142869,-122.432035,37.8050744,Laguna,8.789081573
74753,-122.4939088,37.7422514,Taraval & 36th,51.26907349
59670,-122.438161,37.726872,Capistrano & Santa Ysabel,43.78988266
64155,-122.458959,37.79473,Hicks,38.78384781
75222,-122.4167518,37.8008571,Attridge,44.07856369
138426,-122.3892704,37.7799179,2nd & King,3.38484931
186709,-122.4035365,37.8030481,Greenwich & Greenwich Stairs,4.118437767
1047190,-122.4073959,37.7379068,Alemany,6.06409359
60576,-122.4855918,37.7463543,28th & Rivera,102.1667328
60574,-122.485851,37.7500853,28th & Pacheco,114.9898376
60575,-122.4857215,37.7482205,28th & Quintara,111.8343735
270322,-122.4396109,37.7302503,Baden,58.04698944
531320,-122.501655,37.7284615,Skyline & Lake Merced Bike Path,11.61387825
531321,-122.5017813,37.7285007,Lake Merced Bike Path & Skyline,11.80016327
531322,-122.50185,37.7285215,Lake Merced Bike Path,11.89922237
59343,-122.3968469,37.7821144,Perry & 3rd,6.084793091
66845,-122.4340607,37.7424487,Day,103.6558533
67985,-122.3703518,37.8094468,Treasure Island,46.33413696
58682,-122.4156124,37.8072846,Taylor & Beach,3.005021572
58680,-122.412343,37.8077009,Beach & Powell,2.698409557
58683,-122.4172689,37.8070743,Jones & Beach,3.242864132
67186,-122.4121155,37.7935259,Sproule & Clay,78.05571747
64327,-122.414302,37.800753,Taylor & Filbert,31.83009529
71137,-122.435946,37.7543872,22nd,119.3446732
55081,-122.469131,37.758304,12th & Lawton,115.4086227
57090,-122.4948595,37.7701804,36th & John F Kennedy,39.10526657
70781,-122.4038806,37.7917332,Belden Place & Pine,13.40445614
186763,-122.4052996,37.7438264,Faith,12.36343384
186764,-122.4055225,37.7432582,Oakdale,8.342154503
62024,-122.4785537,37.7915173,Pershing & Sibert,58.17905426
62025,-122.477804,37.7913036,Pershing & Moore,64.59010315
59611,-122.4167406,37.7571658,21st & South Van Ness,14.27036858
68814,-122.4509487,37.7208128,Howth & Niagara,99.18250275
61410,-122.357947,37.726618,Nimitz & A,3.15389514
56505,-122.459953,37.765257,Hugo & 3rd,85.29382324
56840,-122.4185251,37.8016305,Lurmont Terrace,60.53716278
56839,-122.4178871,37.8017174,Lurmont Terrace & Leavenworth,55.27523804
71783,-122.438022,37.792927,Pierce & Pacific,77.64369202
71784,-122.4393481,37.799476,Lombard & Pierce,14.96761799
71787,-122.439598,37.801017,Toledo & Pierce,11.76367569
59901,-122.40219,37.790039,Montgomery & Sutter,10.30258179
64253,-122.4190186,37.7522101,Osage & 24th,25.62355232
64252,-122.4184634,37.7522435,24th & Mission,25.17310715
64254,-122.4195576,37.7521777,Bartlett & 24th,27.09764099
64255,-122.4211438,37.7520823,Poplar & 24th,32.07929993
65585,-122.3921927,37.7451062,Evans & Rankin,3.158137321
402666,-122.4025674,37.7878324,Annie,11.52489567
68087,-122.472207,37.786641,Funston,48.46821594
68088,-122.4719113,37.7826131,Funston & Clement,51.56444931
853717,-122.4385996,37.7082411,Polaris,144.3879547
60595,-122.4230892,37.7406452,Santa Marina & Brook & Mission,49.45068741
60596,-122.422255,37.7403035,Santa Marina & Gladys,55.85918427
60594,-122.4374655,37.7101044,Prague & Curtis,105.2128067
61568,-122.474884,37.7468346,Rivera & 18th,136.5066376
61567,-122.4738167,37.7468835,Rivera & 17th,140.0828094
61569,-122.4759639,37.746785,19th & Rivera,129.8753967
445610,-122.3915904,37.7745231,Channel,2.71048069
402681,-122.4722568,37.7178602,Shields,73.16513824
239010,-122.4079663,37.7986773,Kenneth Rexroth Place & Vallejo,27.50811195
60804,-122.459256,37.786623,Sacramento & Arguello,68.45511627
60803,-122.4568843,37.786928,Sacramento & Cherry,79.49779511
60802,-122.4552466,37.787137,Maple & Sacramento,81.44945526
60801,-122.453593,37.787344,Spruce & Sacramento,82.82413483
62161,-122.4241693,37.7248201,La Grande & Avalon,140.2090607
63709,-122.4882842,37.7387555,31st & Vicente,45.20186234
68006,-122.3724341,37.7282512,Albatross Court & Kirkwood,44.28183365
1402006,-122.4020256,37.7736315,Brilliant.org,2.909890413
201169,-122.4582436,37.7899178,Pacific & Bay Area Ridge Trail,90.30950165
145105,-122.4672592,37.7620668,10th & Judah,80.99185181
224894,-122.4713745,37.7129089,Junipero Serra,58.52685165
68328,-122.4364008,37.7237932,Persia & Ocean,54.65676117
68327,-122.435385,37.723909,Mission & Ocean,57.33681488
442995,-122.5105241,37.7730581,Cabrillo,8.837825775
56776,-122.4080611,37.7512669,25th & York,16.38406754
56775,-122.4071699,37.7513209,Hampshire & 25th,15.30744839
56778,-122.4099366,37.7511533,25th & Florida,17.57444954
56777,-122.409002,37.7512099,25th & Bryant,17.08135223
60052,-122.436377,37.75196,Diamond & Elizabeth,76.89316559
56779,-122.4108337,37.751099,Alabama & 25th,19.18112183
63453,-122.4500019,37.7358474,Los Palmos & Stanford Heights,157.3173981
63452,-122.4488606,37.7359195,Los Palmos & Foerster,141.1044159
59520,-122.4450821,37.8025626,North Point & Broderick,7.933093548
36966,-122.3864641,37.7708587,Terry A Francois & Mission Bay South,2.761484861
57757,-122.4541106,37.7182449,Lakeview & Lee,136.3780518
322985,-122.4152676,37.7977806,Vallejo & Jones,96.08195496
57736,-122.4193205,37.7381885,Bocana & Holly Park Circle,88.44678497
57733,-122.4177766,37.7405667,Bocana & Eugenia,84.11667633
57734,-122.4185948,37.7393063,Bocana & Cortland,76.18481445
60455,-122.411905,37.7926327,Cushman & Sproule & Sacramento,87.36275482
57919,-122.4476093,37.800258,Francisco & Lyon,11.79461575
57918,-122.4453998,37.734547,Stillings & Teresita,153.0450287
58491,-122.43868,37.71007,Prague & Winding,115.6159897
64774,-122.4737743,37.8039331,Miller,69.10388184
60119,-122.4922545,37.764822,33rd & Lincoln,49.32891464
71089,-122.4604369,37.7567818,Oak Park,178.9645844
358595,-122.3899678,37.7162057,Jamestown & Griffith,42.18006516
358601,-122.3915575,37.7175683,Hawes & Jamestown,37.8361969
1098324,-122.3943364,37.778327,Lusk,4.110105991
1098325,-122.3941047,37.7786678,Clyde,5.616380692
64742,-122.4128748,37.7853291,Antonio & Jones,23.88599586
531412,-122.483611,37.7272105,Lake Merced BIke Path,27.12989807
58776,-122.465043,37.749645,Sotelo & 9th,195.408432
800920,-122.4635999,37.7549067,7th & Laguna Honda,116.4483109
185377,-122.4158388,37.8089857,Fishermans Wharf & Taylor & Embarcadero North,2.645969629
185378,-122.4165696,37.809164,Fishermans Wharf & Pier 45,2.58531332
71640,-122.4008724,37.7396382,Industrial & Palou,5.138185024
801032,-122.4583353,37.7462753,Laguna Honda & Vasquez,145.0456238
371968,-122.4504983,37.7173617,Caine,101.7744293
371967,-122.4532362,37.7155217,Summit,137.0487213
71734,-122.4433932,37.7459035,Red Rock & Amber & Duncan,188.1792908
70507,-122.3927423,37.7098585,Thomas Mellon Circle,8.44674015
75796,-122.473563,37.774928,15th & Cabrillo,63.09861374
195822,-122.3866378,37.7568119,Humboldt,10.352808
59287,-122.4716574,37.7196323,Garfield & Beverly,72.70194244
59288,-122.4723654,37.7196341,Garfield & Junipero Serra,69.73794556
65927,-122.4374149,37.7400102,Topaz & Ora,183.3443298
61029,-122.3885182,37.7853315,Beale,2.848702192
274941,-122.4549468,37.8018348,Mesa,17.12981606
60346,-122.4116354,37.7958351,John & Mason,54.192379
228420,-122.4742843,37.7158689,Font,59.75762558
228423,-122.4743212,37.7159886,Cambon,59.86540604
228424,-122.4743936,37.7160268,Cambon,59.59698868
655363,-122.4524573,37.7554631,La Avanzada,252.9132233
70592,-122.4768381,37.7311179,21st & Eucalyptus,60.46410751
227295,-122.5110445,37.7729341,Cabrillo,7.775051117
55167,-122.4366692,37.7340737,Chilton & Bosworth,67.51957703
455393,-122.4467249,37.7947077,Lyon & Green,51.01293564
63968,-122.398877,37.743225,Milton I Ross & Kirkwood,4.701403618
858171,-122.4612961,37.80154,Presidio Parkway,20.79124641
68108,-122.460157,37.753738,Warren & Christopher,188.795105
58395,-122.4117793,37.7687135,Treat & Division & Florida,5.726368427
66867,-122.44387,37.727249,Arco,65.4805069
60985,-122.3714269,37.728074,Dolphin Court,36.78036499
55947,-122.3980878,37.7795658,4th & Bryant,3.348064423
179139,-122.3944148,37.7849225,Harrison & Sterling,21.95556259
225072,-122.4098145,37.7424159,Mayflower,82.95631409
70957,-122.4665902,37.7412899,Wawona & Ulloa,109.4100952
57101,-122.4476871,37.7090606,Brunswick & Whittier,101.5748749
57102,-122.449847,37.708328,Brunswick,103.6878052
61996,-122.410338,37.743749,Waltham & Alabama,63.56174469
71805,-122.5036482,37.7586509,44th & Kirkham,21.17599297
71806,-122.5024788,37.7418724,44th & Taraval,30.00055885
71808,-122.5020353,37.7355092,44th & Sloat,15.77874947
70787,-122.4139063,37.7904577,Jones & Pine,73.56689453
70786,-122.410998,37.790833,Vine Terrace & Pine,67.63197327
859046,-122.4019618,37.7687093,Alameda & De Haro,3.301702023
62908,-122.4786707,37.7179039,Juan Bautista Circle & Bucareli,47.19217682
62906,-122.4781074,37.7174965,Juan Bautista Circle & Grijalva,48.94277573
145839,-122.4404898,37.7880675,Divisadero & California,56.00249863
143108,-122.4214926,37.7866305,Van Ness & Post,48.61587524
143107,-122.4216863,37.7875696,Sutter & Van Ness,52.44408798
143100,-122.422959,37.7939459,Van Ness & Jackson,57.78018951
143099,-122.4231483,37.7948263,Pacific & Van Ness,53.54110718
143102,-122.4226199,37.7921847,Clay & Van Ness,60.66862869
143101,-122.4228001,37.7930596,Washington & Van Ness,60.80423355
143103,-122.422438,37.7913069,Van Ness & Sacramento,57.75479889
143106,-122.421873,37.7884915,Bush & Van Ness,54.66694641
143105,-122.4220632,37.7894205,Van Ness & Pine,57.71139526
191103,-122.4070418,37.7395782,Cortland & Bayshore,6.579787254
64626,-122.431953,37.716976,France & Athens,81.63238525
64625,-122.432754,37.71736,France & Vienna,81.39488983
64627,-122.431154,37.716594,France & Moscow,82.04118347
64629,-122.43067,37.716453,France,84.72908783
283009,-122.4557738,37.7082519,Liebig,101.8005066
519348,-122.4676045,37.7484401,Mendosa,232.7330933
56409,-122.483119,37.772618,Fulton & 24th,56.42015457
57669,-122.4280067,37.7767135,Ivy & Buchanan,30.01648331
57670,-122.4281015,37.7771805,Grove & Buchanan,29.30780411
57668,-122.4279139,37.7762532,Buchanan & Hayes,30.9857769
57667,-122.427819,37.775787,Buchanan & Linden,33.41685867
1171169,-122.4236621,37.7397577,Randall & Mission,55.68793488
1171173,-122.4201073,37.7452648,Valencia & Mission,36.0331955
144465,-122.4954066,37.7571487,Lawton & Sunset,57.47016525
144464,-122.4944936,37.7440931,Santiago & Sunset,53.61852264
144463,-122.4939729,37.7366455,Wawona & Sunset,37.20611572
59877,-122.445672,37.7631667,Upper Terrace,162.514328
62650,-122.389855,37.7836199,Brannan & Delancey,3.248806477
60489,-122.413282,37.72989,Dartmouth & Silver,51.63954544
60490,-122.412632,37.730138,Bowdoin & Silver,47.23704147
59312,-122.4034369,37.7306606,Thornton & Carroll & Bayshore,20.30296707
145120,-122.46531,37.7117245,Victoria & Alemany,76.41539764
145121,-122.4670334,37.7114506,Arch & Worcester & Alemany,73.10383606
191085,-122.395491,37.7111399,James Lick,21.73372459
58404,-122.4140516,37.7621559,18th & Treat,1.856701612
58403,-122.4136141,37.7638273,Treat & 17th,0.84175545
58405,-122.413701,37.759992,Mistral & Treat,4.701869965
65542,-122.431412,37.74663,27th & Noe,85.25076294
64790,-122.4582134,37.7243217,Miramar & Ocean,84.92775726
142938,-122.5099673,37.7807711,Coastal Trail & El Camino del Mar,59.79868698
70381,-122.4693167,37.7129761,Saint Charles,63.87650299
65043,-122.426093,37.72476,Avalon & Athens,119.72258
63818,-122.4644218,37.7107745,Palmetto & Head,83.63262939
75900,-122.422757,37.758814,Linda,14.32234287
59189,-122.4137316,37.7979468,Vallejo & Taylor,88.2231369
158937,-122.4710561,37.7082795,Junipero Serra,69.98312378
71705,-122.405444,37.800324,Windsor Place,55.91421127
192438,-122.480604,37.7727335,Fulton,66.58572388
68614,-122.410191,37.738923,Mojave & Bronte,45.66240311
67395,-122.407654,37.796344,Duncombe,23.49927521
892326,-122.4586871,37.8020087,Lincoln & Taylor,16.51912689
892329,-122.4541335,37.8042227,Mason & Halleck,3.708040953
144409,-122.466436,37.7658785,9th & Lincoln,76.70790863
144408,-122.509416,37.7639839,Lincoln & Martin Luther King Jr & La Playa,7.836503029
144411,-122.470727,37.765692,Funston & Lincoln,74.34263611
144410,-122.475127,37.76549,17th & Lincoln,70.80224609
144412,-122.4933445,37.7646977,34th & Lincoln,47.29446411
63688,-122.4324028,37.7276802,Theresa & Avalon & Mission,55.68318176
270296,-122.4450379,37.748483,Glenview & Burnett,201.939682
143754,-122.432949,37.7844731,Fillmore,41.96834946
143753,-122.4329061,37.7842628,Fillmore,41.65970993
63933,-122.4720256,37.7525713,Ortega & Ortega & 15th,157.8342438
62978,-122.4285776,37.7840888,Western Shore & Lottie Bennett,46.41714096
62979,-122.42884,37.7840593,Western Shore & Bertie Minor,44.56912613
65740,-122.4307313,37.7825967,Ellis & Webster,34.34503937
55038,-122.384387,37.725624,Underwood & Hawes,3.865884304
64286,-122.4817871,37.7311652,26th & Eucalyptus,46.52934265
55040,-122.3852255,37.7250708,Van Dyke,3.459961891
68092,-122.457731,37.796653,Funston & Harde,33.68659973
61015,-122.4513577,37.7770908,Golden Gate & Chabot Terrace,101.9350052
61013,-122.4496058,37.7773242,Golden Gate & Roselyn Terrace,92.8234787
61014,-122.450458,37.777205,Golden Gate & Kittredge Terrace,99.21657562
67544,-122.4144735,37.7932226,Clay & Jones,105.1819077
67543,-122.412829,37.793432,Taylor & Clay,84.55774689
191048,-122.4245903,37.8011405,Van Ness,30.10769463
61364,-122.507234,37.779062,46th & Geary,75.12984467
57134,-122.4030865,37.7756113,Harriet & Bryant,3.593979359
57135,-122.403646,37.7751689,Boardman Place & Bryant,4.36090517
57136,-122.4042261,37.7747101,Gilbert & Bryant,5.145027161
63329,-122.419883,37.72737,Oxford & Silliman,87.53759766
59961,-122.4104014,37.7787847,Minna & 7th,10.13857841
59963,-122.409388,37.7779762,Howard & 7th,7.124539852
151904,-122.5068129,37.7353825,Great Highway & Sloat,9.787234306
73874,-122.4048578,37.7976295,Nottingham Place,20.9664402
73875,-122.4054117,37.7975638,Nottingham Place & Kearny,16.88049507
55754,-122.4011299,37.7216486,Mansell & San Bruno,42.41433716
73572,-122.4182747,37.7722556,12th & South Van Ness,9.781698227
60638,-122.411014,37.77669,Sumner & Howard,8.535494804
60637,-122.410506,37.777092,Rausch & Howard,8.070819855
60640,-122.4131572,37.7749964,Howard & 9th,13.51636505
65803,-122.403071,37.718465,Goettingen & Ward,100.298584
63002,-122.4263766,37.80207,Franklin & Chestnut,22.10527039
63000,-122.4224302,37.8025715,Chestnut & Culebra Terrace,43.74168015
63001,-122.4230902,37.8024897,Chestnut & Polk,37.45377731
144249,-122.408734,37.7484136,Cesar Chavez & Bryant,16.28638077
61661,-122.4312157,37.7306109,Lyell & Alemany,38.39628983
62793,-122.4756006,37.7411793,19th & Ulloa,94.31546783
145114,-122.4724331,37.7216057,Junipero Serra & Holloway,64.43868256
145115,-122.4721658,37.7268219,Winston & Junipero Serra,65.63430023
57388,-122.4686875,37.7331013,San Leandro & Monterey,97.49401855
57389,-122.4687599,37.7318513,San Leandro & Darien,94.44562531
528537,-122.460655,37.7100081,Crystal,91.62200928
145825,-122.4374706,37.773132,Divisadero & Oak,59.36138153
145826,-122.4376576,37.7740576,Divisadero & Fell,59.7359581
65209,-122.470908,37.752616,Pacheco & Ortega & 14th,186.0729523
56239,-122.4550195,37.7982539,Martinez & Barnard & Presidio,20.62278938
66283,-122.4631499,37.7370238,Santa Paula & Yerba Buena,140.4293365
66282,-122.4633397,37.7380508,Santa Paula & Santa Monica,140.4864349
56676,-122.5064844,37.7529241,47th & Noriega,9.935354233
60519,-122.419492,37.775894,Hickory & Van Ness,16.39696503
60520,-122.421053,37.775695,Hickory & Franklin,17.51000023
60521,-122.422693,37.775487,Hickory & Gough,18.45572853
58241,-122.483276,37.7162404,Garces & Arballo,37.22260284
58239,-122.4813432,37.7159529,Garces & Bucareli,40.63171768
58238,-122.4803093,37.7152134,Garces & Grijalva,42.046875
58240,-122.4816154,37.7161449,Garces & Rivas,40.51522446
70545,-122.3846575,37.7221045,Griffith,4.465074539
60691,-122.411922,37.742015,Prentiss,90.01857758
64802,-122.3971377,37.7972473,Drumm & Jackson,2.800416708
64803,-122.4588347,37.764376,2nd & Irving,94.53314972
231530,-122.3948097,37.7846062,Harrison,19.68602753
70349,-122.465762,37.708132,Santa Cruz,103.5277405
62420,-122.4640032,37.7361939,Terrace & Terrace Walk,124.5438232
58868,-122.4423133,37.7650093,Levant & Levant Stairway & States,121.3460846
183453,-122.5027749,37.7712132,Chain of Lakes & Chain of Lakes East,22.15498543
60341,-122.404828,37.742817,Patterson & Oakdale,5.719833374
60340,-122.404251,37.7436,Patterson,5.84623909
877610,-122.4125346,37.7804833,Charles J Brenham Place & 7th & Market,12.49871826
1192709,-122.3636314,37.8107683,Treasure Island,51.13358307
394138,-122.426008,37.7247194,Avalon & Athens,120.0740204
65264,-122.5040626,37.7492879,Pacheco & 45th,15.88019371
65263,-122.5029988,37.7493336,Pacheco & 44th,20.26862717
59608,-122.4123759,37.7574283,21st & Harrison,9.527411461
59609,-122.4145602,37.7572969,21st & Folsom,12.2375927
73758,-122.5027389,37.7282456,Armory,26.10564995
62457,-122.447941,37.796706,Sherman & Ruger,37.42797852
66265,-122.463505,37.714297,Bright & Randolph,94.00507355
66266,-122.464405,37.7142914,Randolph & Head,94.6631546
66267,-122.4662013,37.7142802,Ramsell & Randolph,91.68260193
435543,-122.4360931,37.7621653,Collingwood & Market,42.79796219
67556,-122.449517,37.77446,Clayton & Grove,84.3558197
182097,-122.4250419,37.7663577,15th,16.86702347
650100,-122.3815911,37.7126437,Hunters Point Expressway & Donner,1.817559838
67280,-122.375758,37.731997,Innes & Griffith,10.21531296
67278,-122.370478,37.729034,Innes,18.9408989
67279,-122.372006,37.729874,Innes & Earl,19.06023598
66800,-122.4483885,37.7353501,Verna,134.5557556
71387,-122.372902,37.72857,Atoll Circle & Kirkwood,48.61224747
200752,-122.4493622,37.8018879,Richardson & Presidio Parkway,8.552381516
63908,-122.450289,37.757458,Glenbrook & Saint Germain,223.1435089
1194374,-122.3637548,37.8106687,South Gate,53.77742386
73793,-122.43438,37.791592,Fillmore & Washington,74.00892639
58555,-122.472644,37.767537,Stow Lake East & South & Martin Luther King Jr,82.9860611
308196,-122.4721549,37.7308977,Eucalyptus & Junipero Serra,77.91091156
75605,-122.4282576,37.7084805,Robinson,129.9594269
61491,-122.400131,37.717906,Harkness & San Bruno,54.9620285
61489,-122.400736,37.720409,Ordway & San Bruno,50.53126526
70907,-122.4480126,37.7785,Annapolis Terrace & Turk,92.04724884
62232,-122.3999067,37.7572403,22nd & Carolina,94.96247101
62229,-122.400179,37.760168,Carolina,39.85396576
62230,-122.4001433,37.7597955,Carolina & 20th,52.16834641
62231,-122.399914,37.7573936,Southern Heights & Carolina,94.15870667
57157,-122.4096137,37.7575935,21st & Bryant,8.374803543
68960,-122.4814983,37.7345387,Gabilan & Sloat,55.27511215
57511,-122.406819,37.79284,Sabin Place,34.94342422
57510,-122.4067171,37.792359,Sabin Place & California,40.50157928
869375,-122.4691056,37.7380287,14th & West Portal,98.20991516
60673,-122.3989137,37.7896355,Jessie & Ecker Plaza,5.014575958
57876,-122.4448005,37.7594647,19th & Market,93.0249939
67066,-122.4473166,37.7323333,Edna & Joost,98.46923828
74323,-122.479765,37.792322,Bowley Court,45.13255692
60920,-122.4168213,37.7348994,Andover & Crescent,52.97496033
60921,-122.4169084,37.7339278,Benton & Andover,49.88389969
59377,-122.3896714,37.7380185,Kirkwood & 3rd,10.85871983
58174,-122.4157641,37.791208,Leavenworth & California,82.04150391
58176,-122.4190672,37.7907971,Larkin & California,57.8229866
58175,-122.4174091,37.7909956,Hyde & California,66.9871521
58904,-122.418347,37.740789,Bonview & Eugenia,82.99816132
58905,-122.4191725,37.7395404,Bonview & Cortland,77.24712372
72882,-122.408749,37.741277,Peralta & Powhattan,49.27685928
56525,-122.474233,37.737476,18th & Wawona,107.9387665
191147,-122.4743646,37.8075652,Vista Access,51.6476326
63371,-122.422927,37.751975,Guerrero & 24th,39.59540176
58032,-122.4760247,37.7200126,Serrano & Varela,54.33427429
70386,-122.4207614,37.774296,Page & Franklin,15.96958447
58205,-122.4580633,37.7858292,Palm & California,66.44165039
58203,-122.4567009,37.7860042,Cherry & California,69.88130188
58204,-122.4569643,37.7859713,Jordan & California,69.76841736
143031,-122.4719654,37.7768728,Balboa & Park Presidio,64.74142456
837460,-122.4177967,37.8012557,Leavenworth & Greenwich,58.24661255
231347,-122.4298057,37.7846523,Zampa & Geary,42.94341278
231346,-122.4308126,37.7844767,Zampa & Geary,40.85920334
60103,-122.4729235,37.7656855,15th & Lincoln,73.68276215
60904,-122.4306733,37.7620781,Dorland & Sanchez,16.85165024
60903,-122.4284491,37.762071,Dorland & Church,13.00416279
68132,-122.435585,37.720827,Russia & Paris,64.67471313
63378,-122.4240265,37.764495,Gaiser Court & Guerrero,11.82117844
438095,-122.4473034,37.8051615,Marina & Baker,3.581022501
423169,-122.4318812,37.7324461,Lyell,45.82784271
60310,-122.395684,37.757041,Turner Terrace & Missouri,47.83781815
877527,-122.4103557,37.7822065,Taylor & 6th & Market & Golden Gate,13.0408802
71520,-122.377884,37.732868,Marist,22.27244186
443698,-122.425102,37.7328575,Benton,50.46772003
443701,-122.4251368,37.7329078,Genebern,50.55012131
59644,-122.385269,37.735309,Whitney Young Circle & Lindsay Circle & Hillview Court,74.14234924
74041,-122.5031054,37.7355682,45th & Sloat,12.55533218
66056,-122.4533796,37.7566973,La Avanzada & Dellbrook,236.7377014
880533,-122.471342,37.733193,Monterey & Junipero Serra,85.17840576
61248,-122.4529185,37.8000068,Lincoln & Torney,19.88394737
832687,-122.3889801,37.7643139,Mariposa & 3rd,4.890126705
423168,-122.4317606,37.7319325,Still & Lyell,43.44519424
265933,-122.4397593,37.7332048,Baden,107.2684708
368055,-122.3675106,37.8101089,Forest & Yerba Buena & Signal,101.3703384
66879,-122.414705,37.790363,Touchard & Pine,74.64025879
307377,-122.3974402,37.7357783,Revere,36.79622269
65736,-122.4299615,37.778864,Webster & McAllister,29.51806259
62429,-122.4201846,37.7701324,Duboce & Mission & 13th,9.301183701
68246,-122.4744944,37.741234,18th & Ulloa,98.9190979
57816,-122.390573,37.7616525,Minnesota & 19th,13.42798424
60059,-122.4357571,37.7455554,Diamond & Duncan,122.3280334
60056,-122.43599,37.747963,Diamond & 26th,102.8187637
60058,-122.435841,37.746373,27th & Diamond,120.9892807
148010,-122.4366886,37.734009,Chilton & Bosworth,67.74266052
148008,-122.4350256,37.7336703,Bosworth & Brompton,61.83377075
148009,-122.4358659,37.733841,Lippard & Bosworth,65.45601654
58221,-122.477509,37.784222,18th & California,39.37853622
63885,-122.4369773,37.7647824,De Forest & Flint,85.7301712
71853,-122.417205,37.72619,Yale,75.39347839
73604,-122.430412,37.720478,Persia & Vienna,84.76840973
877118,-122.4249683,37.7707578,Laguna & Market,29.99039841
68166,-122.4608015,37.7260622,Dorado Terrace,89.35855865
68164,-122.4607525,37.7270355,Dorado Terrace,99.52432251
1119835,-122.4640965,37.7419824,Verdun & Claremont,125.9881592
396015,-122.4431107,37.760824,Merritt & Market,74.58918762
60868,-122.443118,37.713399,Concord & Cross,82.41109467
60869,-122.442566,37.712115,Concord & Morse,97.01630402
259418,-122.4325611,37.7328863,San Jose,51.9535408
259419,-122.4319375,37.7331895,San Jose,53.50051117
70432,-122.428482,37.725901,Edinburgh & Avalon,90.70762634
70433,-122.429652,37.724343,Edinburgh & Excelsior,84.45375824
70434,-122.432005,37.721237,Edinburgh & Persia,77.95441437
143033,-122.4717079,37.7731319,Fulton & Park Presidio,69.69727325
75949,-122.4305837,37.7104331,Baltimore,96.15843964
60666,-122.4164554,37.7756937,Jessie & 10th,14.02043819
