id,lon,lat,alt
73415,-122.4198442,37.7666729,7.88866662979
1055752,-122.3932708,37.7917655,2.57257342339
1055755,-122.3944604,37.7920729,2.73385977745
64645,-122.3613598,37.8101663,3.58681249619
64,-122.3989008,37.7169496,50.8214454651
56732,-122.4223887,37.7338243,52.4508285522
56735,-122.4220521,37.7331709,46.8383979797
59387,-122.392959,37.7285305,12.3540906906
62816,-122.4697692,37.7142853,74.2807846069
62817,-122.4693408,37.7138146,74.8751983643
62725,-122.4591449,37.7850585,60.6717453003
58620,-122.5029725,37.7643485,23.2262744904
58621,-122.502834,37.7624285,21.8142700195
58622,-122.5027131,37.760568,22.5140266418
811853,-122.4586878,37.7671653,84.8338623047
1410083,-122.4216479,37.7946733,53.6480484009
60755,-122.449454,37.768729,89.1262969971
60754,-122.449645,37.769662,85.5247497559
402649,-122.4243854,37.7752543,19.6825942993
58460,-122.4324776,37.7350123,73.8113861084
58459,-122.4325541,37.735856,89.2729492188
70073,-122.414447,37.741552,99.3804244995
266896,-122.4802879,37.7226766,37.9471588135
1135965,-122.473859,37.7355272,76.2132415771
59057,-122.445458,37.713196,80.8157501221
1398230,-122.4260484,37.8009811,21.1355781555
65371,-122.4509345,37.8046361,4.50700235367
68656,-122.438635,37.728156,43.9483299255
68657,-122.439097,37.728404,46.716129303
58068,-122.438452,37.782558,48.5263061523
73516,-122.4570149,37.798642,28.3619499207
394150,-122.419499,37.7646952,4.75334453583
144482,-122.4860025,37.734174,42.9295425415
353545,-122.3996499,37.7668529,3.77920269966
59227,-122.414416,37.772161,8.18340015411
1084584,-122.4126893,37.778004,13.1473665237
62540,-122.4385033,37.7395036,166.508850098
62541,-122.4379883,37.7399187,183.744934082
66341,-122.4097493,37.7119549,21.4387321472
69092,-122.4619119,37.7408177,124.190628052
58715,-122.4070818,37.7132301,27.6800556183
58711,-122.4486742,37.7879731,89.6923828125
58713,-122.4052735,37.7125577,20.1540412903
58712,-122.403337,37.7118119,14.7341594696
1108388,-122.4078941,37.7727586,5.74692392349
1108386,-122.4081686,37.772737,5.93994140625
1108390,-122.407505,37.7727755,5.70269203186
1108391,-122.4082286,37.7727854,5.97160339355
61113,-122.4067064,37.7561619,17.8227100372
61112,-122.4067708,37.7568344,18.6777172089
59128,-122.3941063,37.781702,9.93050289154
72709,-122.462851,37.746757,180.567459106
67222,-122.4099817,37.7473927,20.3383216858
70136,-122.4123663,37.7714847,7.16561555862
60367,-122.406684,37.7192191,95.0260772705
63352,-122.488606,37.774241,54.5512123108
63353,-122.4878313,37.7630944,59.2109298706
68402,-122.392998,37.7798982,7.26138353348
59660,-122.437337,37.728966,44.0077896118
59659,-122.437703,37.72927,45.9592323303
65295,-122.405441,37.791536,28.6826572418
65293,-122.40533,37.791069,24.4154472351
63345,-122.473999,37.799655,77.7339248657
63344,-122.473184,37.80016,72.1365509033
148083,-122.3905443,37.7139575,116.117797852
1038536,-122.3909473,37.7855991,13.844783783
67315,-122.427413,37.7345217,59.3488273621
166371,-122.4692574,37.8063268,4.94788360596
68199,-122.4220863,37.7421989,42.9092330933
68200,-122.4209842,37.7417544,54.2656593323
65673,-122.409968,37.74305,83.3781890869
457406,-122.4054751,37.7983695,28.8444843292
72449,-122.4445853,37.7349465,142.472625732
66681,-122.4486336,37.746531,176.616470337
58685,-122.419569,37.8067816,6.29584121704
58684,-122.4189002,37.8068667,4.32879543304
58687,-122.4221962,37.8064396,8.32075786591
72098,-122.4397519,37.7340473,112.370910645
72097,-122.4396373,37.7340084,112.979721069
70879,-122.467969,37.795263,96.4709701538
57085,-122.4940957,37.7701473,39.8590164185
186785,-122.406855,37.7442768,41.3361740112
186792,-122.408645,37.7445701,75.389831543
186790,-122.4080117,37.7436351,63.1668243408
186793,-122.4078798,37.7461101,55.5320854187
62019,-122.4800995,37.7920176,39.3375816345
62022,-122.4795538,37.791803,46.8281517029
62023,-122.4793607,37.7917491,49.2248573303
59698,-122.4188311,37.7107186,36.2630195618
68815,-122.4066245,37.7997997,38.4060325623
64114,-122.4297726,37.7314653,35.2440261841
64115,-122.428879,37.7317083,36.1972045898
64113,-122.431393,37.731009,37.0227432251
56843,-122.3918937,37.755163,9.86806869507
57316,-122.4094668,37.7419571,71.2737960815
1114523,-122.4196639,37.778727,17.9681892395
59918,-122.4218396,37.7875505,52.3719062805
59913,-122.4135496,37.7886003,50.3480033875
59916,-122.418465,37.787966,42.5377426147
59917,-122.420116,37.787757,43.7284812927
69084,-122.4289968,37.7847531,46.0221290588
57715,-122.410565,37.746323,26.1459293365
64256,-122.4215958,37.7520551,33.8934860229
73702,-122.4702352,37.7432916,130.317367554
199945,-122.4003637,37.7813756,4.29653310776
61756,-122.4625796,37.711404,80.4610595703
853722,-122.4424155,37.7088554,116.527740479
877790,-122.3995716,37.7907272,4.91657447815
60580,-122.4884185,37.7876341,40.4829673767
61571,-122.4780942,37.7466872,132.598556519
61572,-122.4791633,37.7466381,131.265457153
61570,-122.4770242,37.7467363,129.172393799
75326,-122.4169972,37.7956345,75.981086731
75330,-122.4233028,37.7948059,53.4345626831
61902,-122.438374,37.7617464,45.1135482788
61901,-122.4384191,37.7623024,49.3402481079
60794,-122.437319,37.789422,61.3771095276
60793,-122.435673,37.789629,60.2721138
60792,-122.434027,37.789837,63.0054702759
58461,-122.4324361,37.7345538,65.1156921387
62160,-122.427189,37.715748,96.3940505981
189183,-122.5002278,37.7793449,81.7369003296
144968,-122.3881516,37.7418856,4.35498571396
144971,-122.3889795,37.7395039,6.04167413712
144969,-122.3884261,37.7410761,4.91639852524
144970,-122.3887018,37.7402882,5.36815309525
144972,-122.3892578,37.7387126,8.45250701904
64748,-122.4446876,37.7578613,132.387451172
73068,-122.4396712,37.7303161,60.4824180603
71140,-122.432254,37.755423,94.9718780518
1105271,-122.428816,37.7687683,32.4776763916
67815,-122.4473223,37.7825424,86.0176773071
67816,-122.447561,37.7824543,84.0282516479
145109,-122.4715422,37.7618829,74.0653533936
145108,-122.4704687,37.761929,77.4573440552
145107,-122.4694048,37.7619747,79.9772872925
145106,-122.4683318,37.7620208,80.1045837402
145112,-122.475918,37.761695,75.9648590088
145111,-122.4748633,37.7617403,79.8152999878
145110,-122.4726602,37.7618349,78.6166915894
57654,-122.473747,37.806631,49.3716964722
57653,-122.473604,37.80634,58.6300315857
265171,-122.4479921,37.8010331,8.97436618805
56782,-122.4133659,37.7509456,21.7193489075
56781,-122.412862,37.7509762,21.4296455383
56780,-122.4117672,37.7510425,19.6832942963
410487,-122.465243,37.8020711,28.8136520386
410486,-122.4697323,37.8030787,44.5614776611
56857,-122.4416489,37.7642093,96.4485015869
411619,-122.3868432,37.7250555,3.4078772068
57758,-122.4561183,37.7182419,131.65007019
59895,-122.3940776,37.7925427,2.72618412971
57940,-122.473495,37.759331,131.637924194
57941,-122.473698,37.7581,130.822311401
65172,-122.4522501,37.718771,125.511940002
615675,-122.4405579,37.7735473,66.3187103271
273986,-122.399161,37.7944246,3.02964925766
589445,-122.4040595,37.7569947,33.1154098511
60743,-122.4480351,37.7097056,97.8287658691
60742,-122.4483901,37.7103626,92.9401702881
60744,-122.4479121,37.7094776,99.3583526611
250301,-122.4506663,37.7781088,104.361167908
250299,-122.4524388,37.7779008,102.50579834
250300,-122.4515494,37.7780059,107.900939941
60122,-122.4976224,37.764597,36.0832138062
195830,-122.388763,37.7524771,7.33422803879
195831,-122.3911647,37.7526361,12.3233289719
512945,-122.3878968,37.7427637,4.09236240387
71361,-122.5106851,37.7819076,64.7189865112
56574,-122.4313541,37.7366312,103.680900574
56575,-122.430806,37.7361001,89.7973098755
71406,-122.4834224,37.7906334,12.2595691681
338414,-122.4365353,37.7649644,78.6591796875
56302,-122.4713236,37.71258,58.3255729675
56301,-122.4200941,37.7083175,38.0449142456
876521,-122.4277519,37.7546832,56.6383209229
876517,-122.4277179,37.7546853,56.4356956482
58088,-122.4517246,37.7456049,180.178359985
62765,-122.4582103,37.7236579,88.041343689
243599,-122.3878096,37.7669734,2.75805234909
185383,-122.4187326,37.8101111,2.48206281662
71642,-122.403611,37.741476,4.63103914261
273949,-122.3973845,37.7930363,2.96309041977
75948,-122.376479,37.729052,51.2366142273
531403,-122.4864973,37.7296305,30.547454834
531404,-122.4864621,37.729701,30.5054264069
531402,-122.4865506,37.7295207,30.2860164642
62656,-122.3987697,37.776574,2.87149095535
62657,-122.4015469,37.7743778,3.05219769478
62658,-122.4020601,37.7739736,3.4371471405
62659,-122.4021095,37.7739344,3.49099516869
517473,-122.4498091,37.7882649,95.4077911377
859030,-122.4137007,37.7483083,18.7723083496
371969,-122.4626509,37.7182817,159.836364746
70501,-122.3927479,37.7103366,9.26153945923
65340,-122.482113,37.790437,20.8722000122
838001,-122.4772235,37.7286622,49.5204849243
62525,-122.4353274,37.7239981,58.1658592224
62524,-122.4166283,37.8038189,18.7808609009
62523,-122.4163029,37.8038589,11.6281232834
65933,-122.4504486,37.7393373,214.006576538
65932,-122.4495894,37.7393061,208.435806274
1116955,-122.4608187,37.7355007,163.769851685
517295,-122.4472123,37.7851965,84.4562988281
145148,-122.4369913,37.7146213,71.5945281982
145147,-122.4378095,37.714976,70.0308609009
145145,-122.4394403,37.7157062,66.8971252441
145146,-122.4386327,37.7153446,68.8084793091
835658,-122.4100606,37.7420168,76.9471969604
71514,-122.447409,37.71265,82.8969421387
61252,-122.4538948,37.8006034,14.4495620728
62103,-122.4617881,37.7515753,123.684371948
62104,-122.4614934,37.7512781,123.649230957
67707,-122.4324422,37.7235548,71.9297714233
60347,-122.382962,37.734603,68.9603424072
60210,-122.387729,37.731232,26.4307422638
228417,-122.474391,37.7157762,58.4477729797
1104910,-122.4499886,37.7310722,107.025657654
455398,-122.4466418,37.7942106,68.7264099121
56273,-122.4402512,37.7298523,53.6655197144
190522,-122.3948638,37.7684634,2.74602341652
1136502,-122.448477,37.7359437,141.941116333
192441,-122.4771296,37.7552018,103.857147217
192442,-122.477629,37.755178,102.670249939
858167,-122.46977,37.8030066,45.3944206238
143164,-122.4345549,37.7840856,43.481918335
143163,-122.4346019,37.7843006,43.6281890869
143162,-122.4345849,37.7842112,43.4560813904
143165,-122.4345411,37.7840088,43.3689575195
66870,-122.444254,37.726739,64.633605957
60981,-122.4487173,37.7392746,207.36857605
145088,-122.4245422,37.7697448,28.5995140076
441370,-122.4513312,37.7585902,186.432617188
193108,-122.4236137,37.7729576,26.0802059174
193109,-122.4237089,37.7734327,23.6530990601
241066,-122.4598544,37.7989336,31.6194763184
58751,-122.405449,37.7872127,14.4012641907
58750,-122.4053635,37.7867699,13.0672607422
61285,-122.4691715,37.8009488,39.1914367676
61287,-122.4690532,37.8019916,37.5815734863
235325,-122.4761149,37.7208959,51.0022163391
1126056,-122.4093259,37.7849324,14.822019577
587005,-122.4513139,37.7452099,178.279953003
651635,-122.5092869,37.7704252,8.9862909317
70952,-122.4650396,37.7406481,110.268226624
837362,-122.3887928,37.7403398,5.3587269783
510855,-122.4103212,37.8030309,26.1592464447
61997,-122.4111127,37.7437295,78.9550628662
61998,-122.4382824,37.7348652,64.5033035278
388749,-122.378171,37.727562,8.06904697418
71810,-122.410779,37.794122,63.3620223999
71809,-122.50468,37.773505,22.8210468292
70791,-122.4222174,37.7894028,57.7444725037
70788,-122.4155691,37.7902533,76.0773239136
70790,-122.418843,37.78983,51.7317504883
70789,-122.417205,37.790045,65.4649047852
57306,-122.4096006,37.739727,19.4019451141
880824,-122.45489,37.7314444,127.891021729
234473,-122.5013306,37.7323115,8.11551475525
63639,-122.474686,37.774877,57.9196662903
63638,-122.474821,37.776742,62.7805976868
644969,-122.3929998,37.7644374,4.64399766922
55965,-122.4035259,37.7481267,6.59258127213
629939,-122.3953592,37.7867379,13.816403389
104631,-122.3650564,37.8101984,87.41746521
64622,-122.435157,37.718508,99.4806060791
64623,-122.434354,37.718125,88.6954345703
64624,-122.433555,37.717744,86.3694992065
1408291,-122.3926702,37.7685602,3.72010445595
898020,-122.4634196,37.7115283,78.9612960815
74276,-122.444872,37.76051,115.69278717
62184,-122.3895065,37.7604386,15.980096817
62183,-122.389733,37.762986,8.10878562927
62185,-122.389248,37.757884,11.5033178329
1390959,-122.4214516,37.7666846,11.0947990417
1390953,-122.4213804,37.7668066,10.909570694
1390957,-122.4214784,37.7669348,11.1541757584
1390956,-122.4213648,37.7666855,10.9834632874
270804,-122.4273735,37.7440183,47.6170501709
238993,-122.4168346,37.8048331,7.3246049881
238992,-122.4168498,37.8049776,7.17563676834
70526,-122.424585,37.7761967,20.6165027618
74807,-122.4777921,37.7991818,90.1288833618
56395,-122.468024,37.773304,70.2801055908
56396,-122.469092,37.773257,69.7084579468
223566,-122.5031409,37.7305576,14.5746526718
68890,-122.435302,37.796158,42.739490509
68888,-122.428725,37.796992,33.3882102966
68887,-122.425437,37.797408,30.2607250214
68886,-122.4238693,37.7976138,34.7212753296
68885,-122.4205011,37.7980473,60.9086914062
57671,-122.428473,37.77906,27.5654449463
57673,-122.428956,37.781429,32.6902084351
57674,-122.429041,37.781847,34.4991989136
1171176,-122.4182761,37.7481015,26.8768787384
1171180,-122.4228166,37.7430726,38.9915618896
56254,-122.3927581,37.7491022,3.86310601234
72329,-122.4746262,37.7882551,55.5775909424
62062,-122.4157736,37.799616,66.5539321899
59876,-122.4459205,37.7631799,159.972579956
56017,-122.4570085,37.7102548,94.0653152466
60494,-122.4085197,37.7315601,28.221496582
60493,-122.408914,37.7314381,29.2413043976
60495,-122.4075434,37.731856,24.4513168335
272202,-122.510399,37.792744,-23.5667896271
63180,-122.4127826,37.7703955,5.17544269562
465366,-122.4256471,37.8017948,24.6288661957
58106,-122.3895844,37.7729294,2.70704579353
445370,-122.3988565,37.7154493,48.5504837036
328091,-122.3895801,37.7843712,3.86438822746
58401,-122.4131379,37.765446,1.73766744137
457393,-122.4054322,37.7981152,21.0623779297
64792,-122.4581592,37.7257204,88.7798080444
1038743,-122.3956769,37.7964484,2.45495676994
1038742,-122.3953923,37.7957056,3.38301086426
877745,-122.4087107,37.7835088,10.6952648163
238349,-122.4440366,37.7475697,186.668319702
65041,-122.424926,37.726323,120.458984375
531415,-122.484023,37.727047,24.8953304291
70275,-122.473321,37.787193,48.4472198486
69582,-122.4598506,37.7438181,172.541046143
72772,-122.413053,37.731452,33.9713401794
72771,-122.4132695,37.7320802,23.122795105
667016,-122.4185516,37.70964,29.5837936401
76071,-122.4102852,37.8036593,25.4615650177
198446,-122.4632264,37.7256387,79.3002853394
59187,-122.4121068,37.7981631,49.4641151428
59188,-122.41283,37.798075,59.3743247986
1195700,-122.4841799,37.7083164,11.9458913803
1195699,-122.4837132,37.7084437,24.8788776398
65758,-122.4036662,37.7660239,6.18864583969
144328,-122.451116,37.7819183,74.0055007935
144326,-122.4500861,37.7820512,78.2452697754
144327,-122.4541459,37.7815452,68.2558670044
70520,-122.428159,37.794187,69.9879074097
70519,-122.4278738,37.7924237,104.571166992
874517,-122.4385742,37.7298829,52.1688690186
61077,-122.499591,37.777482,65.0164260864
62960,-122.4652813,37.7253322,72.5788879395
67392,-122.4506633,37.7895232,81.0046463013
67393,-122.4504933,37.788647,93.1730041504
63304,-122.4131983,37.7790094,13.4426298141
1037631,-122.4195244,37.7810586,23.1821117401
65024,-122.448503,37.8049814,4.88294839859
404299,-122.4799126,37.7170006,44.405090332
236228,-122.4462339,37.7087417,106.449508667
235208,-122.4240961,37.7414969,48.1007461548
141593,-122.503078,37.7245424,14.886015892
440442,-122.4695755,37.796146,114.211776733
325407,-122.4262611,37.7854125,64.7402191162
63937,-122.4774148,37.7523267,120.530982971
63936,-122.4752729,37.7524241,125.374504089
63935,-122.474741,37.752448,128.828857422
63934,-122.474205,37.752472,133.707565308
60032,-122.4519917,37.7121052,80.0147247314
62977,-122.3896839,37.7799297,3.49077415466
57600,-122.403022,37.729902,20.987745285
512955,-122.395312,37.723206,8.8606300354
835660,-122.4519297,37.761338,114.928199768
64285,-122.4818752,37.7324333,49.0741767883
55036,-122.38381,37.726171,5.73431062698
55035,-122.383248,37.726798,6.16966199875
55034,-122.382687,37.727425,6.49849319458
55033,-122.382126,37.728051,8.50116062164
64284,-122.4820261,37.7345151,53.3075714111
55032,-122.381564,37.728678,14.0039176941
309754,-122.4201856,37.7857453,39.5753517151
68091,-122.4695739,37.7488938,207.663223267
543027,-122.3888713,37.7173295,9.53333091736
55923,-122.4711519,37.7125758,59.2792320251
67539,-122.4087199,37.7939557,48.1346435547
67540,-122.409936,37.793802,60.9081306458
67537,-122.407303,37.7941375,34.0536880493
67538,-122.4078973,37.79406,38.8205795288
72255,-122.4153411,37.7540327,17.9606971741
72258,-122.423601,37.753535,34.5589294434
879015,-122.4375895,37.7842847,44.9281806946
61508,-122.4025209,37.7120852,18.1664180756
838735,-122.4671221,37.7161146,125.372779846
61362,-122.4619868,37.727467,112.937614441
61358,-122.4607729,37.7276171,109.729057312
61355,-122.4580769,37.7275864,102.103515625
61356,-122.459049,37.7275855,101.410758972
59929,-122.4398219,37.7852406,47.7100791931
57129,-122.3968643,37.7805311,4.03852081299
57131,-122.4014329,37.776919,2.4039068222
57132,-122.4019898,37.7764786,2.53671121597
57133,-122.4025378,37.7760452,2.66343736649
274367,-122.4607502,37.7987409,33.2341041565
235213,-122.4963703,37.7645614,37.5469360352
60320,-122.4101057,37.8018611,26.2737617493
63673,-122.43346,37.787021,51.3036842346
63674,-122.435106,37.786811,46.9127426147
63675,-122.436747,37.786601,46.3661460876
1038494,-122.4059392,37.8028589,86.3067016602
73198,-122.432871,37.761821,23.4477672577
73199,-122.432716,37.760224,28.1060638428
199933,-122.4008414,37.7842757,9.16540622711
57796,-122.4370711,37.7160105,69.7565383911
55750,-122.4731744,37.8051038,59.8744125366
55751,-122.4681117,37.769263,76.3004989624
60633,-122.4057232,37.7808758,6.32738351822
60632,-122.4049417,37.7814932,6.67049121857
60635,-122.4082752,37.7788519,6.36315774918
60634,-122.4077053,37.7792988,5.93906068802
60636,-122.409923,37.777553,7.10917329788
63006,-122.4346019,37.8010263,16.2175483704
63003,-122.4280216,37.8018612,17.7846031189
63005,-122.4313108,37.8014439,18.0358657837
63004,-122.4296667,37.8016525,14.8749217987
438253,-122.4278373,37.8073454,32.9014854431
64610,-122.4014585,37.7380866,13.9290027618
70321,-122.4450554,37.7249707,64.376663208
62791,-122.475705,37.7430518,104.829421997
68242,-122.4760512,37.7636091,66.9613800049
58752,-122.4442829,37.7461187,178.376373291
57394,-122.4693485,37.7299741,84.5667648315
1397842,-122.4254345,37.8001877,25.9484634399
1397847,-122.4253764,37.7999008,25.9994010925
1397846,-122.4253976,37.800007,25.4638061523
845440,-122.4019526,37.781258,4.26781368256
62170,-122.4085315,37.784463,10.9716825485
62174,-122.4089518,37.7863135,18.7746047974
56992,-122.5042977,37.7655274,21.2763881683
56241,-122.4550051,37.7990382,19.1693153381
66291,-122.4507337,37.7337988,154.636276245
530527,-122.4088062,37.7356515,5.9482922554
71589,-122.4469675,37.7171712,64.7640762329
71590,-122.4546308,37.8020044,14.509765625
143082,-122.4753618,37.7209086,53.9610328674
64442,-122.4698059,37.7692056,76.421875
479118,-122.4852295,37.7193637,35.2667503357
479119,-122.4852939,37.7163806,21.3529720306
67942,-122.4710339,37.7497737,191.348129272
64809,-122.396675,37.754707,82.4042205811
166510,-122.4445595,37.7625459,123.633834839
60096,-122.4611072,37.7662102,83.5577545166
1409439,-122.4265174,37.76964,35.4584617615
1409438,-122.4263994,37.7696323,35.1921882629
1409437,-122.4263994,37.7696323,35.1921882629
59507,-122.4423142,37.7887852,61.765838623
59506,-122.441916,37.7869,54.524723053
502220,-122.4172988,37.8062978,5.88318157196
1398148,-122.4253725,37.8004353,26.4715614319
84068,-122.454546,37.7081784,101.986595154
1109130,-122.4530617,37.7691217,86.3908004761
512991,-122.3958353,37.750396,10.380698204
241350,-122.4589025,37.7971836,38.6025505066
241351,-122.4588358,37.7957608,60.1888542175
241352,-122.4567273,37.7985135,27.0376262665
64239,-122.4024433,37.7532366,26.6200771332
65784,-122.4873575,37.7406643,66.3153610229
69855,-122.395324,37.754833,59.2172813416
67805,-122.4153451,37.7371829,50.3188476562
144473,-122.475052,37.7345597,72.3644180298
144474,-122.4751867,37.7345581,72.2453613281
73760,-122.411868,37.798779,50.0676269531
62460,-122.4482616,37.7978849,26.9435462952
69152,-122.4840736,37.7276377,27.866569519
67555,-122.3926673,37.7878959,9.38561820984
62929,-122.4290679,37.7686734,32.0500335693
67364,-122.425536,37.736733,73.3934020996
67366,-122.4236498,37.7366816,75.0773086548
67365,-122.4242163,37.7367427,72.1673049927
445061,-122.3957425,37.7111037,21.15666008
714806,-122.4226183,37.7179562,137.363327026
275342,-122.4196936,37.7520775,27.9297962189
60544,-122.443261,37.757762,108.409088135
36967,-122.3862824,37.7690052,3.35994338989
61411,-122.359945,37.726154,3.18966245651
61412,-122.362507,37.72556,3.35854792595
62045,-122.4028044,37.801267,7.35942029953
145820,-122.4049551,37.7385675,5.75876665115
63917,-122.4666,37.752803,172.299163818
63916,-122.464462,37.752899,157.272750854
452846,-122.4279189,37.7972048,32.3116455078
199079,-122.3876963,37.7698814,2.52354192734
68513,-122.4600538,37.7392939,158.843444824
404044,-122.4139056,37.7988761,69.4890441895
321806,-122.4399971,37.7350362,82.8221511841
67502,-122.444119,37.789457,78.115852356
67503,-122.4443,37.790327,86.4851608276
67500,-122.4427832,37.7828195,64.0175933838
67501,-122.44356,37.786691,57.0598869324
75604,-122.4293391,37.7085688,112.528717041
61493,-122.3995584,37.7153921,60.3254318237
58812,-122.3977235,37.7332871,61.1976394653
58811,-122.398585,37.733639,54.6096382141
65010,-122.4542907,37.7728943,86.8955841064
62228,-122.400389,37.762346,13.8469133377
62227,-122.400633,37.764898,6.69011163712
72536,-122.4110359,37.7970369,40.8415260315
72541,-122.4323269,37.7122513,82.038269043
75304,-122.4965413,37.7338736,27.8696098328
60440,-122.410498,37.745571,32.1819419861
60439,-122.4089677,37.7456361,50.4980239868
401668,-122.3913104,37.7719007,2.44908046722
176974,-122.406469,37.7850197,11.2475919724
186207,-122.3953333,37.7970633,2.50178599358
