0111,square de l'Aide Sociale,0111,0096,127,109D4,12
0112,villa des Aigrettes,0112,A001,36,54C2,2
0113,rue Aimé Lavy,0113,0098,35,31C4,12
0114,place Aimé Maillart,0114,0100,-,47D2,48C1,-
0115,rue Aimé Morot,0115,0102,85,131D3,20
0117,rue de l'Aisne,0117,0104,62,33D4,12
0119,rue d'Aix,0119,0106,140,72B4,9
0130,rue Alain,0130,0105,275,109C2,109C4,15
0131,rue Alain Chartier,0131,0108,190,107D2,108C1,10
0132,square Alain-Fournier,0132,0109,90,128B3,128B4,18
0133,rue Alasseur,0133,0110,134,88C1,88C3,12
0134,square Alban Satragne,0134,0111,200,72A1,71B2,10
0135,rue Albert Roussel,0135,0103,185,28D3,12
0136,rue Albéric Magnard,0136,0112,228,86A2,12
0137,rue Albert Marquet,0137,0138,75,95A4,95A2,10
0138,rue Albert Camus,0138,0113,83,52D4,14
0139,rue Albert,0139,0114,460,133C1,132B4,12
0141,avenue Albert Bartholomé,0141,0116,665,127B2,128A4,20
0142,square Albert Bartholomé,0142,0117,57,127B4,6
0143,place Albert Kahn,0143,0123,64,31C2,64
0144,rue Albert Bayet,0144,0119,220,132A2,132A1,20
0145,rue Albert de Lapparent,0145,0118,128,88D4,15.1
0146,avenue Albert De Mun,0146,0120,230,67D4,67D3,24
0148,rue Albert Malet,0148,0122,175,115B3,13
0149,rue Albert Willemetz,0149,0133,240,95D4,96C3,18
0150,cours Albert Ier,0150,0124,580,68D4,68C4,74
0151,avenue Albert Ier de Monaco.,0151,0125,150,87B1,15
0152,villa Albert Robida,0152,0127,67,54C4,10
0153,rue Albert Samain,0153,0128,80,47B4,47B2,12
0154,rue Albert Sorel,0154,0130,96,129D2,12
0155,rue Albert Thomas,0155,0131,265,72B3,72A4,9.74
0156,square Albin Cachot,0156,0132,120,111C3,131A1,15.5
0157,rue Albin Haller,0157,0134,95,131D1,15
0158,place Albert Londres,0158,0115,20,132D1,16
0159,rue de l'Alboni,0159,0136,203,87A4,87A2,17
0160,square Alboni,0160,0137,267,87A4,87A2,12
0161,rue Albinoni,0161,0140,95,114A3,10
0162,place Albert Cohen,0162,0142,-,106C2,-
0163,rue Albert Einstein,0163,0147,180,133B3,133B4,18
0165,rue d'Alembert,0165,0139,178,130A2,130A4,9.8
0167,rue d'Alençon,0167,0141,65,109B1,12
0170,rue d'Alésia,0170,0143,2400,131A3,109C3,20
0171,villa d'Alésia,0171,0144,290,129B4,7
0172,rue Alexander Fleming,0172,0145,350,55C1,55C2,15
0173,passage Alexandre,0173,0146,39,109A4,5.5
0175,rue Alexandre Cabanel,0175,0148,220,88C4,12
0176,rue Alexandre Charpentier,0176,0150,120,47A4,47B3,20
0177,rue Alexandre De Humboldt,0177,0151,25,53B1,10
0179,rue Alexandre Dumas,0179,0155,900,94C1,94A3,12
0183,impasse Alexandre Lécuyer,0183,0157,196,31A3,30B4,6
0186,rue Alexandre Parodi,0186,0159,200,52D3,52D1,13
0190,villa Alexandre Ribot,0190,0161,67,54D1,3
0191,villa Alexandre Tansman,0191,0162,12,106A3,6
0192,allée Alexandre Vialatte,0192,0165,48,132C1,132C3,9
0193,pont Alexandre III,0193,0164,160,69C3,40
0194,rue d'Alexandrie,0194,0166,165,71D1,12
0195,passage Alexandrine,0195,0168,132,94A3,6
0196,rue Alfred Bruneau,0196,0170,110,86B3,86B4,14.4
0197,square Alfred Capus,0197,0172,68,85D3,85D1,54
0199,rue Alfred Dehodencq,0199,0176,228,86A2,12
0200,square Alfred Dehodencq,0200,0177,37,86A2,8
0201,place Alfred Dreyfus,0201,0180,30,107B2,18
0202,rue Alfred de Vigny,0202,0179,195,48D3,48D1,15
0203,place Alfred Kastler,0203,0184,28,111A4,12
0204,rue Alfred Durand-Claye,0204,0181,89,128B4,128B2,10
0205,rue Alfred Fouillée,0205,0183,95,132D3,20
0206,place Alfred Sauvy,0206,0186,68,87D2,12
0207,rue Alfred Roll,0207,0185,136,48A2,20
0208,passage Alfred Stevens,0208,0187,24,50D2,5
0209,rue Alfred Stevens,0209,0188,87,50D2,10
0211,cour d'Alger,0211,0192,45,92D4,112B2,3.4
0212,rue d'Alger,0212,0191,128,70C3,70C1,10
0213,boulevard d'Algérie,0213,0193,670,55C3,54B4,30
0215,rue Alibert,0215,0196,278,72B3,72B4,13
0216,square Alice,0216,0197,40,129A3,10
0217,place d'Aligre,0217,0199,115,93C4,93D3,70
0218,rue d'Aligre,0218,0200,345,93C4,93D3,13.5
0219,rue Alice Domon et Léonie Duquet,0219,0194,310,133B3,133B4,25
