6059;09;011;ECOLE MATERNELLE;;12;RUE CLAUZEL;75009                                                                                                                                                      
6060;09;012;LYCEE EDGAR QUINET;;63;RUE DES MARTYRS;75009                                                                                                                                                
6061;09;013;ECOLE MATERNELLE;;12;RUE CHAPTAL;75009                                                                                                                                                      
6062;09;014;ECOLE ELEMENTAIRE;;12;RUE CHAPTAL;75009                                                                                                                                                     
6063;09;015;ECOLE ELEMENTAIRE;;32;RUE DE BRUXELLES;75009                                                                                                                                                
6064;09;016;GYMNASE PAUL GAUGUIN;;35;RUE MILTON;75009                                                                                                                                                   
6065;09;017;ECOLE ELEMENTAIRE;;10;RUE HIPPOLYTE LEBAS;75009                                                                                                                                             
6066;09;018;ECOLE MATERNELLE;;22;RUE DE ROCHECHOUART;75009                                                                                                                                              
6067;09;019;LYCEE LAMARTINE;;121;RUE DU FAUBOURG POISSONNIERE;75009                                                                                                                                     
6072;09;020;GYMNASE PAUL GAUGUIN;SALLE DES SPORTS;35;RUE MILTON;75009                                                                                                                                   
6561;09;021;ECOLE ELEMENTAIRE;;45;RUE DE LA TOUR D AUVERGNE;75009                                                                                                                                       
6070;09;022;LYCEE JACQUES DECOUR;ENTRÉE PAR LE 20 RUE BOCHART DE SARON;12;AVENUE TRUDAINE;75009                                                                                                         
6071;09;023;ECOLE ELEMENTAIRE;;15;RUE TURGOT;75009                                                                                                                                                      
6069;09;024;ECOLE MATERNELLE;;68;RUE DE ROCHECHOUART;75009                                                                                                                                              
6068;09;025;ECOLE MATERNELLE;;68;RUE DE ROCHECHOUART;75009                                                                                                                                              
6073;10;001;MAIRIE D'ARRONDISSEMENT;;72;RUE DU FAUBOURG SAINT MARTIN;75010                                                                                                                              
6074;10;002;MAIRIE D'ARRONDISSEMENT;;72;RUE DU FAUBOURG SAINT MARTIN;75010                                                                                                                              
6075;10;003;ECOLE MATERNELLE;;2;RUE PIERRE BULLET;75010                                                                                                                                                 
6076;10;004;ECOLE ELEMENTAIRE;;17;RUE DE MARSEILLE;75010                                                                                                                                                
6077;10;005;ECOLE ELEMENTAIRE;;17;RUE DE MARSEILLE;75010                                                                                                                                                
6078;10;006;COLLEGE LOUISE MICHEL;;11;RUE JEAN POULMARCH;75010                                                                                                                                          
6079;10;007;COLLEGE LOUISE MICHEL;;11;RUE JEAN POULMARCH;75010                                                                                                                                          
6080;10;008;ECOLE ELEMENTAIRE;;23;RUE DES RECOLLETS;75010                                                                                                                                               
6509;10;009;CENTRE JEAN VERDIER;;11;RUE DE LANCRY;75010                                                                                                                                                 
6379;10;010;ECOLE ELEMENTAIRE;;155;AVENUE PARMENTIER;75010                                                                                                                                              
6378;10;011;GYMNASE BUISSON SAINT-LOUIS;;2;RUE DU BUISSON SAINT LOUIS;75010                                                                                                                             
6494;10;012;ECOLE ELEMENTAIRE;;200;RUE SAINT MAUR;75010                                                                                                                                                 
6491;10;013;ECOLE ELEMENTAIRE;;200;RUE SAINT MAUR;75010                                                                                                                                                 
6503;10;014;ECOLE ELEMENTAIRE;;16;RUE VICQ D AZIR;75010                                                                                                                                                 
6504;10;015;ECOLE MATERNELLE;;18;RUE VICQ D AZIR;75010                                                                                                                                                  
6377;10;016;ECOLE MATERNELLE;;5;RUE BOY ZELENSKI;75010                                                                                                                                                  
6385;10;017;CENTRE ANIMATION GRANGE AUX BELLES;;6;RUE BOY ZELENSKI;75010                                                                                                                                
6387;10;018;ECOLE ELEMENTAIRE;;10;RUE EUGENE VARLIN;75010                                                                                                                                               
6384;10;019;ECOLE ELEMENTAIRE;;10;RUE EUGENE VARLIN;75010                                                                                                                                               
6383;10;020;COLLEGE VALMY;;195;QUAI DE VALMY;75010                                                                                                                                                      
6497;10;021;ECOLE ELEMENTAIRE;;216;RUE LA FAYETTE;75010                                                                                                                                                 
6493;10;022;ECOLE ELEMENTAIRE;;49;RUE LOUIS BLANC;75010                                                                                                                                                 
6508;10;023;ECOLE ELEMENTAIRE;;49;RUE LOUIS BLANC;75010                                                                                                                                                 
6490;10;024;GYMNASE CHATEAU LANDON;;46;RUE DU CHATEAU LANDON;75010                                                                                                                                      
6382;10;025;ECOLE ELEMENTAIRE;;14;RUE BOSSUET;75010                                                                                                                                                     
6507;10;026;ECOLE MATERNELLE;;14;RUE BOSSUET;75010                                                                                                                                                      
6386;10;027;COLLEGE BERNARD PALISSY;;21;RUE DES PETITS HOTELS;75010                                                                                                                                     
6381;10;028;COLLEGE BERNARD PALISSY;;21;RUE DES PETITS HOTELS;75010                                                                                                                                     
6506;10;029;ECOLE MATERNELLE;;20;RUE DE PARADIS;75010                                                                                                                                                   
6376;10;030;ECOLE ELEMENTAIRE;;41;RUE DE CHABROL;75010                                                                                                                                                  
6488;10;031;ECOLE MATERNELLE;;9;RUE MARTEL;75010                                                                                                                                                        
6489;10;032;ECOLE ELEMENTAIRE;;9;RUE MARTEL;75010                                                                                                                                                       
6499;10;033;ECOLE ELEMENTAIRE;;6;RUE DE METZ;75010                                                                                                                                                      
6500;10;034;ECOLE ELEMENTAIRE;;6;RUE DE METZ;75010                                                                                                                                                      
6081;11;001;MAIRIE D'ARRONDISSEMENT;;12;PLACE LEON BLUM;75011                                                                                                                                           
6086;11;002;ECOLE ELEMENTAIRE;;11bis;AVENUE PARMENTIER;75011                                                                                                                                            
6098;11;003;ECOLE MATERNELLE;;144;RUE DE LA ROQUETTE;75011                                                                                                                                              
6094;11;004;ECOLE ELEMENTAIRE;;35;RUE GODEFROY CAVAIGNAC;75011                                                                                                                                          
6095;11;005;ECOLE ELEMENTAIRE;;35;RUE GODEFROY CAVAIGNAC;75011                                                                                                                                          
6103;11;006;ECOLE ELEMENTAIRE;;33;RUE SAINT BERNARD;75011                                                                                                                                               
6101;11;007;COLLEGE ANNE FRANCK;;38;RUE TROUSSEAU;75011                                                                                                                                                 
6102;11;008;COLLEGE ANNE FRANCK;;38;RUE TROUSSEAU;75011                                                                                                                                                 
6090;11;009;ECOLE ELEMENTAIRE;;10;RUE KELLER;75011                                                                                                                                                      
6091;11;010;ECOLE ELEMENTAIRE;;10;RUE KELLER;75011                                                                                                                                                      
6092;11;011;ECOLE ELEMENTAIRE;;10;RUE KELLER;75011                                                                                                                                                      
6083;11;012;ECOLE MATERNELLE;;9;RUE POPINCOURT;75011                                                                                                                                                    
6084;11;013;ECOLE MATERNELLE;;9;RUE POPINCOURT;75011                                                                                                                                                    
6082;11;014;ECOLE ELEMENTAIRE;;13;RUE FROMENT;75011                                                                                                                                                     
6085;11;015;ECOLE MATERNELLE;;13;BOULEVARD RICHARD LENOIR;75011                                                                                                                                         
6129;11;016;ECOLE ELEMENTAIRE;;17;RUE ALPHONSE BAUDIN;75011                                                                                                                                             
6130;11;017;ECOLE ELEMENTAIRE;;17;RUE ALPHONSE BAUDIN;75011                                                                                                                                             
6127;11;018;ECOLE ELEMENTAIRE SAINT-SEBASTIEN;;17;RUE ALPHONSE BAUDIN;75011                                                                                                                             
6128;11;019;ECOLE ELEMENTAIRE SAINT-SEBASTIEN;;17;RUE ALPHONSE BAUDIN;75011                                                                                                                             
6116;11;020;COLLEGE BEAUMARCHAIS;;124;RUE AMELOT;75011                                                                                                                                                  
6117;11;021;COLLEGE BEAUMARCHAIS;;124;RUE AMELOT;75011                                                                                                                                                  
6119;11;022;ECOLE ELEMENTAIRE;;109;AVENUE PARMENTIER;75011                                                                                                                                              
6118;11;023;ECOLE ELEMENTAIRE;;109;AVENUE PARMENTIER;75011                                                                                                                                              
6133;11;024;ECOLE ELEMENTAIRE;;1;RUE PIHET;75011                                                                                                                                                        
6132;11;025;ECOLE ELEMENTAIRE;;1;RUE PIHET;75011                                                                                                                                                        
6131;11;026;ECOLE MATERNELLE;;2;PASSAGE BESLAY;75011                                                                                                                                                    
6121;11;027;ECOLE MATERNELLE;;111;AVENUE PARMENTIER;75011                                                                                                                                               
6124;11;028;GROUPE SCOLAIRE;;39;RUE DES TROIS BORNES;75011                                                                                                                                              
6122;11;029;GROUPE SCOLAIRE;;39;RUE DES TROIS BORNES;75011                                                                                                                                              
6123;11;030;GROUPE SCOLAIRE;;39;RUE DES TROIS BORNES;75011                                                                                                                                              
6126;11;031;ECOLE ELEMENTAIRE;;77;BOULEVARD DE BELLEVILLE;75011                                                                                                                                         
6125;11;032;ECOLE ELEMENTAIRE;;77;BOULEVARD DE BELLEVILLE;75011                                                                                                                                         
6139;11;033;LYCEE VOLTAIRE;;101;AVENUE DE LA REPUBLIQUE;75011                                                                                                                                           
6138;11;034;LYCEE VOLTAIRE;;101;AVENUE DE LA REPUBLIQUE;75011                                                                                                                                           
6135;11;035;ECOLE ELEMENTAIRE;;98;AVENUE DE LA REPUBLIQUE;75011                                                                                                                                         
6134;11;036;ECOLE ELEMENTAIRE;;98;AVENUE DE LA REPUBLIQUE;75011                                                                                                                                         
6136;11;037;ECOLE ELEMENTAIRE;;100;AVENUE DE LA REPUBLIQUE;75011                                                                                                                                        
6137;11;038;ECOLE ELEMENTAIRE;;100;AVENUE DE LA REPUBLIQUE;75011                                                                                                                                        
6089;11;039;ECOLE ELEMENTAIRE;;29;RUE SERVAN;75011                                                                                                                                                      
6088;11;040;ECOLE ELEMENTAIRE;;22;RUE SAINT MAUR;75011                                                                                                                                                  
6096;11;041;ECOLE MATERNELLE;;14;RUE MERLIN;75011                                                                                                                                                       
6100;11;042;COLLEGE ALAIN FOURNIER;;87;RUE LEON FROT;75011                                                                                                                                              
6099;11;043;COLLEGE ALAIN FOURNIER;;87;RUE LEON FROT;75011                                                                                                                                              
6111;11;044;GYMNASE PHILIPPE AUGUSTE;;68;AVENUE PHILIPPE AUGUSTE;75011                                                                                                                                  
6110;11;045;GYMNASE PHILIPPE AUGUSTE;;68;AVENUE PHILIPPE AUGUSTE;75011                                                                                                                                  
6113;11;046;ECOLE ELEMENTAIRE ALEXANDRE DUMAS;;30;PASSAGE DU BUREAU;75011                                                                                                                               
6112;11;047;ECOLE ELEMENTAIRE ALEXANDRE DUMAS;;30;PASSAGE DU BUREAU;75011                                                                                                                               
6115;11;048;ECOLE ELEMENTAIRE;;4;AVENUE DE BOUVINES;75011                                                                                                                                               
6114;11;049;ECOLE ELEMENTAIRE;;4;AVENUE DE BOUVINES;75011                                                                                                                                               
6107;11;050;ECOLE ELEMENTAIRE;;16;RUE TITON;75011                                                                                                                                                       
6106;11;051;ECOLE ELEMENTAIRE;;16;RUE TITON;75011                                                                                                                                                       
6105;11;052;ECOLE ELEMENTAIRE;;16;RUE TITON;75011                                                                                                                                                       
6104;11;053;ECOLE ELEMENTAIRE;;16;RUE TITON;75011                                                                                                                                                       
6109;11;054;ECOLE ELEMENTAIRE;;8;CITE VOLTAIRE;75011                                                                                                                                                    
6108;11;055;ECOLE ELEMENTAIRE;;8;CITE VOLTAIRE;75011                                                                                                                                                    
6140;12;001;ECOLE ELEMENTAIRE;;4;RUE BIGNON;75012                                                                                                                                                       
6141;12;002;ECOLE ELEMENTAIRE;;4;RUE BIGNON;75012                                                                                                                                                       
6142;12;003;ECOLE MATERNELLE;;56;RUE DE PICPUS;75012                                                                                                                                                    
6143;12;004;ECOLE MATERNELLE;;28;RUE DE LA BRECHE AUX LOUPS;75012                                                                                                                                       
6144;12;005;ECOLE MATERNELLE;;56;RUE DE PICPUS;75012                                                                                                                                                    
6145;12;006;ECOLE MATERNELLE;;47;RUE DE PICPUS;75012                                                                                                                                                    
6146;12;007;ECOLE ELEMENTAIRE B;;56;RUE DE PICPUS;75012                                                                                                                                                 
6147;12;008;ECOLE ELEMENTAIRE B;;56;RUE DE PICPUS;75012                                                                                                                                                 
6148;12;009;ECOLE ELEMENTAIRE;;6;RUE BIGNON;75012                                                                                                                                                       
6149;12;010;ECOLE ELEMENTAIRE A;;57;RUE DE REUILLY;75012                                                                                                                                                
6150;12;011;ECOLE ELEMENTAIRE A;;57;RUE DE REUILLY;75012                                                                                                                                                
6151;12;012;COLLEGE JEAN-FRANCOIS OEBEN;;21;RUE DE REUILLY;75012                                                                                                                                        
