"code","arr","bda","cir","nom","numRue","numSup","rue","lat","lon","insT1","blaT1","jolT1","lepT1","sarT1","melT1","pouT1","artT1","cheT1","bayT1","dupT1","holT1","insT2","blaT2","holT2","sarT2"
5780,5,25,2,"École élémentaire",10,"","Rue Rollin",48.844664,2.351119,1499,11,61,51,339,144,6,3,2,139,12,454,1499,38,746,485
5781,6,1,2,"Mairie d'arrondissement",78,"","Rue Bonaparte",48.850757,2.332814,1339,11,53,52,467,53,10,6,5,129,5,276,1324,36,439,625
5782,6,2,2,"Mairie d'arrondissement",78,"","Rue Bonaparte",48.850757,2.332814,1340,10,40,46,491,52,4,1,3,149,9,288,1342,34,436,659
5783,6,3,2,"École élémentaire",9,"","Rue de Vaugirard",48.848985,2.339779,1336,7,44,40,479,98,6,2,3,80,11,307,1338,26,533,588
5784,6,4,2,"Etablissement Scolaire",2,"","Rue du Pont-de-Lodi",48.854791,2.340728,1100,14,41,35,317,72,4,1,2,93,6,266,1102,25,437,421
5785,6,5,2,"École élémentaire",7,"","Rue du Jardinet",48.852851,2.339603,1149,12,29,43,364,75,10,2,1,100,9,291,1150,24,447,488
5786,6,6,2,"École maternelle",39,"","Rue Saint-André-des-Arts",48.853345,2.341288,1142,5,39,68,354,57,1,1,2,89,7,294,1142,18,440,493
5787,6,7,2,"Lycée Maximilien Vox",5,"","Rue Madame",48.851935,2.331947,985,15,22,42,356,49,0,2,0,105,10,200,987,25,314,481
5788,6,8,2,"Collège Jacques Prévert",18,"","Rue Saint-Benoît",48.854775,2.332924,955,15,29,42,344,57,4,2,0,79,10,200,957,23,319,453
5789,6,9,2,"Collège Jacques Prévert",18,"","Rue Saint-Benoît",48.854775,2.332924,937,13,30,42,334,46,4,2,3,71,8,217,937,25,347,433
5790,6,10,2,"Lycée Montaigne",15,"","Rue Auguste-Comte",48.844327,2.334126,1105,11,26,30,389,43,2,1,5,112,7,282,1106,32,410,507
5791,6,11,11,"Mairie d'arrondissement",19,"","Rue Madame",48.850432,2.331836,1208,11,29,50,480,60,8,1,2,109,11,242,1209,22,391,637
5792,6,12,11,"École élémentaire",42,"","Rue Madame",48.848982,2.331676,1102,17,36,34,460,37,3,2,1,117,7,222,1102,35,358,571
5793,6,13,11,"Centre Andre Malraux",112,"","Rue de Rennes",48.847783,2.327616,1326,10,42,43,525,50,0,3,0,146,10,284,1326,44,421,668
5794,6,14,11,"Centre Andre Malraux",112,"","Rue de Rennes",48.847783,2.327616,1206,15,29,47,431,57,4,0,4,112,7,273,1207,36,413,571
5795,6,15,11,"Centre Andre Malraux",112,"","Rue de Rennes",48.847783,2.327616,1287,12,41,46,517,44,6,1,4,119,10,265,1286,30,418,641
5796,6,16,11,"École élémentaire",6,"","Rue Littré",48.845625,2.32385,1479,10,34,60,554,60,5,2,2,136,14,303,1478,37,479,705
5797,6,17,11,"École élémentaire",6,"","Rue Littré",48.845625,2.32385,1496,11,42,58,503,90,10,1,3,135,5,377,1497,29,584,663
5798,6,18,11,"École des Psychologues Praticiens",23,"","Rue du Montparnasse",48.844248,2.327381,1004,11,23,51,389,36,1,0,3,94,10,212,1009,27,321,511
5799,6,19,11,"Institut Sainte Genevieve",64,"","Rue d'Assas",48.845888,2.331398,1006,8,38,24,384,38,2,2,2,97,11,217,1009,28,320,502
5800,6,20,11,"Institut Notre Dame de Sion",61,"","Rue Notre-Dame-des-Champs",48.843718,2.330953,1148,11,15,55,422,52,1,0,0,128,11,247,1147,27,358,601
5801,6,21,11,"Institut Notre Dame de Sion",61,"","Rue Notre-Dame-des-Champs",48.843718,2.330953,1072,6,24,37,393,60,3,1,2,105,9,268,1074,17,396,532
5802,6,22,11,"École Alsacienne",109,"","Rue Notre-Dame-des-Champs",48.840905,2.334034,1194,8,40,40,405,63,2,0,0,115,9,300,1195,22,456,559
5803,7,1,2,"Mairie d'arrondissement",116,"","Rue de Grenelle",48.856811,2.320042,1003,1,20,30,447,33,1,0,1,88,10,164,999,22,256,549
5804,7,2,2,"École Polyvalente",27,"","Rue Las-Cases",48.859002,2.318654,1252,16,27,51,637,22,9,2,0,91,5,172,1253,29,265,784
5805,7,3,2,"Institution Nationale des Invalides",6,"","Boulevard des Invalides",48.855183,2.314683,1203,9,15,57,578,44,1,1,1,83,9,172,1203,25,269,711
5806,7,4,2,"Institut d'Études Politiques (Ex-ENA)",13,"","Rue de l'Université",48.856986,2.329826,1251,11,37,35,555,47,8,0,0,75,7,182,1251,27,310,690
5807,7,5,2,"Institut d'Études Politiques (Ex-ENA)",13,"","Rue de l'Université",48.856986,2.329826,1301,7,17,42,667,39,1,0,4,116,9,177,1305,36,270,820
5808,7,6,2,"Mairie d'arrondissement",116,"","Rue de Grenelle",48.856811,2.320042,1407,17,24,51,649,42,7,0,2,114,12,221,1408,27,369,820
5809,7,7,2,"Institut d'Études Politiques",27,"","Rue Saint-Guillaume",48.854205,2.328374,1375,17,36,34,631,43,3,1,5,130,4,241,1373,35,374,786
5810,7,8,2,"École élémentaire",8,"","Rue Chomel",48.852102,2.325552,1307,14,31,31,630,30,3,0,4,110,13,194,1306,27,298,792
5811,7,9,12,"École élémentaire",42,"","Avenue Duquesne",48.849638,2.313324,1438,13,31,65,612,35,5,1,3,130,16,277,1440,28,412,794
5812,7,10,12,"École maternelle",48,"","Rue Vaneau",48.851151,2.319255,1440,17,27,107,532,51,3,2,2,142,11,277,1440,42,436,755
5813,7,11,12,"École maternelle",14,"","Rue Eble",48.848921,2.312956,1506,11,17,63,839,36,3,0,0,113,13,201,1508,27,302,1024
5814,7,12,12,"École élémentaire",42,"","Avenue Duquesne",48.849638,2.313324,1462,16,15,56,762,31,3,0,1,126,10,198,1463,27,292,955
5815,7,13,12,"École élémentaire",14,"","Rue Eble",48.848921,2.312956,1454,3,17,54,764,35,4,1,0,145,10,194,1454,37,303,942
5816,7,14,2,"École élémentaire",10,"","Avenue de la Motte-Picquet",48.856705,2.308935,1283,3,29,81,543,46,3,3,3,143,8,210,1283,32,330,741
5817,7,15,2,"École élémentaire",10,"","Avenue de la Motte-Picquet",48.856705,2.308935,1262,5,29,53,536,53,3,1,0,114,14,220,1263,27,351,677
5818,7,16,2,"Collège Jules Romains",6,"","Rue Cler",48.858805,2.305327,1229,12,37,70,494,43,2,2,4,146,11,178,1230,31,320,671
5819,7,17,2,"Collège Jules Romains",6,"","Rue Cler",48.858805,2.305327,1363,10,33,76,510,49,5,2,5,141,9,254,1361,28,407,687
5820,7,18,2,"Collège Jules Romains",6,"","Rue Cler",48.858805,2.305327,1148,7,19,76,530,36,1,0,3,84,8,164,1148,30,254,701
5821,7,19,2,"Conservatoire Municipal du Viieme",135,"bis","Rue de l'Université",48.861122,2.307864,1274,14,20,67,569,33,3,0,2,137,6,198,1274,35,306,736
5822,7,20,2,"Collège Lycée La Rochefoucauld",90,"bis","Rue Saint-Dominique",48.859426,2.30603,1287,9,9,47,711,18,4,2,2,84,9,159,1286,14,243,870
5823,7,21,2,"École maternelle",28,"","Avenue Rapp",48.858804,2.300336,1318,10,25,53,591,46,2,1,3,114,15,194,1319,26,317,773
5824,7,22,2,"École élémentaire",1,"","Rue General-Camou",48.858857,2.2995,1213,9,26,53,564,18,2,0,2,128,12,167,1211,42,282,721
5825,7,23,2,"École élémentaire",1,"","Rue General-Camou",48.858857,2.2995,1163,8,22,43,682,16,3,0,1,84,5,94,1163,26,153,825
5826,7,24,2,"Gymnase Municipal Camou",35,"","Avenue de la Bourdonnais",48.858408,2.29896,1154,4,16,43,611,29,2,0,1,91,7,115,1154,19,198,771
5827,8,1,1,"Mairie d'arrondissement",3,"","Rue de Lisbonne",48.87781,2.317428,1393,8,32,57,721,32,2,0,4,98,16,173,1397,35,250,901
5828,8,2,1,"Foyer",11,"","Rue Maleville",48.87733,2.31358,1230,8,25,38,601,31,6,1,1,115,10,158,1230,26,247,771
5829,8,3,1,"Annexe du Lycée Racine",38,"","Rue de Naples",48.879243,2.316322,1306,9,33,62,648,42,4,0,2,108,5,166,1306,31,269,826
5830,8,4,1,"Annexe du Lycée Racine",38,"","Rue de Naples",48.879243,2.316322,1370,13,26,57,708,31,5,0,1,110,14,130,1369,24,235,899
5831,8,5,1,"Collège Octave Greard",28,"","Rue du General-Foy",48.878747,2.317585,1481,14,29,74,661,44,6,0,3,137,17,241,1481,38,379,874
5832,8,6,1,"Lycée Chaptal",45,"","Boulevard des Batignolles",48.881662,2.318898,1386,10,40,53,565,51,5,0,4,139,10,259,1386,30,406,730
5833,8,7,1,"École élémentaire",4,"","Rue de Florence",48.882241,2.325652,1381,17,32,70,558,65,1,1,2,153,8,250,1380,47,406,720
5834,8,8,1,"École maternelle",7,"","Rue de Moscou",48.880179,2.325812,1393,13,28,56,524,66,4,1,2,154,16,284,1393,33,446,702
5835,8,9,1,"École maternelle",12,"","Rue de la Bienfaisance",48.876748,2.319999,1497,14,32,70,688,59,5,2,3,142,14,203,1496,41,342,902
5836,8,10,1,"École élémentaire",18,"","Rue de Surene",48.871032,2.320487,1082,11,20,66,480,39,4,2,1,82,1,156,1082,21,252,615
5837,8,11,1,"Gymnase",18,"","Rue Roquépine",48.873308,2.318572,1117,6,18,39,487,43,4,2,4,83,8,202,1117,26,305,603
5838,8,12,1,"Gymnase",18,"","Rue Roquépine",48.873308,2.318572,1253,13,17,87,519,36,3,1,2,90,8,176,1253,34,278,689
5839,8,13,1,"École élémentaire",10,"","Rue Paul-Baudry",48.872426,2.307436,1413,15,23,82,651,42,8,0,3,94,10,189,1413,35,310,806
5840,8,14,1,"École élémentaire",10,"","Rue Paul-Baudry",48.872426,2.307436,1470,12,24,62,702,66,6,1,2,93,9,176,1470,28,300,894
5841,8,15,1,"Centre d'Animation Beaujon",208,"","Rue du Faubourg-Saint-Honoré",48.875313,2.304476,1444,10,21,65,783,33,3,0,5,82,8,192,1444,27,272,941
5842,8,16,1,"École maternelle",12,"","Rue de Monceau",48.875609,2.306821,1410,20,16,79,717,32,2,2,7,107,13,137,1409,43,234,928
5843,8,17,1,"École élémentaire",7,"","Rue Robert-Estienne",48.868764,2.304992,1021,8,21,56,478,27,2,1,1,56,5,104,1020,19,182,599
5844,8,18,1,"École élémentaire",8,"","Rue Robert-Estienne",48.868748,2.304976,983,3,12,33,484,33,3,1,2,62,7,111,983,15,207,601
5845,9,1,1,"Mairie d'arrondissement",6,"","Rue Drouot",48.872522,2.340827,1593,14,58,67,405,107,7,3,2,126,12,433,1613,31,667,602
5846,9,2,1,"Mairie d'arrondissement",6,"","Rue Drouot",48.872522,2.340827,1591,23,52,48,361,124,10,1,3,132,11,518,1590,38,791,500
5847,9,3,1,"École maternelle",11,"","Rue de la Grange-Batelière",48.873083,2.341964,1614,11,63,42,408,128,4,2,0,141,3,496,1614,36,763,551
5848,9,4,1,"École élémentaire",32,"","Rue Buffault",48.876288,2.34234,1673,12,60,63,498,110,13,4,2,152,10,438,1672,42,677,684
6054,9,5,1,"École élémentaire",16,"","Rue de la Victoire",48.875083,2.339188,1080,4,37,49,338,66,4,1,1,96,8,252,1080,28,397,491
6055,9,6,1,"Lycée Condorcet",65,"","Rue de Caumartin",48.874602,2.3284,1160,9,28,58,448,59,1,0,2,120,8,203,1160,24,339,599
6560,9,7,1,"École élémentaire",10,"","Rue de Clichy",48.877665,2.330394,1297,12,41,62,438,81,3,2,2,105,9,316,1297,24,487,593
6056,9,8,1,"École élémentaire",9,"","Rue Blanche",48.878044,2.331807,1307,12,38,52,427,80,2,1,0,125,15,314,1307,36,493,590
6057,9,9,1,"École maternelle",9,"bis","Rue Blanche",48.878044,2.331807,1415,19,47,52,520,71,4,1,5,139,5,310,1415,41,482,683
6058,9,10,1,"École maternelle",12,"","Rue Clauzel",48.879124,2.338689,1578,13,52,59,465,107,4,2,4,132,14,424,1578,39,649,647
6059,9,11,1,"École maternelle",12,"","Rue Clauzel",48.879124,2.338689,1494,19,60,58,349,136,5,2,1,111,14,457,1494,39,726,477
6060,9,12,1,"Lycée Edgar Quinet",63,"","Rue des Martyrs",48.881325,2.339894,1504,14,60,50,343,95,7,3,2,121,15,479,1503,37,703,495
6061,9,13,1,"École maternelle",12,"","Rue Chaptal",48.880708,2.333845,1582,26,65,71,381,130,13,3,1,109,8,462,1582,41,735,532
6062,9,14,1,"École élémentaire",12,"","Rue Chaptal",48.880708,2.333845,1589,13,59,62,468,103,5,4,2,133,11,432,1588,37,688,630
6063,9,15,1,"École élémentaire",32,"","Rue de Bruxelles",48.882942,2.328829,1616,16,65,49,457,119,4,0,1,160,13,451,1616,39,713,648
6064,9,16,1,"Gymnase Paul Gauguin",35,"","Rue Milton",48.879293,2.342639,1372,10,56,56,349,110,8,3,4,118,12,394,1372,29,617,501
6065,9,17,1,"École élémentaire",10,"","Rue Hippolyte-Lebas",48.877181,2.340222,1295,17,44,55,341,80,4,3,2,117,6,363,1295,30,571,474
6066,9,18,1,"École maternelle",22,"","Rue de Rochechouart",48.87785,2.34482,1381,8,53,48,347,116,2,2,1,136,15,364,1381,33,585,500
6067,9,19,1,"Lycée Lamartine",121,"","Rue du Faubourg-Poissonniere",48.878297,2.349158,1374,8,47,39,361,106,6,6,1,128,8,342,1337,34,564,522
6072,9,20,1,"Gymnase Paul Gauguin",35,"","Rue Milton",48.879293,2.342639,1349,11,52,61,270,132,8,6,7,118,12,405,1349,39,652,417
6561,9,21,1,"École élémentaire",45,"","Rue de la Tour-d'Auvergne",48.879788,2.340804,1317,21,59,57,312,88,6,6,2,105,9,401,1317,34,611,439
6070,9,22,18,"Lycée Jacques Decour",12,"","Avenue Trudaine",48.881378,2.343612,1363,16,52,61,336,100,5,6,1,120,10,407,1361,36,639,489
6071,9,23,18,"École élémentaire",15,"","Rue Turgot",48.880378,2.345266,1394,14,64,48,327,108,6,1,2,128,12,408,1348,36,652,453
6069,9,24,18,"École maternelle",68,"","Rue de Rochechouart",48.881442,2.346483,1505,13,73,53,226,178,10,3,2,132,9,531,1505,36,867,354
6068,9,25,18,"École maternelle",68,"","Rue de Rochechouart",48.881442,2.346483,1465,9,62,76,319,133,7,0,2,97,13,447,1465,34,714,473
6073,10,1,5,"Mairie d'arrondissement",72,"","Rue du Faubourg-Saint-Martin",48.871967,2.357318,1296,18,65,50,213,168,6,1,2,71,5,407,1312,25,708,315
6074,10,2,5,"Mairie d'arrondissement",72,"","Rue du Faubourg-Saint-Martin",48.871967,2.357318,1600,6,84,63,272,192,8,1,3,115,12,545,1600,42,882,394
6075,10,3,5,"École maternelle",2,"","Rue Pierre-Bullet",48.871504,2.357912,1295,12,58,44,230,145,11,2,4,111,8,449,1295,29,736,344
6076,10,4,5,"École élémentaire",17,"","Rue de Marseille",48.871681,2.363879,1586,17,77,51,226,163,4,3,3,96,11,602,1586,38,923,341
6077,10,5,5,"École élémentaire",17,"","Rue de Marseille",48.871681,2.363879,1483,10,68,38,280,168,6,6,2,93,11,528,1483,30,866,384
6078,10,6,5,"Collège Louise Michel",11,"","Rue Jean-Poulmarch",48.872385,2.363544,1524,11,76,46,295,166,10,7,0,113,4,506,1524,25,815,417
6079,10,7,5,"Collège Louise Michel",11,"","Rue Jean-Poulmarch",48.872385,2.363544,1575,21,75,51,229,188,11,9,3,90,10,592,1575,34,960,342
6080,10,8,5,"École élémentaire",23,"","Rue des Recollets",48.874857,2.360322,1486,11,87,80,230,192,7,2,4,116,8,477,1487,45,834,365
6509,10,9,5,"Centre Jean Verdier",11,"","Rue de Lancry",48.86926,2.36028,1456,16,55,85,292,146,9,3,1,128,13,414,1456,38,698,472
6379,10,10,5,"École élémentaire",155,"","Avenue Parmentier",48.871502,2.369874,1318,9,65,47,185,171,8,6,0,86,7,511,1317,28,812,270
6378,10,11,5,"Gymnase Buisson Saint-Louis",2,"","Rue du Buisson-Saint-Louis",48.871834,2.372212,1315,13,69,52,124,171,7,4,3,68,6,533,1315,31,852,196
6494,10,12,5,"École élémentaire",200,"","Rue Saint-Maur",48.872162,2.371596,1428,14,72,55,129,190,10,3,2,54,6,544,1428,23,911,196
6491,10,13,5,"École élémentaire",200,"","Rue Saint-Maur",48.872162,2.371596,1389,16,76,47,153,189,10,5,1,93,12,514,1387,30,880,243
6503,10,14,5,"École élémentaire",16,"","Rue Vicq d'Azir",48.876119,2.370556,1305,12,52,73,199,172,8,3,5,66,11,454,1305,31,742,308
6504,10,15,5,"École maternelle",18,"","Rue Vicq d'Azir",48.876117,2.370748,1415,15,67,88,241,182,13,4,1,78,16,451,1414,46,772,364
6377,10,16,5,"École maternelle",5,"","Rue Boy-Zelenski",48.876848,2.367935,1224,16,28,78,299,142,5,0,1,65,4,331,1224,35,555,422
6385,10,17,5,"Centre Animation Grange Aux Belles",6,"","Rue Boy-Zelenski",48.876832,2.367951,1318,8,42,52,222,166,4,4,4,68,19,453,1317,31,722,338
6387,10,18,5,"École élémentaire",10,"","Rue Eugene-Varlin",48.878371,2.364583,1535,14,55,93,291,195,8,3,3,91,6,473,1535,30,785,425
6384,10,19,5,"École élémentaire",10,"","Rue Eugene-Varlin",48.878371,2.364583,1571,7,81,78,231,198,16,1,5,105,8,538,1571,48,913,356
6383,10,20,5,"Collège Valmy",195,"","Quai de Valmy",48.881515,2.368342,1543,9,70,75,280,172,9,3,0,94,8,477,1543,32,804,400
6497,10,21,5,"École élémentaire",216,"","Rue la-Fayette",48.881816,2.36663,1559,15,65,65,245,183,9,8,2,107,18,555,1561,35,891,379
6493,10,22,5,"École élémentaire",49,"","Rue Louis-Blanc",48.882377,2.362737,1500,19,77,60,247,188,10,3,3,118,8,495,1501,52,839,353
6508,10,23,5,"École élémentaire",49,"","Rue Louis-Blanc",48.882377,2.362737,1427,14,50,74,172,184,11,4,0,89,9,534,1427,34,867,293
6490,10,24,5,"Gymnase Château Landon",46,"","Rue du Château-Landon",48.88327,2.363998,1559,13,84,73,219,231,8,4,1,96,7,529,1559,35,904,350
6382,10,25,5,"École élémentaire",14,"","Rue Bossuet",48.879095,2.352355,1627,8,85,65,308,208,11,0,3,106,14,495,1626,30,873,447
6507,10,26,5,"École maternelle",14,"","Rue Bossuet",48.879095,2.352355,1625,13,74,57,341,164,8,2,2,144,9,508,1625,47,820,497
6386,10,27,5,"Collège Bernard Palissy",21,"","Rue des Petits-Hôtels",48.877508,2.352847,1511,15,57,55,358,128,14,2,2,120,8,440,1511,35,697,512
6381,10,28,5,"Collège Bernard Palissy",21,"","Rue des Petits-Hôtels",48.877508,2.352847,1492,11,73,63,200,197,7,4,5,116,16,520,1492,34,878,331
6506,10,29,5,"École maternelle",20,"","Rue de Paradis",48.87489,2.353091,1358,12,67,66,212,155,6,7,1,81,4,450,1358,36,762,304
6376,10,30,5,"École élémentaire",41,"","Rue de Chabrol",48.876884,2.352899,1505,16,56,96,325,129,8,9,1,101,11,445,1505,37,706,482
6488,10,31,5,"École maternelle",9,"","Rue Martel",48.873996,2.352968,1527,11,99,41,241,145,12,2,6,135,11,558,1527,33,898,361
6489,10,32,5,"École élémentaire",9,"","Rue Martel",48.873996,2.352968,1648,5,87,64,255,192,9,2,4,119,9,574,1648,40,938,410
6499,10,33,5,"École élémentaire",6,"","Rue de Metz",48.870834,2.353966,1379,12,59,33,247,147,8,5,1,135,3,495,1377,39,786,352
6500,10,34,5,"École élémentaire",6,"","Rue de Metz",48.870834,2.353966,1433,18,69,40,243,174,13,4,2,85,7,495,1433,31,827,328
6081,11,1,7,"Mairie d'arrondissement",12,"","Place Léon-Blum",48.858413,2.379622,1645,14,65,62,274,206,8,2,0,128,10,564,1657,47,928,395
6086,11,2,7,"École élémentaire",11,"bis","Avenue Parmentier",48.859853,2.378942,1520,18,70,53,311,154,5,3,1,106,16,494,1520,45,792,439
6098,11,3,7,"École maternelle",144,"","Rue de la Roquette",48.858161,2.382314,1402,16,56,78,221,180,3,2,4,83,17,468,1402,50,773,349
6094,11,4,7,"École élémentaire",35,"","Rue Godefroy-Cavaignac",48.85646,2.380333,1645,11,57,53,346,172,7,7,2,124,8,582,1645,29,901,487
6095,11,5,7,"École élémentaire",35,"","Rue Godefroy-Cavaignac",48.85646,2.380333,1489,11,67,61,267,157,10,4,2,108,9,526,1489,31,832,380
6103,11,6,7,"École élémentaire",33,"","Rue Saint-Bernard",48.852935,2.380834,1515,11,53,51,262,179,11,5,0,104,13,553,1515,32,860,395
6101,11,7,7,"Collège Anne Franck",38,"","Rue Trousseau",48.852174,2.378969,1406,13,61,49,253,142,7,1,4,101,11,495,1406,41,756,374
6102,11,8,7,"Collège Anne Franck",38,"","Rue Trousseau",48.852174,2.378969,1416,15,68,46,217,174,14,5,4,107,6,490,1417,40,821,317
6090,11,9,7,"École élémentaire",10,"","Rue Keller",48.854003,2.376453,1503,8,71,56,258,156,9,3,1,131,5,552,1503,33,859,387
6091,11,10,7,"École élémentaire",10,"","Rue Keller",48.854003,2.376453,1449,15,62,70,251,134,9,3,7,108,11,505,1447,45,789,375
6092,11,11,7,"École élémentaire",10,"","Rue Keller",48.854003,2.376453,1581,11,83,55,234,205,14,5,6,103,1,549,1581,40,897,362
6083,11,12,7,"École maternelle",9,"","Rue Popincourt",48.857269,2.377474,1479,12,64,40,259,176,8,4,1,131,13,523,1478,34,847,361
6084,11,13,7,"École maternelle",9,"","Rue Popincourt",48.857269,2.377474,1558,16,81,57,243,182,11,1,2,135,17,522,1559,31,897,369
6082,11,14,7,"École élémentaire",13,"","Rue Froment",48.857474,2.372535,1575,15,76,44,276,186,11,2,2,125,9,585,1575,49,911,399
6085,11,15,7,"École maternelle",13,"","Boulevard Richard-Lenoir",48.855898,2.370098,1527,12,59,45,315,151,9,2,5,135,13,485,1527,45,755,467
6129,11,16,7,"École élémentaire",17,"","Rue Alphonse-Baudin",48.861172,2.370157,1441,10,50,49,430,99,5,0,1,97,8,443,1441,27,648,561
6130,11,17,7,"École élémentaire",17,"","Rue Alphonse-Baudin",48.861172,2.370157,1424,13,53,56,299,128,2,4,2,103,8,531,1424,29,769,427
6127,11,18,7,"École élémentaire Saint-Sebastien",17,"","Rue Alphonse-Baudin",48.861172,2.370157,1354,11,53,49,253,157,11,2,2,101,9,463,1355,35,747,354
6128,11,19,7,"École élémentaire Saint-Sebastien",17,"","Rue Alphonse-Baudin",48.861172,2.370157,1358,11,73,62,278,144,7,2,6,116,5,429,1360,33,691,407
6116,11,20,7,"Collège Beaumarchais",124,"","Rue Amelot",48.864231,2.366807,1405,8,64,37,273,132,1,1,1,110,12,470,1406,32,750,364
6117,11,21,7,"Collège Beaumarchais",124,"","Rue Amelot",48.864231,2.366807,1536,10,76,57,295,149,7,1,3,141,11,514,1536,44,806,432
6119,11,22,7,"École élémentaire",109,"","Avenue Parmentier",48.867446,2.37288,1458,12,69,61,247,164,1,4,4,132,13,465,1459,35,795,378
6118,11,23,7,"École élémentaire",109,"","Avenue Parmentier",48.867446,2.37288,1634,14,86,52,262,200,6,4,5,118,10,597,1634,40,955,383
6133,11,24,7,"École élémentaire",1,"","Rue Pihet",48.863472,2.373938,1637,19,70,51,298,188,11,3,3,118,15,552,1638,36,908,427
6132,11,25,7,"École élémentaire",1,"","Rue Pihet",48.863472,2.373938,1599,7,84,75,268,181,6,2,1,125,7,572,1598,55,909,377
6131,11,26,7,"École maternelle",2,"","Passage Beslay",48.863,2.373326,1575,12,67,65,319,134,5,0,1,126,12,562,1576,34,836,452
6121,11,27,6,"École maternelle",111,"","Avenue Parmentier",48.867751,2.372655,1550,12,97,54,243,202,8,2,2,83,12,597,1550,33,977,323
6124,11,28,6,"Groupe Scolaire",39,"","Rue des Trois-Bornes",48.867278,2.374517,1577,13,92,53,234,211,14,3,3,106,5,570,1579,35,954,352
6122,11,29,6,"Groupe Scolaire",39,"","Rue des Trois-Bornes",48.867278,2.374517,1575,21,89,61,170,203,10,4,7,89,11,610,1575,39,970,267
6123,11,30,6,"Groupe Scolaire",39,"","Rue des Trois-Bornes",48.867278,2.374517,1580,17,89,50,199,229,13,6,6,77,8,531,1581,24,945,288
6126,11,31,6,"École élémentaire",77,"","Boulevard de Belleville",48.871534,2.377246,1753,23,70,82,192,264,19,2,3,54,12,642,1752,40,1099,297
6125,11,32,6,"École élémentaire",77,"","Boulevard de Belleville",48.871534,2.377246,1657,15,78,49,172,245,13,3,4,64,8,631,1656,33,1030,251
6139,11,33,6,"Lycée Voltaire",101,"","Avenue de la République",48.863438,2.384153,1613,16,72,47,229,199,11,6,9,121,13,603,1614,44,957,370
6138,11,34,6,"Lycée Voltaire",101,"","Avenue de la République",48.863438,2.384153,1592,18,74,89,215,236,6,4,2,98,13,524,1593,46,933,335
6135,11,35,6,"École élémentaire",98,"","Avenue de la République",48.863827,2.381984,1542,11,65,47,333,153,9,2,3,127,10,497,1542,34,805,455
6134,11,36,6,"École élémentaire",98,"","Avenue de la République",48.863827,2.381984,1648,8,76,65,221,179,8,3,5,136,9,602,1648,48,956,352
6136,11,37,6,"École élémentaire",100,"","Avenue de la République",48.863747,2.382377,1482,12,45,61,364,158,5,4,2,116,9,460,1483,43,732,502
6137,11,38,6,"École élémentaire",100,"","Avenue de la République",48.863747,2.382377,1572,15,66,68,260,185,14,2,5,100,11,576,1572,51,896,393
6089,11,39,6,"École élémentaire",29,"","Rue Servan",48.860796,2.38305,1396,19,54,65,223,189,8,2,2,87,7,499,1396,28,843,319
6088,11,40,6,"École élémentaire",22,"","Rue Saint-Maur",48.860285,2.381941,1477,24,53,81,257,193,11,1,3,110,11,460,1476,48,795,398
6096,11,41,6,"École maternelle",14,"","Rue Merlin",48.859813,2.385856,1643,23,64,101,240,222,17,3,4,89,20,525,1642,56,904,381
6100,11,42,6,"Collège Alain Fournier",87,"","Rue Léon-Frot",48.858189,2.383952,1494,24,56,90,240,192,15,9,5,72,14,496,1495,50,833,370
6099,11,43,6,"Collège Alain Fournier",87,"","Rue Léon-Frot",48.858189,2.383952,1603,18,78,80,250,213,15,7,3,99,8,544,1601,51,921,362
6111,11,44,6,"Gymnase Philippe Auguste",68,"","Avenue Philippe-Auguste",48.854066,2.3924,1702,16,82,49,319,158,12,4,3,147,13,570,1703,50,892,476
6110,11,45,6,"Gymnase Philippe Auguste",68,"","Avenue Philippe-Auguste",48.854066,2.3924,1588,14,43,68,438,135,6,5,3,131,12,440,1588,30,715,593
6113,11,46,6,"École élémentaire Alexandre Dumas",30,"","Passage du Bureau",48.85406,2.393703,1669,21,57,99,268,211,12,3,1,112,16,541,1669,46,910,432
6112,11,47,6,"École élémentaire Alexandre Dumas",30,"","Passage du Bureau",48.85406,2.393703,1630,17,50,94,325,169,7,5,4,128,11,518,1630,46,858,467
6115,11,48,6,"École élémentaire",4,"","Avenue de Bouvines",48.849952,2.39626,1635,17,59,66,460,140,6,0,2,134,17,430,1635,30,734,626
6114,11,49,6,"École élémentaire",4,"","Avenue de Bouvines",48.849952,2.39626,1660,10,55,79,369,185,6,5,3,136,15,522,1661,34,848,540
6107,11,50,6,"École élémentaire",16,"","Rue Titon",48.851455,2.386436,1687,20,96,52,328,190,11,3,2,124,9,537,1687,45,904,461
6106,11,51,6,"École élémentaire",16,"","Rue Titon",48.851455,2.386436,1670,12,61,46,368,173,8,5,4,138,16,535,1671,40,838,526
6105,11,52,6,"École élémentaire",16,"","Rue Titon",48.851455,2.386436,1609,14,74,62,244,187,10,2,1,129,9,545,1610,34,897,409
6104,11,53,6,"École élémentaire",16,"","Rue Titon",48.851455,2.386436,1486,10,83,67,323,143,5,2,0,113,16,474,1487,36,760,471
6109,11,54,6,"École élémentaire",8,"","Cite Voltaire",48.852666,2.390249,1614,14,57,67,386,138,8,1,4,109,15,508,1614,38,776,505
6108,11,55,6,"École élémentaire",8,"","Cite Voltaire",48.852666,2.390249,1545,14,73,52,274,171,9,1,1,129,10,546,1546,30,858,407
