"code","arr","bda","cir","nom","numRue","numSup","rue","lat","lon","insT1","blaT1","jolT1","lepT1","sarT1","melT1","pouT1","artT1","cheT1","bayT1","dupT1","holT1","insT2","blaT2","holT2","sarT2"
6300,14,51,10,"École élémentaire",4,"","Rue Maurice-Rouvier",48.830642,2.310381,1597,23,41,120,241,171,12,3,2,103,21,485,1598,68,778,429
6302,14,52,10,"École élémentaire",5,"","Square Alain-Fournier",48.82818,2.307301,1461,8,28,117,242,149,19,3,4,107,20,425,1463,60,697,423
6306,14,53,10,"École élémentaire",5,"","Square Alain-Fournier",48.82818,2.307301,1527,15,44,101,344,122,12,8,4,138,11,430,1529,54,683,527
6303,14,54,10,"École maternelle",7,"","Avenue Maurice-d''Ocagne",48.824402,2.314717,1540,16,40,98,290,160,7,1,3,123,15,483,1542,51,764,452
6305,14,55,10,"École maternelle",7,"","Avenue Maurice-d''Ocagne",48.824402,2.314717,1442,26,20,156,259,135,13,5,4,97,25,373,1443,60,618,428
6304,14,56,10,"Lycée François Villon",16,"","Avenue Marc-Sangnier",48.82584,2.307635,1572,29,30,181,195,161,10,7,3,60,16,414,1572,52,748,361
6322,15,1,12,"Mairie d'Arrondissement",31,"","Rue Peclet",48.841234,2.299831,1403,23,23,57,509,62,6,3,2,166,10,301,1415,48,468,688
6323,15,2,12,"Mairie d'Arrondissement",31,"","Rue Peclet",48.841234,2.299831,1200,4,42,49,361,82,4,2,3,96,14,249,1202,27,409,510
7261,15,3,12,"Lycée Camille Sée",11,"","Rue Léon-Lhermitte",48.842895,2.296731,1277,10,33,85,313,93,8,2,4,112,8,346,1278,44,563,466
5856,15,4,12,"Lycée Camille Sée",11,"","Rue Léon-Lhermitte",48.842895,2.296731,1552,11,35,76,488,88,14,5,4,155,16,348,1554,33,564,680
5857,15,5,12,"Lycée Camille Sée",11,"","Rue Léon-Lhermitte",48.842895,2.296731,1585,18,41,75,541,78,6,0,2,129,9,379,1586,34,564,718
5858,15,6,12,"École élémentaire",36,"","Rue Violet",48.847558,2.293022,1578,10,37,58,546,89,8,0,2,146,16,357,1581,52,557,708
5855,15,7,12,"Collège Claude Debussy",4,"","Place du Commerce",48.845412,2.291602,1472,14,38,68,493,71,7,0,5,123,10,337,1472,41,524,646
5854,15,8,12,"Collège Claude Debussy",4,"","Place du Commerce",48.845412,2.291602,1410,15,35,59,473,71,4,3,4,136,12,351,1410,43,537,635
5853,15,9,12,"Collège Claude Debussy",4,"","Place du Commerce",48.845412,2.291602,1422,10,34,48,490,84,4,2,5,126,19,317,1422,32,469,685
5851,15,10,12,"Lycée d'enseignement professionnel",62,"","Rue Saint-Charles",48.848258,2.286892,1570,10,27,100,523,76,9,0,2,151,13,350,1570,36,542,716
5852,15,11,12,"Lycée d'enseignement professionnel",62,"","Rue Saint-Charles",48.848258,2.286892,1541,18,29,76,565,74,2,3,3,153,11,313,1541,42,495,765
5859,15,12,12,"École élémentaire",12,"","Rue Fondary",48.848479,2.292163,1597,18,48,74,538,84,9,1,2,179,16,320,1599,47,551,768
5860,15,13,12,"École élémentaire",12,"","Rue Fondary",48.848479,2.292163,1553,11,39,53,537,79,6,3,2,149,12,367,1555,34,573,716
5861,15,14,12,"École élémentaire",25,"","Rue Rouelle",48.850368,2.287307,1584,25,29,89,617,68,5,1,5,129,9,302,1585,37,506,810
5862,15,15,12,"École élémentaire",25,"","Rue Rouelle",48.850368,2.287307,1537,13,33,76,616,64,6,0,2,145,16,291,1537,43,426,824
5863,15,16,12,"École maternelle",18,"","Rue de la Federation",48.854642,2.290982,1464,11,31,59,644,33,5,2,4,157,17,222,1465,33,349,878
7460,15,17,12,"École maternelle",3,"","Place du Cardinal-Amette",48.851026,2.296877,1444,8,28,108,517,75,8,2,8,136,18,261,1445,35,432,755
5864,15,18,12,"École maternelle",3,"","Place du Cardinal-Amette",48.851026,2.296877,1345,16,18,76,531,69,4,1,1,141,13,229,1346,42,394,745
5865,15,19,12,"École maternelle",3,"","Place du Cardinal-Amette",48.851026,2.296877,1204,13,31,63,486,47,3,0,3,128,11,181,1204,36,329,652
5866,15,20,12,"École élémentaire",5,"","Place du Cardinal-Amette",48.850853,2.297058,1303,12,29,61,606,38,4,0,3,116,12,184,1304,33,300,771
5867,15,21,12,"École élémentaire",5,"","Place du Cardinal-Amette",48.850853,2.297058,1328,7,31,43,592,33,2,1,0,137,12,196,1328,36,312,776
5868,15,22,12,"École élémentaire",5,"","Place du Cardinal-Amette",48.850853,2.297058,1325,8,31,63,539,50,3,2,3,129,13,218,1327,30,348,721
5869,15,23,12,"École élémentaire",33,"bis","Rue Miollis",48.845472,2.302557,1575,21,36,49,671,52,5,3,4,165,8,279,1579,39,439,857
5870,15,24,12,"École élémentaire",33,"bis","Rue Miollis",48.845472,2.302557,1463,4,48,46,642,54,8,3,2,137,11,242,1466,22,411,851
5871,15,25,12,"École élémentaire",33,"bis","Rue Miollis",48.845472,2.302557,1452,10,34,76,492,72,6,2,3,147,11,328,1454,35,514,663
5872,15,26,12,"École maternelle",33,"","Rue de l'Amiral-Roussin",48.844869,2.299335,1547,14,40,88,495,72,6,3,1,138,9,386,1548,28,579,684
5873,15,27,12,"École élémentaire",35,"","Rue de l'Amiral-Roussin",48.844578,2.299409,1410,11,47,77,346,105,10,4,5,126,13,365,1411,45,581,531
5874,15,28,12,"École élémentaire",35,"","Rue de l'Amiral-Roussin",48.844578,2.299409,1489,17,28,68,506,110,4,5,5,140,7,362,1491,35,552,692
5875,15,29,12,"Collège Georges Duhamel",13,"","Rue des Volontaires",48.842572,2.307179,1439,17,34,60,512,69,5,1,3,137,14,346,1441,54,491,679
5876,15,30,12,"Collège Georges Duhamel",13,"","Rue des Volontaires",48.842572,2.307179,1483,13,49,56,535,88,7,2,0,159,18,301,1484,35,512,733
5877,15,31,12,"Lycée Buffon",166,"","Rue de Vaugirard",48.842793,2.312065,1482,15,48,72,609,53,10,2,4,136,11,278,1485,28,429,813
5878,15,32,12,"Lycée Buffon",166,"","Rue de Vaugirard",48.842793,2.312065,1413,12,37,69,538,44,2,1,2,147,15,321,1415,41,478,705
5879,15,33,12,"Lycée Buffon",166,"","Rue de Vaugirard",48.842793,2.312065,1515,10,47,58,554,61,4,1,3,161,14,326,1517,43,501,743
5880,15,34,12,"École maternelle",149,"","Rue de Vaugirard",48.84398,2.31593,1497,12,57,60,480,100,13,3,2,147,13,341,1502,33,584,662
5881,15,35,12,"École élémentaire",20,"","Rue Falguière",48.843235,2.316721,1436,15,42,72,397,89,3,2,4,125,6,396,1438,31,611,538
5882,15,36,12,"École élémentaire",20,"","Rue Falguière",48.843235,2.316721,1555,18,47,51,449,108,4,5,2,134,14,413,1555,46,694,609
5883,15,37,12,"École élémentaire",11,"","Rue Vigee-Lebrun",48.839024,2.310407,1564,8,56,75,453,80,9,4,2,169,11,419,1566,56,649,639
5887,15,38,12,"École maternelle",15,"","Rue Aristide-Maillol",48.837708,2.312059,1419,24,32,79,307,110,8,2,7,130,12,423,1421,59,648,486
5886,15,39,12,"École maternelle",15,"","Rue Aristide-Maillol",48.837708,2.312059,1496,19,32,112,304,142,7,4,1,105,20,410,1496,42,693,459
5884,15,40,12,"École élémentaire",17,"","Rue Vigée-Lebrun",48.83866,2.311186,1490,13,33,91,371,136,10,3,3,112,12,380,1495,35,635,531
5885,15,41,12,"École élémentaire",17,"","Rue Vigée-Lebrun",48.83866,2.311186,1362,12,31,65,414,65,6,2,1,130,18,356,1363,44,522,558
7260,15,42,12,"École élémentaire",11,"","Rue Vigée-Lebrun",48.839024,2.310407,1358,14,30,75,421,68,6,3,0,118,13,331,1359,31,514,590
6333,15,43,12,"École maternelle",102,"","Rue d'Alleray",48.836309,2.309942,1349,11,26,62,460,65,3,1,1,137,5,320,1350,34,493,630
6334,15,44,12,"École maternelle",66,"","Rue de la Procession",48.836726,2.309414,1462,13,39,81,385,129,7,3,2,135,15,387,1462,47,631,530
6335,15,45,13,"École élémentaire",15,"","Rue de Cherbourg",48.830885,2.303771,1538,14,53,98,355,100,9,1,4,161,19,410,1538,50,648,570
6336,15,46,13,"École élémentaire",15,"","Rue de Cherbourg",48.830885,2.303771,1478,18,39,69,501,86,7,1,4,120,15,335,1481,40,522,673
6337,15,47,13,"École élémentaire",15,"","Rue de Cherbourg",48.830885,2.303771,1635,20,45,100,358,156,9,5,1,137,10,474,1639,43,754,518
6340,15,48,13,"École élémentaire",5,"","Avenue de la Porte-Brancion",48.827397,2.301053,1406,19,28,148,300,126,14,4,3,76,13,365,1407,46,606,460
6341,15,49,13,"École maternelle",5,"","Avenue de la Porte-Brancion",48.827397,2.301053,1458,26,35,120,305,131,14,4,2,76,12,378,1459,46,627,451
6338,15,50,13,"École maternelle",40,"","Rue des Morillons",48.832422,2.301697,1472,12,39,98,342,131,9,1,1,113,13,395,1472,36,646,517
6339,15,51,13,"École maternelle",40,"","Rue des Morillons",48.832422,2.301697,1542,23,49,82,477,80,8,1,2,145,18,391,1544,41,596,658
6342,15,52,13,"Maison des Associations du 15ème Arrondissement",22,"","Rue de la Saida",48.831951,2.29566,1452,17,38,133,303,121,10,6,4,114,18,393,1452,63,632,511
6343,15,53,13,"École maternelle",99,"","Rue Olivier de Serres",48.831876,2.293172,1480,9,43,84,408,95,9,2,4,143,6,382,1480,38,600,564
6344,15,54,13,"École élémentaire",27,"","Rue Olivier de Serres",48.83559,2.296739,1455,11,46,76,370,102,6,3,3,126,14,380,1456,33,620,543
6345,15,55,13,"École élémentaire",27,"","Rue Olivier de Serres",48.83559,2.296739,1416,8,40,59,405,86,7,1,2,125,21,369,1417,43,567,582
6346,15,56,13,"Ex-École Dombasle",28,"","Rue Dombasle",48.835935,2.298071,1562,23,45,93,446,89,7,2,1,136,17,415,1561,59,615,645
6347,15,57,13,"Ex-École Dombasle",28,"","Rue Dombasle",48.835935,2.298071,1463,11,42,50,536,81,8,4,0,135,9,325,1465,43,492,697
6328,15,58,13,"École élémentaire",1,"","Rue Corbon",48.836591,2.30319,1508,9,30,85,408,93,5,2,3,149,16,421,1508,38,628,569
6332,15,59,13,"École élémentaire",1,"","Rue Corbon",48.836591,2.30319,1506,12,32,84,495,77,2,1,6,154,17,358,1509,36,548,698
6329,15,60,13,"Lycée d'enseignement commercial",1,"","Rue Corbon",48.836591,2.30319,1512,23,35,71,520,77,9,1,4,160,14,327,1512,50,520,706
6330,15,61,13,"École élémentaire",1,"","Rue Corbon",48.836591,2.30319,1486,22,38,66,490,86,12,2,1,122,14,370,1487,39,572,659
6327,15,62,13,"École élémentaire",1,"","Rue Corbon",48.836591,2.30319,1462,9,39,61,523,88,5,0,1,161,12,280,1462,41,482,717
6324,15,63,13,"École maternelle",6,"","Rue Gerbert",48.839628,2.297884,1347,10,45,60,402,59,3,0,2,145,11,354,1349,44,505,596
6325,15,64,13,"Mairie d'arrondissement",31,"","Rue Peclet",48.841234,2.299831,1278,13,31,71,390,70,7,2,0,101,9,313,1282,35,478,561
6326,15,65,13,"Lycée Camille Sée",11,"","Rue Léon-Lhermitte",48.842895,2.296731,1287,11,33,54,412,65,3,2,2,137,12,306,1288,38,494,563
6348,15,66,13,"École élémentaire",10,"","Rue Saint-Lambert",48.838276,2.290775,1471,20,37,62,482,84,4,1,4,136,18,361,1474,45,535,658
6349,15,67,13,"Groupe d'enseignement Technique du Batiment",15,"","Rue Saint-Lambert",48.838017,2.291137,1555,10,46,83,465,98,2,1,2,150,14,394,1558,39,618,654
6350,15,68,13,"École maternelle",2,"","Rue Theodore-Deck",48.837748,2.291072,1388,6,28,66,509,60,7,1,0,132,13,315,1388,30,477,673
6351,15,69,13,"École élémentaire",10,"","Rue Saint-Lambert",48.838276,2.290775,1498,13,29,77,386,95,5,7,2,144,15,384,1499,40,585,578
6352,15,70,13,"UFR Staps - Université Paris Descartes",1,"","Rue Lacretelle",48.833987,2.290653,1508,7,50,54,458,105,9,1,6,150,13,373,1510,46,590,640
6353,15,71,13,"UFR Staps - Université Paris Descartes",1,"","Rue Lacretelle",48.833987,2.290653,1587,18,43,89,512,108,5,3,3,136,10,379,1587,51,602,682
6354,15,72,13,"Lycée Louis Armand",319,"","Rue Lecourbe",48.837496,2.285367,1495,21,34,76,442,103,4,4,6,134,8,384,1498,41,588,633
6355,15,73,13,"Lycée Louis Armand",319,"","Rue Lecourbe",48.837496,2.285367,1353,12,27,83,481,76,2,1,2,132,14,272,1357,33,437,678
6356,15,74,13,"École élémentaire",146,"","Avenue Félix-Faure",48.83712,2.279066,1545,20,34,63,532,85,5,3,4,143,13,328,1547,43,524,719
6357,15,75,13,"École élémentaire",146,"","Avenue Félix-Faure",48.83712,2.279066,1428,21,25,83,467,75,2,0,1,121,16,329,1431,41,492,631
6358,15,76,13,"École Polyvalente",3,"","Boulevard des Frères-Voisin",48.827802,2.267985,1155,9,23,113,173,129,6,4,6,56,8,361,1155,33,604,303
6359,15,77,13,"École maternelle",95,"","Rue Balard",48.83762,2.278516,1386,20,31,102,425,101,6,4,0,105,11,346,1386,41,567,585
6360,15,78,13,"Collège Andre Citroen",208,"","Rue Saint-Charles",48.838687,2.278573,1056,8,26,70,282,86,3,1,0,89,11,277,1056,30,444,416
6361,15,79,13,"Collège Andre Citroen",208,"","Rue Saint-Charles",48.838687,2.278573,1162,6,28,73,367,72,4,2,2,94,5,270,1162,26,431,489
6362,15,80,13,"École maternelle",72,"","Rue Gutenberg",48.841228,2.278582,1338,10,24,74,415,101,10,1,1,96,14,347,1339,40,534,573
6363,15,81,13,"École élémentaire",50,"","Rue Gutenberg",48.842641,2.279841,1512,12,33,75,452,88,6,3,0,150,10,402,1512,38,594,633
6364,15,82,13,"École élémentaire",50,"","Rue Gutenberg",48.842641,2.279841,1554,20,33,89,493,114,11,4,3,121,16,359,1557,43,613,667
6365,15,83,13,"Collège Guillaume Apollinaire",39,"","Avenue Émile-Zola",48.846403,2.28225,1246,11,27,60,458,45,5,1,4,125,14,280,1244,42,424,624
6366,15,84,13,"École élémentaire",9,"","Rue Lacordaire",48.843712,2.284012,1392,14,33,72,415,84,7,3,3,140,16,315,1393,37,521,583
6367,15,85,13,"École Polyvalente",78,"","Rue de la Convention",48.842233,2.285336,1233,10,47,72,364,68,3,0,2,132,15,283,1234,29,461,533
6368,15,86,13,"École élémentaire",56,"","Avenue Félix-Faure",48.840593,2.286642,1228,10,40,80,388,54,4,2,3,98,14,290,1229,28,446,538
6369,15,87,13,"École élémentaire",56,"","Avenue Félix-Faure",48.840593,2.286642,1428,15,38,86,413,88,7,2,4,130,19,371,1431,33,577,598
6370,15,88,13,"École maternelle",10,"","Rue François-Coppée",48.840001,2.287633,1401,11,33,84,461,93,5,0,4,109,20,321,1402,34,501,651
6371,15,89,13,"École élémentaire",14,"","Rue François-Coppée",48.839828,2.287842,1246,10,24,55,473,68,5,0,3,145,14,266,1248,28,426,623
6372,15,90,13,"MACIF",17,"","Place Étienne-Pernet",48.842801,2.292517,1439,9,36,75,481,62,4,2,0,150,18,340,1441,52,490,695
6373,15,91,13,"MACIF",17,"","Place Étienne-Pernet",48.842801,2.292517,1442,14,24,67,489,81,2,1,3,156,16,341,1442,32,511,713
6374,15,92,13,"École Sainte-Élisabeth",110,"","Rue de Lourmel",48.842939,2.28613,1457,10,29,85,440,80,9,2,3,126,18,355,1458,43,539,611
6375,15,93,13,"École élémentaire",7,"","Rue Lacordaire",48.843828,2.284112,1359,12,38,74,387,86,11,1,3,120,13,316,1364,35,513,587
5849,15,94,13,"Collège Guillaume Apollinaire",39,"","Avenue Émile-Zola",48.846403,2.28225,1533,21,30,101,426,117,4,4,2,95,16,376,1534,54,612,573
5850,15,95,13,"Collège Guillaume Apollinaire",39,"","Avenue Émile-Zola",48.846403,2.28225,1433,21,34,80,383,116,7,7,4,101,15,401,1433,55,607,542
5888,16,1,14,"Mairie d'arrondissement",71,"","Avenue Henri-Martin",48.863993,2.276964,1424,6,13,50,841,29,1,1,2,102,5,118,1586,17,193,1079
5891,16,2,14,"Petit Lycée Janson de Sailly",20,"","Rue Decamps",48.864476,2.280679,1181,12,12,47,681,25,0,2,2,79,10,98,1181,27,161,826
5890,16,3,14,"Petit Lycée Janson de Sailly",20,"","Rue Decamps",48.864476,2.280679,1178,7,9,37,637,34,3,1,1,82,10,126,1178,21,199,787
5889,16,4,14,"Collège Saint Louis de Gonzague",12,"","Rue Benjamin-Franklin",48.859685,2.285352,1334,13,18,56,695,25,7,2,3,72,10,138,1334,19,213,888
5898,16,5,14,"École élémentaire",10,"","Rue Chernoviz",48.857597,2.281487,1526,5,22,58,823,32,3,2,5,112,12,164,1526,22,277,1003
5897,16,6,14,"École maternelle",25,"","Rue de Passy",48.858117,2.282021,1567,8,29,53,821,42,1,0,3,108,12,176,1566,30,292,993
5895,16,7,14,"Institut de La Tour",86,"","Rue de la Tour",48.861536,2.278702,1351,9,17,51,800,16,2,0,2,93,9,113,1349,19,166,986
5892,16,8,14,"Mairie d'arrondissement",71,"","Avenue Henri-Martin",48.863993,2.276964,1429,7,17,53,887,23,0,0,2,81,6,101,1429,14,178,1038
5893,16,9,14,"Mairie d'arrondissement",71,"","Avenue Henri-Martin",48.863993,2.276964,1521,7,9,62,920,28,0,0,3,51,10,116,1520,12,183,1089
5894,16,10,14,"Mairie d'arrondissement",71,"","Avenue Henri-Martin",48.863993,2.276964,1478,8,14,49,934,23,3,0,0,67,11,77,1479,36,124,1137
5920,16,11,14,"École élémentaire",15,"","Rue des Bauches",48.856023,2.273567,1222,10,19,44,670,32,2,0,1,81,6,125,1222,13,201,821
5919,16,12,14,"École maternelle",5,"","Rue Gustave-Zede",48.855937,2.272893,1233,8,16,70,639,24,2,0,1,86,2,132,1232,26,203,797
5896,16,13,14,"École maternelle",25,"","Rue de Passy",48.858117,2.282021,1567,15,26,64,806,35,5,2,3,98,18,202,1567,36,271,941
5899,16,14,14,"École élémentaire",10,"","Rue Chernoviz",48.857597,2.281487,1512,12,19,59,834,24,1,0,1,111,11,153,1512,32,222,1073
5918,16,15,14,"Collège Saint Jean de Passy",72,"","Rue Raynouard",48.85449,2.278579,1451,6,16,58,854,37,1,0,0,91,8,115,1451,22,213,1023
5924,16,16,14,"École élémentaire",15,"","Rue des Bauches",48.856023,2.273567,1248,7,10,46,676,23,0,0,2,81,7,160,1248,17,239,800
5921,16,17,14,"École maternelle",5,"","Rue Gustave-Zédé",48.855937,2.272893,1300,12,12,46,733,29,1,0,0,99,8,117,1300,18,188,920
5922,16,18,14,"Lycée Moliere",38,"","Rue de l'Assomption",48.853987,2.271363,1260,9,15,43,688,21,0,0,3,95,6,124,1260,20,203,854
5923,16,19,14,"Lycée Moliere",38,"","Rue de l'Assomption",48.853987,2.271363,1267,9,22,49,660,25,5,1,1,89,12,181,1267,30,264,793
5926,16,20,14,"École maternelle",9,"","Rue de Boulainvilliers",48.852054,2.277092,1536,7,18,79,742,54,3,0,3,113,13,206,1536,27,324,942
5927,16,21,14,"Lycée Moliere",38,"","Rue de l'Assomption",48.853987,2.271363,1346,10,19,62,757,18,3,4,2,97,10,127,1346,38,194,936
5928,16,22,14,"École maternelle",18,"","Rue Serge-Prokofiev",48.854157,2.268278,1556,10,21,66,807,38,3,3,6,95,18,192,1554,33,300,993
5929,16,23,14,"Foyer des Lycéennes",10,"","Rue du Docteur-Blanche",48.855058,2.265722,1312,7,14,49,804,28,2,0,1,77,12,98,1311,14,179,961
5930,16,24,14,"Lycée La Fontaine",32,"","Boulevard Murat",48.845235,2.25746,1104,9,16,53,598,20,1,0,4,64,9,109,1103,16,170,739
5936,16,25,14,"Lycée Jean-Baptiste Say",8,"","Rue Chardon-Lagache",48.8464,2.268009,1420,12,20,54,760,36,2,1,1,108,7,175,1421,26,287,927
5931,16,26,14,"Lycée La Fontaine",32,"","Boulevard Murat",48.845235,2.25746,1329,5,18,53,726,31,1,2,0,118,12,125,1329,22,216,914
5932,16,27,14,"Orphelins-Apprentis d'Auteuil",40,"","Rue Jean de-la-Fontaine",48.851062,2.272196,1595,13,18,53,887,27,1,0,4,108,16,153,1595,32,237,1100
5933,16,28,14,"Orphelins-Apprentis d'Auteuil",40,"","Rue Jean de-la-Fontaine",48.851062,2.272196,1597,10,22,47,847,33,8,2,1,130,11,185,1595,33,295,1045
5925,16,29,14,"Lycée Moliere",38,"","Rue de l'Assomption",48.853987,2.271363,1472,8,37,91,650,53,2,3,1,116,12,217,1472,25,367,852
5934,16,30,14,"Lycée Jean-Baptiste Say",8,"","Rue Chardon-Lagache",48.8464,2.268009,1363,9,14,67,581,60,3,2,1,97,13,221,1362,22,333,755
6498,16,31,14,"Lycée Jean-Baptiste Say",8,"","Rue Chardon-Lagache",48.8464,2.268009,1323,6,21,68,682,32,4,0,3,135,14,135,1322,31,230,899
5939,16,32,14,"Lycée Jean-Baptiste Say",8,"","Rue Chardon-Lagache",48.8464,2.268009,1445,4,30,67,626,41,5,1,3,106,11,266,1445,26,391,816
5935,16,33,14,"Lycée Jean-Baptiste Say",8,"","Rue Chardon-Lagache",48.8464,2.268009,1423,16,21,68,678,45,5,0,5,138,9,223,1425,23,355,885
5938,16,34,14,"École élémentaire",17,"","Rue Boileau",48.846087,2.264933,1510,11,23,70,801,26,7,0,4,123,16,160,1509,34,241,1007
5937,16,35,14,"Lycée La Fontaine",32,"","Boulevard Murat",48.845235,2.25746,1445,12,33,79,646,37,9,5,2,138,14,224,1445,40,338,856
5942,16,36,14,"Lycée Claude Bernard",62,"","Boulevard Murat",48.842327,2.256019,1464,13,35,66,672,50,3,2,1,101,16,208,1464,35,324,879
5941,16,37,14,"École élémentaire",51,"","Rue Michel-Ange",48.84428,2.261104,1587,6,17,87,736,47,4,0,4,144,16,226,1587,31,346,987
5940,16,38,14,"École élémentaire",63,"","Rue Boileau",48.842736,2.26294,1484,13,23,50,727,30,5,1,3,117,15,219,1482,32,313,917
5669,16,39,14,"École élémentaire",63,"","Rue Boileau",48.842736,2.26294,1449,7,18,83,627,53,5,1,3,103,3,224,1448,33,346,829
5670,16,40,14,"Lycée René-Cassin",185,"","Avenue de Versailles",48.84006,2.263753,1487,24,24,122,549,89,3,5,3,93,12,267,1486,48,431,754
5671,16,41,14,"Lycée René-Cassin",185,"","Avenue de Versailles",48.84006,2.263753,1490,19,39,110,565,53,6,2,4,106,19,234,1489,50,407,759
5944,16,42,14,"École maternelle",1,"","Rue du Sergent-Maginot",48.83992,2.25572,1427,8,22,85,683,36,2,1,3,93,11,189,1425,31,280,875
5943,16,43,14,"Lycée Claude Bernard",62,"","Boulevard Murat",48.842327,2.256019,1510,5,25,74,719,47,4,1,4,107,17,233,1510,27,346,926
5673,16,44,14,"École élémentaire",1,"","Rue du Sergent-Maginot",48.83992,2.25572,1553,19,37,104,521,77,5,3,1,112,13,316,1552,49,490,718
5672,16,45,14,"École maternelle",1,"","Rue du Sergent-Maginot",48.83992,2.25572,1537,12,31,77,595,69,3,1,2,128,12,285,1536,33,446,777
5674,16,46,14,"École maternelle",162,"","Boulevard Murat",48.838847,2.265887,1481,7,23,87,612,76,4,2,6,103,24,246,1478,37,391,787
5675,16,47,14,"École élémentaire",1,"","Rue du Sergent-Maginot",48.83992,2.25572,1464,17,36,97,474,91,7,2,3,102,20,302,1463,39,494,690
5900,16,48,14,"Petit Lycée Janson de Sailly",20,"","Rue Decamps",48.864476,2.280679,1479,9,21,58,769,26,1,0,0,91,11,147,1478,19,240,969
5901,16,49,14,"Petit Lycée Janson de Sailly",20,"","Rue Decamps",48.864476,2.280679,1620,10,15,63,862,43,7,0,3,111,11,170,1620,35,273,1099
5902,16,50,4,"École maternelle",130,"","Rue de Longchamp",48.867217,2.278184,1456,5,19,40,847,22,2,0,1,84,6,118,1456,32,162,1032
5903,16,51,4,"Gymnase Henry de Montherland",32,"","Boulevard Lannes",48.867422,2.272271,1394,9,14,58,786,31,0,0,2,70,1,98,1394,18,157,985
5904,16,52,4,"Gymnase Henry de Montherland",32,"","Boulevard Lannes",48.867422,2.272271,1407,10,17,66,798,16,1,0,2,67,11,106,1405,30,161,972
5907,16,53,4,"Université Paris Dauphine",2,"","Boulevard Lannes",48.869573,2.273987,1477,11,20,62,823,31,1,0,0,84,8,125,1476,23,199,1054
5908,16,54,4,"Université Paris Dauphine",2,"","Boulevard Lannes",48.869573,2.273987,1308,8,12,49,727,25,2,2,0,61,6,108,1306,14,185,890
6388,16,55,4,"École élémentaire",50,"","Rue des Belles-Feuilles",48.86869,2.28025,1471,9,13,52,920,19,4,1,0,75,5,92,1471,17,150,1107
5906,16,56,4,"École élémentaire",3,"","Impasse des Belles-Feuilles",48.868723,2.280477,1457,16,16,71,831,17,3,0,3,81,8,117,1456,25,174,1050
5905,16,57,4,"École élémentaire",3,"","Impasse des Belles-Feuilles",48.868723,2.280477,1451,13,13,62,745,36,2,1,0,105,9,139,1451,14,234,970
5909,16,58,4,"École élémentaire",18,"","Rue Paul-Valéry",48.87031,2.289937,1205,9,15,46,599,21,4,0,2,94,10,105,1205,14,183,773
5911,16,59,4,"École élémentaire",18,"","Rue Paul-Valéry",48.87031,2.289937,1318,12,15,43,702,17,0,0,1,85,8,137,1317,21,200,878
5910,16,60,4,"École élémentaire",21,"","Rue Amiral-Hamelin",48.867382,2.292016,1358,17,15,55,679,30,1,0,1,87,8,133,1358,19,222,856
5912,16,61,4,"École élémentaire",21,"","Rue Amiral-Hamelin",48.867382,2.292016,1332,10,7,55,714,29,6,0,3,94,6,114,1332,24,197,875
5913,16,62,4,"École élémentaire",54,"","Rue Boissière",48.867945,2.288046,1314,5,22,52,703,38,0,1,5,85,7,141,1314,17,233,876
5917,16,63,4,"École élémentaire",15,"bis","Rue Saint-Didier",48.866172,2.28772,1411,12,12,61,703,41,2,0,2,95,11,172,1411,21,289,874
5916,16,64,4,"Institut de l'Assomption",8,"","Rue de l'Amiral-d'Estaing",48.86727,2.293243,1246,12,15,38,668,37,1,0,4,86,7,133,1246,25,204,812
5914,16,65,4,"Institut de l'Assomption",8,"","Rue de l'Amiral-d'Estaing",48.86727,2.293243,1316,9,17,68,685,21,6,1,2,76,12,127,1313,19,199,864
5676,17,1,3,"Mairie d'arrondissement",18,"","Rue des Batignolles",48.884419,2.321756,1348,13,48,59,344,102,5,3,5,135,9,385,1350,31,597,481
5677,17,2,3,"Mairie d'arrondissement",18,"","Rue des Batignolles",48.884419,2.321756,1333,11,56,46,342,85,6,0,1,131,14,383,1333,39,583,477
5678,17,3,3,"École élémentaire",15,"","Rue Truffaut",48.885017,2.322534,1429,12,58,47,341,124,9,3,1,152,8,417,1433,36,679,481
5679,17,4,3,"École élémentaire",15,"","Rue Truffaut",48.885017,2.322534,1404,12,52,56,274,138,6,4,2,122,15,424,1402,40,693,405
5680,17,5,3,"École élémentaire",10,"","Rue Boursault",48.882797,2.320758,1410,10,45,56,454,85,6,2,1,129,9,357,1409,35,542,623
5681,17,6,3,"École maternelle",24,"","Rue Christine-de-Pisan",48.889535,2.308822,1345,24,15,77,253,155,11,9,1,70,9,413,1345,41,680,359
5682,17,7,3,"Collège Boris Vian",76,"","Boulevard Berthier",48.890681,2.304964,1286,17,21,65,317,94,4,0,4,76,11,434,1286,29,593,456
5683,17,8,3,"École élémentaire",8,"","Rue Lecomte",48.88876,2.320766,1464,10,55,51,464,100,3,1,2,152,8,318,1465,44,540,618
5684,17,9,3,"École maternelle",4,"","Rue Fourneyron",48.889683,2.319678,1531,10,59,62,450,83,8,2,6,152,11,416,1531,50,615,638
5685,17,10,3,"École élémentaire",8,"","Rue Lecomte",48.88876,2.320766,1740,19,73,64,396,140,12,4,1,179,17,490,1742,42,789,616
5686,17,11,3,"École maternelle",4,"","Rue Fourneyron",48.889683,2.319678,1652,14,46,83,449,136,8,2,7,148,14,433,1656,54,712,608
