id,osmid,name,lanes
938,8917332,Monterey Boulevard,
939,8917333,Bird Street,
940,8917334,Claude Lane,
941,8917335,Euclid Avenue,
942,8917337,Brannan Street,
943,8917338,Museum Way,
944,8917339,Talbert Street,
945,8917340,Bonita Street,
946,8917343,Priest Street,
947,8917344,Arguello Boulevard,
948,8917345,Arguello Boulevard,
949,8917346,Arguello Boulevard,
950,8917348,Otis Street,
951,8917349,Otis Street,
952,8917350,Auburn Street,
953,8917351,Wetmore Street,1
954,8917353,Santa Fe Avenue,
955,8917355,Anzavista Avenue,
956,8917357,De Montfort Avenue,
957,8917359,Buena Vista Terrace,
958,8917360,Summit Street,
959,8917365,19th Avenue,3
960,8917366,19th Avenue,3
961,8917367,19th Avenue,
962,8917368,Gold Mine Drive,
963,8917369,Cyrus Place,
964,8917370,Castillo Street,
965,8917371,Hawkins Lane,
966,8917374,Dwight Street,
967,8917377,Judah Street,
968,8917379,Juan Bautista Circle,
969,8917381,Spruce Street,
970,8917382,Spruce Street,
971,8917385,Cooper Alley,
972,8917388,Garlington Court,
973,8917390,Garlington Court,
974,8917392,Costa Street,
975,8917393,Vista Court,
976,8917396,De Soto Street,
977,8917397,Gladys Street,
978,8917399,Panama Street,
979,8917403,Western Shore Lane,
980,8917406,Chestnut Street,
981,8917408,Hanover Street,
982,8917411,Sibley Road,
983,8917414,Crestlake Drive,
984,8917416,17th Street,
985,8917418,Folsom Street,
986,8917421,Alta Street,
987,8917424,Harrison Street,
988,8917425,Harrison Street,
989,8917426,Berkeley Way,
990,8917431,Ofarrell Street,
991,8917432,O&apos;Farrell Street,
992,8917433,Church Street,
993,8917435,Church Street,
994,8917436,Wisconsin Street,
995,8917437,Wisconsin Street,
996,8917439,Striped Bass Street,
997,8917440,Yosemite Avenue,
998,8917441,Tandang Sora Street,
999,8917442,Bannam Place,
1000,8917443,Woodland Avenue,
1001,8917444,Funston Road,
1002,8917445,Knott Court,
1003,8917446,Stevenson Street,
1004,8917447,Stevenson Street,
1005,8917448,Stevenson Street,
1006,8917449,Stevenson Street,
1007,8917450,Stevenson Street,
1008,8917451,Stevenson Street,
1009,8917453,Stevenson Street,
1010,8917454,Stevenson Street,
1011,8917455,Stevenson Street,
1012,8917456,Stevenson Street,
1013,8917459,Fairfax Avenue,
1014,8917461,Torney Avenue,
1015,8917462,Jerome Alley,
1016,8917463,Oxford Street,
1017,8917465,Estero Avenue,
1018,8917468,Upton Avenue,
1019,8917469,Upton Avenue,
1020,8917471,29th Avenue,
1021,8917472,29th Avenue,
1022,8917474,Ross Alley,
1023,8917480,Guerrero Street,2
1024,8917481,Colin Place,
1025,8917482,Schofield Road,
1026,8917484,Schofield Road,
1027,8917485,Worcester Avenue,
1028,8917486,Orange Alley,
1029,8917489,Laguna Street,
1030,8917490,Los Palmos Drive,
1031,8917493,Brotherhood Way,
1032,8917495,Clyde Street,
1033,8917496,Gellert Drive,
1034,8917497,Ceres Street,
1035,8917498,Minna Street,
1036,8917499,Minna Street,
1037,8917500,Minna Street,
1038,8917501,Minna Street,
1039,8917502,Gordon Street,
1040,8917503,Godeus Street,
1041,8917504,McCormick Street,
1042,8917506,Parque Drive,
1043,8917508,Valencia Street,
1044,8917512,Cedro Avenue,
1045,8917513,Cargo Way,
1046,8917514,Cargo Way,
1047,8917515,Battery Wagner Road,
1048,8917517,16th Avenue,
1049,8917518,16th Avenue,
1050,8917519,16th Avenue,
1051,8917520,16th Avenue,
1052,8917522,San Carlos Street,
1053,8917523,Bush Street,
1054,8917524,Grattan Street,
1055,8917525,Garden Way,
1056,8917528,Theresa Street,
1057,8917533,Howard Road,
1058,8917534,31st Avenue,
1059,8917535,31st Avenue,
1060,8917536,31st Avenue,
1061,8917540,De Haro Street,
1062,8917542,Great Highway,
1063,8917543,Point Lobos Avenue,
1064,8917546,Great Highway,
1065,8917547,Great Highway,
1066,8917551,Navy Road,
1067,8917552,Navy Road,
1068,8917555,Palmetto Avenue,
1069,8917556,Palmetto Avenue,
1070,8917558,Miles Court,
1071,8917559,Miles Court,
1072,8917561,Lois Lane,
1073,8917564,Canyon Drive,
1074,8917565,College Avenue,
1075,8917568,College Avenue,
1076,8917570,Black Place,
1077,8917571,San Aleso Avenue,
1078,8917574,Mills Place,
1079,8917575,Rickard Street,
1080,8917577,Webb Place,
1081,8917578,Treasure Island Road,
1082,8917579,Saroyan Place,
1083,8917581,Martinez Street,
1084,8917583,Martinez Street,
1085,8917586,Exchange Street,
1086,8917587,Flint Street,
1087,8917590,Ash Street,
1088,8917591,Pixley Street,
1089,8917593,Phelps Street,
1090,8917594,Phelps Street,
1091,8917595,Glenhaven Lane,
1092,8917596,Glenbrook Avenue,
1093,8917599,Bergen Place,
1094,8917602,Ortega Street,
1095,8917603,Ortega Street,
1096,8917605,Ortega Street,
1097,8917607,Milton I Ross Lane,
1098,8917608,Delgado Place,
1099,8917609,Twin Peaks Boulevard,
1100,8917611,Twin Peaks Boulevard,
1101,8917613,Twin Peaks Boulevard,
1102,8917615,Cayuga Avenue,
1103,8917616,Cayuga Avenue,
1104,8917619,Stratford Drive,
1105,8917620,Brooks Street,
1106,8917621,Bliss Road,
1107,8917623,Bliss Road,
1108,8917624,Belgrave Avenue,
1109,8917625,Mint Plaza,
1110,8917626,Flournoy Street,
1111,8917627,Verdun Way,
1112,8917628,Coral Road,
1113,8917630,Hicks Road,
1114,8917631,Herbst Road,
1115,8917634,Meade Avenue,
1116,8917635,Meade Avenue,
1117,8917637,Kent Street,
1118,8917638,Maryland Street,
1119,8917639,Thomas Court,
1120,8917644,Telegraph Hill Boulevard,
1121,8917645,47th Avenue,
1122,8917646,47th Avenue,
1123,8917650,24th Street,
1124,8917651,Almaden Court,
1125,8917653,Donahue Street,
1126,8917655,Donahue Street,
1127,8917657,26th Avenue,
1128,8917659,36th Avenue,
1129,8917660,26th Avenue,
1130,8917662,26th Avenue,
1131,8917663,26th Avenue,
1132,8917664,26th Avenue,
1133,8917665,Virginia Avenue,
1134,8917666,Willard Street,
1135,8917667,Whipple Avenue,
1136,8917668,Whipple Avenue,
1137,8917670,Ecker Plaza,
1138,8917675,Filbert Street,
1139,8917679,Plymouth Avenue,
1140,8917681,Plymouth Avenue,
1141,8917682,Plymouth Avenue,
1142,8917684,Brewster Street,
1143,8917685,Brewster Street,
1144,8917686,McCarthy Avenue,
1145,8917687,E Street,
1146,8917690,Martin Luther King Drive,
1147,8917691,Kenny Alley,
1148,8917692,Valparaiso Street,
1149,8917693,Valparaiso Street,
1150,8917694,Olive Street,
1151,8917695,Olive Street,
1152,8917696,Fuente Avenue,
1153,8917697,Michigan Street,
1154,8917700,Giants Drive,
1155,8917701,Giants Drive,
1156,8917702,Mars Street,
1157,8917703,Cascade Walk,
1158,8917704,Bache Street,
1159,8917705,Teresita Boulevard,
1160,8917707,Teresita Boulevard,
1161,8917710,Teresita Boulevard,
1162,8917711,Revere Avenue,
1163,8917712,Revere Avenue,
1164,8917713,Revere Avenue,
1165,8917715,France Avenue,
1166,8917716,Cuvier Street,
1167,8917719,Healy Avenue,
1168,8917720,Bass Court,
1169,8917722,Forest Knolls Drive,
1170,8917723,Fratessa Court,
1171,8917725,Sierra Street,
1172,8917726,Banbury Drive,
1173,8917727,Dunshee Street,
1174,8917728,Exeter Street,
1175,8917729,Caine Avenue,
1176,8917730,Rosella Court,
1177,8917731,Edgewood Avenue,
1178,8917733,Ruckman Avenue,
1179,8917734,Ruckman Avenue,
1180,8917735,Ruckman Avenue,
1181,8917736,States Street,
1182,8917737,Cowles Street,
1183,8917739,Santa Ana Avenue,
1184,8917741,Arleta Avenue,
1185,8917742,Flower Street,
1186,8917743,Brompton Avenue,
1187,8917746,Channel Street,
1188,8917747,Lomita Avenue,
1189,8917749,Severn Street,
1190,8917750,Antonio Street,
1191,8917754,Iron Alley,
1192,8917755,Baldwin Court,
1193,8917756,Lech Walesa Street,
1194,8917757,Ivy Street,
1195,8917758,Yerba Buena Road,
1196,8917759,Yerba Buena Road,
1197,8917761,Miller Road,
1198,8917765,Helena Street,
1199,8917767,Exposition Drive,
1200,8917769,Miramar Avenue,
1201,8917771,Miramar Avenue,
1202,8917774,2nd Avenue,
1203,8917775,2nd Avenue,
1204,8917776,Dakota Street,
1205,8917777,Cloud Circle,
1206,8917778,Bayside Village Place,
1207,8917779,Moraga Street,
1208,8917781,Moraga Street,
1209,8917782,Moraga Street,
1210,8917783,Cassandra Court,
1211,8917784,Kelloch Avenue,
1212,8917785,Galindo Avenue,
1213,8917786,18th Street,2
1214,8917787,18th Street,
1215,8917788,Barnard Avenue,
1216,8917789,Barnard Avenue,
1217,8917790,11th Street,
1218,8917791,11th Street,
1219,8917792,5th Street,
1220,8917795,5th Street,
1221,8917796,Mendell Street,
1222,8917798,Mendell Street,
1223,8917800,El Plazuela Way,
1224,8917801,Natoma Street,
1225,8917802,Natoma Street,
1226,8917804,Natoma Street,
1227,8917805,Raycliff Terrace,
1228,8917808,Leland Avenue,
1229,8917809,Arellano Avenue,
1230,8917810,Sunglow Lane,
1231,8917811,College Terrace,
1232,8917812,Rodgers Street,
1233,8917813,Hayes Street,
1234,8917814,Collins Street,
1235,8917815,Lundeen Road,
1236,8917817,Aztec Street,
1237,8917818,Rodriguez Street,
1238,8917819,Rodriguez Street,
1239,8917822,Athens Street,
1240,8917827,Aloha Avenue,
1241,8917828,Plum Street,
1242,8917834,Fisher Alley,
1243,8917839,Fredson Court,
1244,8917841,Dorchester Way,
1245,8917843,Dorchester Way,
1246,8917844,Poplar Street,
1247,8917847,Tunnel Avenue,
1248,8917849,Card Alley,
1249,8917850,Treasury Place,
1250,8917852,Marin Street,
1251,8917853,Marin Street,
1252,8917855,Marin Street,
1253,8917856,Marin Street,
1254,8917862,Carson Street,
1255,8917869,Anza Avenue,
1256,8917871,Wabash Terrace,
1257,8917876,Longview Court,
1258,8917880,San Felipe Avenue,
1259,8917881,Spencer Street,
1260,8917884,Osceola Lane,
1261,8917887,Idora Avenue,
1262,8917890,Idora Avenue,
1263,8917891,Toyon Lane,
1264,8917893,Galilee Lane,
1265,8917899,Ridge Lane,
1266,8917911,Pacheco Street,
1267,8917918,Pacheco Street,
1268,8917923,Pacheco Street,
1269,8917927,Pacheco Street,
1270,8917929,Pacheco Street,
1271,8917932,Moncada Way,
1272,8917937,Moncada Way,
1273,8917939,Harlem Alley,
1274,8917941,Miley Street,
1275,8917943,Harris Place,
1276,8917946,Quincy Street,
1277,8917949,Ashwood Lane,
1278,8917951,Still Street,
1279,8917958,Jordan Avenue,
1280,8917959,Laskie Street,
1281,8917963,Amatista Lane,
1282,8917965,Boylston Street,
1283,8917967,El Polin Loop,
1284,8917970,Bowley Street,
1285,8917972,Ils Lane,
1286,8917984,Mason Street,
1287,8917986,Mason Street,
1288,8917993,Simonds Loop,
1289,8917996,Glenview Drive,
1290,8917999,Glenview Drive,
1291,8918001,Glenview Drive,
1292,8918005,San Jacinto Way,
1293,8918013,Lansdale Avenue,
1294,8918016,Kaplan Lane,
1295,8918017,Lloyd Street,
1296,8918019,Russ Street,
1297,8918021,Harper Street,
1298,8918024,Marne Avenue,
1299,8918026,Franconia Street,
1300,8918029,Franconia Street,
1301,8918032,Franconia Street,
1302,8918033,Polk Street,
1303,8918039,Polk Street,
1304,8918046,Marine Drive,
1305,8918049,27th Street,
1306,8918051,27th Street,
1307,8918053,Lilac Street,
1308,8918055,Smith Lane,
1309,8918057,Woodhaven Court,
1310,8918059,Hillview Court,
1311,8918061,Merrill Street,
1312,8918062,Patton Street,
1313,8918064,Front Street,
1314,8918069,Briarcliff Terrace,
1315,8918078,Evans Avenue,
1316,8918082,Trenton Street,
1317,8918084,Richland Avenue,
1318,8918118,Geneva Avenue,
1319,8918141,Haight Street,
1320,8918149,Lenox Way,
1321,8918151,Williams Avenue,
1322,8918155,Opalo Lane,
1323,8918156,Lucky Street,
1324,8918159,Royal Lane,
1325,8918163,Woolsey Street,
1326,8918170,Bernal Heights Boulevard,
1327,8918191,Bernal Heights Boulevard,
1328,8918194,Webster Street,
1329,8918210,Webster Street,
1330,8918232,Webster Street,
1331,8918238,Kansas Street,
1332,8918249,30th Avenue,
1333,8918255,30th Avenue,
1334,8918262,McCann Street,
1335,8918276,Goettingen Street,
1336,8918287,Girard Street,
1337,8918297,Shore View Avenue,
1338,8918301,Lillian Court,
1339,8918318,Grant Avenue,
1340,8918352,19th Avenue,3
1341,8918363,Sunbeam Lane,
1342,8918366,Madera Street,
1343,8918369,Davis Court,
1344,8918376,Florida Street,
1345,8918378,Rosenkranz Street,
1346,8918381,Bonifacio Street,
1347,8918385,Menoher Lane,
1348,8918390,Topaz Way,
1349,8918393,Omar Way,
1350,8918403,Gough Street,
1351,8918406,Gough Street,
1352,8918422,Buckingham Way,
1353,8918433,Constanso Way,
1354,8918438,Davidson Avenue,
1355,8918445,John Muir Drive,
1356,8918455,Saint Elmo Way,
1357,8918457,Hooker Alley,
1358,8918460,Main Street,
1359,8918465,Orsi Circle,
1360,8918468,Maddux Avenue,
1361,8918472,Harrison Boulevard,
1362,8918474,Mersey Street,
1363,8918476,Mersey Street,
1364,8918480,Wedemeyer,
1365,8918504,La Avanzada Street,
1366,8918507,Bedford Place,
1367,8918509,38th Avenue,
1368,8918512,38th Avenue,
1369,8918515,38th Avenue,
1370,8918519,17th Avenue,
1371,8918530,17th Avenue,
1372,8918535,Florentine Street,
1373,8918538,Florentine Street,
1374,8918539,Abbey Street,
1375,8918545,Agnon Avenue,
1376,8918549,Java Street,
1377,8918563,Hitchcock Street,
1378,8918566,Sanches Street,
1379,8918591,Natick Street,
1380,8918596,Vale Avenue,
1381,8918598,Nantucket Avenue,
1382,8918600,Weston Court,
1383,8918603,Rebecca Lane,
1384,8918605,Commonwealth Avenue,
1385,8918614,Cranleigh Drive,
1386,8918615,Charlton Court,
1387,8918618,Tillman Place,
1388,8918620,Juri Street,
1389,8918622,23rd Avenue,
1390,8918628,23rd Avenue,
1391,8918633,23rd Avenue,
1392,8918637,23rd Avenue,
1393,8918642,Minnesota Street,
1394,8918643,Minnesota Street,
1395,8918647,San Anselmo Avenue,
1396,8918653,San Anselmo Avenue,
1397,8918656,New Montgomery Street,
1398,8918660,Denslowe Drive,
1399,8918664,42nd Avenue,
1400,8918668,42nd Avenue,
1401,8918717,Sala Terrace,
1402,8918719,Chapman Street,
1403,8918721,Monument Way,
1404,8918725,Arroyo Way,
1405,8918727,Arroyo Way,
1406,8918731,Gilroy Street,
1407,8918733,Sturgeon Street,
1408,8918746,Santa Paula Avenue,
1409,8918751,Stanford Heights Avenue,
1410,8918756,Hilton Street,
1411,8918762,Rey Street,
1412,8918765,Madrid Street,
1413,8918767,Cotter Street,
1414,8918770,Alabama Street,
1415,8918773,Alabama Street,
1416,8918776,Anson Place,
1417,8918777,Campus Lane,
1418,8918779,Crane Street,
1419,8918782,Delta Street,
1420,8918784,Delta Street,
1421,8918786,Delta Street,
1422,8918787,Robblee Avenue,
1423,8918793,The Embarcadero,
1424,8918802,Patten Road,
1425,8918805,Burnside Avenue,
1426,8918806,Burnside Avenue,
1427,8918808,Albion Street,
1428,8918809,Albion Street,
1429,8918811,Wool Court,
1430,8918812,Wool Court,
1431,8918821,Vidal Drive,
1432,8918822,Vidal Drive,
1433,8918825,Humboldt Street,
1434,8918831,Allen Street,
1435,8918832,Allen Street,
1436,8918834,Massasoit Street,
1437,8918836,London Street,
1438,8918840,Delmar Street,
1439,8918841,De Boom Street,
1440,8918842,Ambrose Bierce Alley,
1441,8918844,Redfield Alley,
1442,8918848,Diana Street,
1443,8918851,48th Avenue,
1444,8918853,48th Avenue,
1445,8918855,48th Avenue,
1446,8918870,Southern Embarcadero Freeway,2
1447,8918876,Marion Place,
1448,8918877,Pizarro Way,
1449,8918878,Nobles Alley,
1450,8918879,Acorn Alley,
1451,8918880,Venus Street,
1452,8918881,Ravenwood Drive,
1453,8918882,Campbell Avenue,
1454,8918883,Waller Street,
1455,8918884,Waller Street,
1456,8918885,Waller Street,
1457,8918887,Selby Street,
1458,8918895,Borica Street,
1459,8918896,York Street,
1460,8918900,York Street,
1461,8918907,Portola Drive,
1462,8918911,Portola Drive,
1463,8918913,Portola Drive,
1464,8918914,Portola Drive,
1465,8918917,Portola Drive,
1466,8918921,Ramsell Street,
1467,8918922,Ramsell Street,
1468,8918923,Ramsell Street,
1469,8918925,Stonecrest Drive,
1470,8918927,Belles Street,
1471,8918928,Fella Place,
1472,8918929,Arnold Avenue,
1473,8918930,Havenside Drive,
1474,8918932,Wheeler Avenue,
1475,8918933,33rd Avenue,
1476,8918934,33rd Avenue,
1477,8918935,Oakwood Street,
1478,8918936,Ellington Avenue,
1479,8918939,Texas Street,
1480,8918941,Willie B Kennedy Drive,
1481,8918942,Sparta Street,
1482,8918943,Alma Street,
1483,8918944,Rosemary Court,
1484,8918946,Dawnview Way,
1485,8918947,Navajo Avenue,
1486,8918949,North Point Street,
1487,8918950,North Point Street,
1488,8918951,North Point Street,
1489,8918953,Day Street,
1490,8918954,Day Street,
1491,8918955,Shrader Street,
1492,8918957,Shrader Street,
1493,8918958,Shrader Street,
1494,8918959,Mercury Street,
1495,8918960,Mercury Street,
1496,8918961,Battery Cranston Road,
1497,8918962,Manzanita Avenue,
1498,8918963,Clifford Terrace,
1499,8918965,Arco Way,
1500,8918969,Indiana Street,
1501,8918970,Touchard Street,
1502,8918971,Lamartine Street,
1503,8918973,Badger Street,
1504,8918974,Turk Murphy Lane,
1505,8918975,Carter Street,
1506,8918976,Pope Court,
1507,8918977,Pope Court,
1508,8918979,Steveloe Place,
1509,8918981,Cherry Street,
1510,8918982,Encanto Avenue,
1511,8918983,Broadway,
1512,8918986,Gerke Alley,
1513,8918987,Ellis Street,
1514,8918989,Ellis Street,
1515,8918990,Ellis Street,
1516,8918991,C Street,
1517,8918992,Broadway Street,
1518,8918994,Broadway Street,
1519,8918999,Liberty Street,
1520,8919001,Liberty Street,
1521,8919002,Beeman Lane,
1522,8919006,South Van Ness Avenue,3
1523,8919009,South Van Ness Avenue,
1524,8919013,O&apos;Shaughnessy Boulevard,
1525,8919020,1st Street,
1526,8919022,1st Street,
1527,8919024,Joost Avenue,
1528,8919027,Dartmouth Street,
1529,8919028,Dartmouth Street,
1530,8919030,Dartmouth Street,
1531,8919033,San Jose Avenue,
1532,8919034,San Jose Avenue,
1533,8919041,San Jose Avenue,
1534,8919052,Granville Way,
1535,8919053,Perry Street,
1536,8919054,Drummond Alley,
1537,8919056,Sheldon Terrace,
1538,8919057,Fresno Street,
1539,8919058,Sproule Lane,
1540,8919059,Gladeview Way,
1541,8919061,Desmond Street,
1542,8919062,Desmond Street,
1543,8919063,Mariner Drive,
1544,8919064,Shields Street,
1545,8919065,Bell Court,
1546,8919066,Bell Court,
1547,8919067,Melra Court,
1548,8919070,Clover Street,
1549,8919071,Hillway Avenue,
1550,8919073,Precita Avenue,
1551,8919074,Precita Avenue,
1552,8919075,Precita Avenue,
1553,8919076,Federal Street,
1554,8919077,Federal Street,
1555,8919079,Lupine Avenue,
1556,8919080,Parkhurst Alley,
1557,8919081,Ellert Street,
1558,8919084,Rose Street,
1559,8919085,Rose Street,
1560,8919088,South Hughes Lane,
1561,8919089,Chain of Lakes Drive,
1562,8919090,Sharon Street,2
1563,8919091,Pompei Circle,
1564,8919092,Jakey Court,
1565,8919093,Fern Street,
1566,8919094,Fern Street,
1567,8919096,Carmelita Street,
1568,8919097,Scotia Avenue,
1569,8919098,Innes Avenue,
1570,8919099,Innes Avenue,
1571,8919100,Innes Avenue,
1572,8919102,Innes Avenue,
1573,8919103,Stoneybrook Avenue,
1574,8919104,Dublin Street,
1575,8919105,Lottie Bennett Lane,
1576,8919106,Craut Street,
1577,8919108,Worden Street,
1578,8919109,Corwin Street,
1579,8919110,Fishermans Wharf,
1580,8919112,Lendrum Court,
1581,8919114,Ankeny Street,
1582,8919116,Marsilly Street,
1583,8919118,Greenwich Street,
1584,8919119,Vassar Place,
1585,8919120,Wentworth Place,
1586,8919121,Dormitory Road,
1587,8919122,Lessing Street,
1588,8919123,Laidley Street,
1589,8919124,Laidley Street,
1590,8919126,Laidley Street,
1591,8919127,Park Street,
1592,8919128,Park Street,
1593,8919130,Alpha Street,
1594,8919133,Keystone Way,
1595,8919135,Laurel Street,
1596,8919136,Laurel Street,
1597,8919137,Cielito Drive,
1598,8919138,Duncombe Alley,
1599,8919140,Acevedo Avenue,
1600,8919143,Cambridge Street,
1601,8919145,Valley Street,
1602,8919147,La Playa Street,
1603,8919148,Battery Street,
1604,8919149,Hitchcock Lane,
1605,8919152,Sycamore Street,
1606,8919154,Lindsay Circle,
1607,8919155,Devonshire Way,
1608,8919157,Scott Street,
1609,8919158,Loma Vista Terrace,
1610,8919159,Lyon Street,
