Id	Path	Top-level category	Name	Value	Corner	x	y
211	flare>vis>operator>layout	flare	RandomLayout	870	3	724	280
212	flare>vis>operator>layout	flare	StackedAreaLayout	9121	0	905	270
212	flare>vis>operator>layout	flare	StackedAreaLayout	9121	1	960	270
212	flare>vis>operator>layout	flare	StackedAreaLayout	9121	2	960	354
212	flare>vis>operator>layout	flare	StackedAreaLayout	9121	3	905	354
213	flare>vis>operator>layout	flare	TreeMapLayout	9191	0	768	354
213	flare>vis>operator>layout	flare	TreeMapLayout	9191	1	873	354
213	flare>vis>operator>layout	flare	TreeMapLayout	9191	2	873	398
213	flare>vis>operator>layout	flare	TreeMapLayout	9191	3	768	398
214	flare>vis>operator	flare	Operator	2490	0	768	108
214	flare>vis>operator	flare	Operator	2490	1	801	108
214	flare>vis>operator	flare	Operator	2490	2	801	146
214	flare>vis>operator	flare	Operator	2490	3	768	146
215	flare>vis>operator	flare	OperatorList	5248	0	890	108
215	flare>vis>operator	flare	OperatorList	5248	1	960	108
215	flare>vis>operator	flare	OperatorList	5248	2	960	146
215	flare>vis>operator	flare	OperatorList	5248	3	890	146
216	flare>vis>operator	flare	OperatorSequence	4190	0	835	108
216	flare>vis>operator	flare	OperatorSequence	4190	1	890	108
216	flare>vis>operator	flare	OperatorSequence	4190	2	890	146
216	flare>vis>operator	flare	OperatorSequence	4190	3	835	146
217	flare>vis>operator	flare	OperatorSwitch	2581	0	801	108
217	flare>vis>operator	flare	OperatorSwitch	2581	1	835	108
217	flare>vis>operator	flare	OperatorSwitch	2581	2	835	146
217	flare>vis>operator	flare	OperatorSwitch	2581	3	801	146
218	flare>vis>operator	flare	SortOperator	2023	0	741	108
218	flare>vis>operator	flare	SortOperator	2023	1	768	108
218	flare>vis>operator	flare	SortOperator	2023	2	768	146
218	flare>vis>operator	flare	SortOperator	2023	3	741	146
219	flare>vis	flare	Visualization	16540	0	558	0
219	flare>vis	flare	Visualization	16540	1	635	0
219	flare>vis	flare	Visualization	16540	2	635	108
219	flare>vis	flare	Visualization	16540	3	558	108
