lat,lon
72.5,-125.15
71.4,-123.5
71.5,-123.5
71.2,-121.45
71.25,-120.35
71.55,-119.4
72.35,-119.15
72.55,-117.5
73.12,-116.3
73.3,-115.5
73.5,-116.35
74.15,-117.35
74.15,-119.25
74.3,-121.1
74.15,-122.4
74.5,-124.25
73.3,-123.45
72.59,-124
72.3,-124.4
72.5,-125.15
55.15,165.5
54.4,166.4
52.55,172.3
52.45,172.55
52.5,173.2
53,172.5
52.55,172.3
51.58,177.33
51.55,-178.15
51.47,-177.5
51.35,-178.5
51.4,-176.55
51.45,-176.2
51.55,-176.45
51.4,-176.55
52.5,-174.5
52.1,-174.2
52.25,-174.1
52.23,-172.26
52.45,-169.1
53.1,-168.2
53.2,-168
53.35,-168
53.3,-168.3
52.45,-169.1
53.2,-167.4
53.3,-167
53.42,-166.25
54,-166.25
54,-167.1
53.4,-167.1
53.2,-167.4
63.4,-171.45
63.2,-171.45
63.25,-170.45
63.5,-169.5
63.2,-168.5
63.25,-169.5
63.4,-170.3
63.4,-171.45
60.1,-167.25
59.55,-166.5
59.5,-166.1
60,-165.3
60.15,-165.3
60.2,-166.5
60.15,-166.45
60.1,-167.25
57.15,-154.5
56.45,-154.5
57,-153.25
57.2,-153.5
57.3,-152.15
57.5,-152.3
57.55,-153
58.1,-152.5
58.25,-152.3
58.5,-153.15
57.45,-153.55
57.15,-154.5
54.1,-133.5
53.35,-133
53.2,-132.3
52.5,-132.15
52.25,-131.5
52,-131
52.3,-131.2
52.45,-131.5
53.5,-131.4
53.35,-132
54.5,-131.4
54.5,-132.2
54.1,-133.5
50.4,-128.2
50.1,-127.45
49.55,-127.5
49.4,-126.25
49.25,-126.3
49.15,-125.55
49,-125.3
49,-125
48.45,-125
48.3,-124.15
48.2,-123.4
48.3,-123.1
48.55,-123.4
49.2,-124.25
49.45,-125
50.15,-125.3
50.25,-126.15
50.35,-127.1
50.5,-127.55
50.4,-128.2
78.1,-73
77.52,-71.4
77.55,-70.2
77.35,-70
77.21,-68.25
77.15,-70
77.1,-71.1
76.48,-70.15
76.36,-68.45
76.23,-69.3
76.8,-68.3
75.55,-66.35
76.8,-65.2
76.1,-63.25
76.1,-61.4
75.49,-60
75.4,-58.2
75.19,-58.2
74.58,-57.3
74.3,-56.3
74,-56.3
73.35,-55.4
73.1,-55.3
72.35,-55.5
72.1,-55.2
71.41,-55.45
71.25,-55.15
71.25,-54
71.45,-53.2
71.1,-52.45
71,-51.35
70.3,-51.15
70.48,-52.5
70.5,-54.15
70.15,-54.35
69.4,-54.5
69.18,-53.4
69.28,-52.1
69.55,-51.15
69.2,-50.45
68.35,-51
68.35,-52.35
68.1,-53.2
67.35,-53.4
67,-53.45
66.3,-53.3
66,-53.3
65.3,-52.25
64.55,-52
64.2,-52
64,-51.2
63.35,-51.15
62.5,-50.2
62.3,-50.5
61.55,-49.3
61.25,-49
60.5,-48
60.45,-46.4
60.35,-45.45
60.1,-45.1
59.5,-43.55
60,-43.15
60.3,-42.5
61,-42.45
61.3,-42.3
62,-42
62.4,-42.25
63,-41.3
63.3,-40.45
64,-40.3
64.3,-40.25
65.1,-41
65.5,-40
65.3,-39.4
65.4,-38.3
65.4,-37
66,-35.4
66.2,-34.45
66.4,-33.55
67.5,-33.25
67.3,-33
67.55,-32.1
68.1,-31.2
68.1,-30
68.25,-28.45
68.35,-27.3
68.5,-26.15
69.5,-25.15
69.25,-24.15
69.45,-23.1
70.5,-22.3
70.1,-23.45
70.25,-25.5
70.1,-26.2
70.25,-26.2
70.4,-25.15
71.1,-25.3
71.2,-24.3
71,-24.15
70.35,-24
70.25,-23.5
70.3,-21.5
71,-21.45
71.25,-21.45
71.5,-22.35
72.1,-23.4
72.3,-24.35
72.18,-23.2
72.5,-22
72.25,-21.45
72.55,-22
73.3,-23
73.15,-22.1
73.25,-21.35
73.28,-20.2
73.5,-20.2
74,-21.3
74.15,-19.15
74.4,-18.5
74.4,-20.5
75.12,-19.25
75.42,-19.25
76.12,-20
76.18,-21.3
76.4,-21.25
76.55,-20.2
76.45,-18.25
77.5,-18.1
77.35,-18.5
77.55,-19.4
78.25,-19.1
78.5,-19.3
79.8,-18.3
79.32,-18.5
79.58,-17.1
80.25,-15.5
80.45,-14.2
81.19,-11.4
81.41,-13.15
81.48,-16.25
81.29,-18.1
81.35,-19.3
81.19,-20.45
81.5,-22.3
80.55,-24.5
81.22,-23.4
81.38,-22
81.48,-21.2
82.5,-21.4
82.2,-23.4
81.45,-23.4
81.41,-25.2
82.4,-25.2
82.4,-29.5
82.15,-28.15
82.13,-25.35
82.19,-22.1
82.34,-20
82.51,-21.4
82.59,-24
83.15,-24.5
83.33,-27.2
83.35,-31.3
83.39,-36
83.25,-39.3
83.12,-44
82.5,-46.3
82.25,-47.2
82.28,-50.3
82,-51.15
82.2,-54.3
82.5,-59.2
81.45,-62
81.25,-61.15
81.8,-61.5
81.11,-63.45
80.55,-65
80.32,-66.45
80.5,-67.4
80.5,-65
79.45,-64.3
79.12,-65.4
79.1,-68.4
78.45,-70.2
78.35,-72.2
78.1,-73
65.3,-24.2
65.25,-23.35
65.35,-22.45
65.25,-22.5
65.5,-22.5
64.45,-24
64.45,-22.35
64.15,-22
63.5,-22.45
63.5,-21
63.35,-20
63.25,-18.45
63.45,-17.4
63.5,-16.45
64.1,-15.5
64.25,-14.3
64.55,-13.4
65.3,-13.4
65.45,-14.4
66.2,-14.45
66.15,-15.4
66.3,-16.15
66.1,-16.5
66,-17.35
66.1,-18.15
66.5,-19.15
65.5,-19.4
66.5,-20.15
65.35,-20.2
65.25,-21.25
66,-21.3
66.2,-22.15
66.25,-23
66.1,-23
66.1,-23.4
65.5,-23.45
65.3,-24.2
70.5,-9
71.1,-8
75.24,-18.5
75,-18.5
75.3,-17.55
75.24,-18.5
0,9.2
-0.3,9.15
-0.5,8.45
-1.2,9
-1.5,9.1
-2.15,9.3
-2.45,9.5
-3.5,10.2
-3.25,10.4
-3.45,11
-4.5,11.2
-4.3,11.35
-4.55,11.55
-5.2,12.1
-5.45,12.1
-6,12.2
-6.25,12.25
-6.45,12.4
-7.15,12.55
-7.45,13
-8.1,13.15
-8.4,13.25
-9.1,13
-9.25,13.1
-9.55,13.2
-10.2,13.35
-10.4,13.5
-11.15,13.55
-11.5,13.5
-12.15,13.4
-12.4,13.25
-12.55,13
-13.2,12.4
-13.55,12.3
-14.3,12.2
-15,12.1
-15.3,12.5
-16,11.5
-16.3,11.5
-17,11.45
-17.25,11.45
-17.55,11.5
-18.3,12.5
-18.5,12.25
-19.15,12.4
-19.45,12.55
-20.15,13.15
-20.5,13.25
-21.15,13.45
-21.4,13.55
-22.5,14.2
-22.3,14.3
-22.55,14.25
-23.3,14.3
-24,14.3
-24.25,14.35
-25,14.5
-25.3,14.5
-25.55,14.55
-26.25,15.5
-27,15.15
-27.3,15.2
-27.5,15.4
-28.15,15.55
-28.35,16.25
-29,16.45
-29.35,16.55
-30,17.1
-30.35,17.2
-31,17.35
-31.25,17.55
-32,18.15
-32.35,18.2
-32.5,18.5
-32.5,17.5
-33.25,18.15
-33.5,18.25
-34.15,18.25
-34.5,18.45
-34.25,19.1
-34.45,19.35
-34.45,20.1
-34.3,20.3
-34.25,21.5
-34.25,21.45
-34.1,22.5
-34.5,22.4
-34.1,23.15
-34,23.4
-34.1,24.15
-34.15,24.45
-34,25.5
-34,25.45
-33.45,26
-33.45,26.35
-33.4,27.5
-33.2,27.3
-33,28.5
-32.45,28.3
-32.25,28.5
-32,29.15
-31.4,29.35
-31.2,30
-30.55,30.25
-30.3,30.4
-30,30.55
-29.35,31.15
-29.1,31.3
-28.5,32
-28.35,32.25
-28.5,32.35
-27.3,32.45
-27,32.55
-26.35,32.55
-26.15,32.55
-26.5,32.35
-25.3,32.55
-25.2,33.25
-25.1,33.45
-24.55,34.25
-24.45,34.55
-24.3,35.15
-24,35.3
-23.3,35.25
-23.5,35.3
-22.3,35.3
-22.5,35.2
-21.25,35.1
-20.5,35
-20.3,34.4
-20,34.45
-19.4,35.1
-19.25,35.3
-19,35.5
-18.5,36.15
-18.2,36.4
-17.55,37
-17.3,37.2
-17.2,37.5
-17.1,38.15
-17.5,38.55
-16.45,39.15
-16.2,39.45
-16,40.5
-15.35,40.25
-15.1,40.4
-14.4,40.45
-14.5,40.35
-13.35,40.35
-13,40.25
-12.25,40.3
-12,40.3
-12.3,40.25
-11,40.3
-10.3,40.3
-10.1,40.1
-9.55,39.5
-9.25,39.4
-8.5,39.25
-8.1,39.2
-7.35,39.2
-7.5,39.35
-6.35,39.1
-6.5,38.45
-5.35,38.55
-5.5,39.5
-4.35,39.2
-4.1,39.35
-3.35,39.55
-3,40.15
-2.25,40.15
-2.3,40.4
-2.5,41.5
-1.45,41.3
-1.15,41.45
-0.55,42.5
-0.25,42.25
0,42.55
0.25,43.1
0.45,43.35
1,44
1.25,44.25
1.45,44.5
1.55,45.2
2.15,45.45
2.35,46.1
3,46.3
3.25,46.55
3.45,47.15
4.1,47.4
4.35,47.55
5.5,48.1
5.25,48.3
5.45,48.55
6.2,49.5
6.45,49.15
7.15,49.3
7.4,49.45
8.1,49.55
8.3,50.1
8.55,50.25
9.25,50.45
10,50.45
10.25,51
11,51.5
11.45,51.1
11.55,50.35
11.3,50.1
11.2,49.35
11.1,49
11.15,48.3
11.5,48
11.5,47.25
10.45,46.5
10.4,46.2
10.45,45.45
10.3,45.15
10.2,44.45
10.25,44.15
10.4,43.55
11.5,43.35
11.25,43.15
11.4,42.55
11.55,43.25
12.25,43.15
12.5,42.5
13.15,42.25
13.4,42.5
14.5,41.35
14.35,41.1
14.45,40.4
15,40.5
15.3,39.5
15.35,39.3
16,39.15
16.3,39.1
17.5,39.5
17.35,38.5
18,38.35
18.25,38.5
18.4,37.35
19.15,37.2
19.4,37.15
20.15,37.1
20.45,37.15
21.5,37.15
21.3,36.55
22.5,36.55
22.15,36.35
22.3,36.1
22.45,35.5
23.15,35.35
23.35,35.3
24,35.35
24.2,35.15
24.5,35
25.15,34.45
25.45,34.3
26.1,34.2
26.4,34
27.5,33.55
27.25,33.4
27.5,33.35
28.1,33.15
28.35,32.55
29,32.4
29.25,32.35
29.5,32.2
30,32.35
29.35,32.45
29.5,33
28.45,33.15
28.25,33.25
28.5,33.45
27.45,34.1
27.55,34.25
28.2,34.25
28.55,34.4
29.3,35
29,35
28.3,34.5
28,34.4
28,35.1
27.35,35.3
27.1,35.45
26.4,36.5
26.1,36.25
25.5,36.45
25.2,37.5
24.5,37.15
24.2,37.3
24.5,38
23.45,38.25
23.15,38.45
22.45,39
22.15,39.5
21.55,39
21.3,39.5
20.55,39.1
20.35,39.3
20.15,39.4
20.5,40.2
19.4,40.45
19.1,41
18.4,41.15
18.1,41.3
17.45,41.45
17.3,42.5
17,42.25
16.3,42.4
16.5,42.45
15.4,42.4
15.1,42.45
14.35,42.55
14,43.5
13.45,43.15
13.15,43.1
12.45,43.3
12.4,43.55
12.45,44.25
12.5,44.55
13,45.25
13.2,45.4
13.2,46.5
13.15,46.35
13.2,47.5
13.35,47.25
13.55,47.5
13.55,48.2
14.5,48.5
14.3,49.1
14.45,49.4
14.55,50.15
15.5,50.45
15.15,51.15
15.25,51.45
15.35,52.15
15.55,52.15
16.15,52.25
16.3,52.55
16.4,53.25
16.55,53.55
17,54.25
16.55,54.5
17.1,55.15
17.4,55.25
17.5,55.55
17.55,56.2
18.5,56.35
18.35,56.45
18.5,57.5
18.55,57.3
19.5,57.55
19.3,57.45
20,57.5
20.25,58.5
20.25,58.3
20.5,58.45
21.1,59
21.25,59.2
21.55,59.35
22.25,59.5
22.4,59.25
23.5,59.5
23.3,58.5
23.4,58.15
23.45,57.45
24,57.15
24.2,56.5
24.45,56.25
25.2,56.25
25.5,56.25
26.5,56.3
26.1,56.15
25.5,56.5
25.35,55.4
25.15,55.2
24.55,55
24.35,54.3
24.1,54.15
24.5,53.5
24.1,53.15
24.1,52.45
23.55,52.25
24,51.5
24.15,51.4
24.15,51.15
24.45,51.35
25.15,51.4
25.45,51.35
26.5,51.2
26,51.5
25.35,51
25.1,50.4
25.25,50.3
25.5,50.1
26.15,50.15
26.4,50.5
27,49.4
27.25,49.15
27.5,48.5
28.15,48.35
28.45,48.2
29.15,48.1
29.25,47.45
29.35,48.2
30,48.35
30.3,48.55
30.15,49.15
30,49.35
30.1,50
29.5,50.2
29.15,50.4
28.45,51.5
28.15,51.15
27.5,51.3
27.4,52.1
27.25,52.35
27,53
26.55,53.3
26.35,53.5
26.4,54.2
26.25,54.45
26.4,55.2
26.5,55.45
27,56.15
27,56.45
26.4,57.5
26.15,57.1
25.45,57.2
25.4,58
25.35,58.35
25.25,59.1
25.2,59.4
25.2,60.1
25.15,60.45
25.1,61.1
25.5,61.5
25.1,62.25
25.15,62.55
25.15,63.3
25.25,63.5
25.15,64.15
25.1,64.4
25.15,65.1
25.2,65.35
25.25,66.5
25.2,66.35
25,66.5
24.45,67.1
24.2,67.2
23.55,67.25
23.45,67.55
23.3,68.2
23.5,68.4
22.45,69.1
22.45,69.45
22.55,70.2
22.25,70.1
22.15,69.4
22.15,69.5
21.45,69.2
21.25,69.4
21,70.5
20.45,70.35
20.45,71.1
20.55,71.4
21.15,72.5
21.5,72.1
22.15,72.2
22.1,72.35
21.4,72.3
21.15,72.35
20.5,72.5
20.15,72.45
19.45,72.4
19.15,72.5
19,73
18.4,72.5
18.5,73
17.3,73.1
17,73.15
16.25,73.2
16,73.3
15.3,73.45
15,74.5
14.3,74.25
14,74.3
13.3,74.4
13,74.5
12.25,75
12,75.15
11.35,75.35
11.1,75.5
10.4,76
10.1,76.1
9.35,76.2
9,76.3
8.35,76.5
8.15,77.1
8.5,77.35
8.2,78
8.55,78.1
9.1,78.35
9.15,79
9.45,79
10.15,79.2
10.15,79.5
10.5,79.5
11.15,79.45
11.45,79.45
12.1,80
12.4,80.15
13.15,80.2
13.5,80.15
14.25,80.1
15,80.5
15.25,80.1
15.5,80.25
15.45,81
16.1,81.1
16.15,81.3
16.2,82
16.35,82.15
17,82.2
17.1,82.35
17.25,83
17.5,83.2
18.5,83.4
18.15,84.5
18.35,84.3
19,84.5
19.2,85.5
19.4,85.3
19.45,85.55
19.55,86.25
20.2,86.45
20.45,87
21.5,86.55
21.25,87.5
21.35,87.35
21.45,88
22.5,88.1
21.3,88.2
21.35,88.45
21.4,89.15
21.45,89.45
21.5,90.15
22.1,90.35
22.25,90.55
22.45,91.25
22.2,91.45
21.55,91.55
21.3,92
21.5,92.1
20.4,92.3
20.15,92.55
19.55,93.1
19.55,93.3
19.3,93.45
19.15,93.35
18.5,93.5
18.5,94.1
18.2,94.2
17.45,94.3
17.1,94.35
16.35,94.25
16.5,94.15
15.5,94.45
15.45,95.5
15.45,95.3
16.5,95.5
16.2,96.15
16.35,96.45
16.55,96.55
16.45,97.15
16.2,97.35
15.5,97.45
15.2,97.5
14.45,97.55
14.15,98.5
13.4,98.15
13.5,98.35
12.3,98.45
11.55,98.3
11.25,98.45
11,98.45
10.4,98.3
10.1,98.3
9.35,98.3
9,98.15
8.3,98.15
8.5,98.25
8.15,98.4
7.5,99.5
7.2,99.25
7,99.45
6.4,100.5
6.5,100.2
5.4,100.2
5.5,100.25
4.45,100.4
4.15,100.35
3.45,100.55
3.2,101.2
2.5,101.25
2.3,101.55
2.1,102.15
1.55,102.45
1.4,103.1
1.25,103.3
1.25,104.15
2,104.5
2.35,103.45
2.55,103.25
3.25,103.25
3.55,103.25
4.25,103.25
4.55,103.25
5.25,103.5
5.45,102.4
6.5,102.15
6.25,101.5
6.5,101.3
6.55,100.55
7.1,100.35
7.45,100.25
8.15,100.15
8.35,99.55
9.15,99.5
9.1,99.2
9.4,99.1
10.15,99.1
10.5,99.2
11.1,99.35
11.4,99.45
12.5,99.55
12.45,99.55
13.2,100
13.3,100.25
13.2,100.55
12.45,100.55
12.4,101.25
12.4,101.5
12.15,102.15
12.5,102.35
11.45,102.5
11.2,103
10.55,103.15
10.35,103.4
10.35,104.15
10.15,104.3
10.5,105
9.35,104.5
9.5,104.5
8.4,105
9,105.25
9.2,105.5
9.25,106.2
9.5,106.4
10.25,106.4
10.25,107.15
10.4,107.4
10.55,108.5
11.1,108.3
11.25,109
11.45,109.1
12.1,109.1
12.5,109.15
13.15,109.15
13.45,109.15
14.15,109.1
14.45,109
15.2,108.5
15.45,108.25
16.1,108.5
16.3,107.4
16.55,107.1
17.2,106.5
17.45,106.25
18.5,106.2
18.25,105.55
19,105.35
19.3,105.45
19.55,105.55
20.15,106.25
20.4,106.4
21,107.5
21.15,107.35
21.3,108
21.4,108.3
21.4,109
21.25,109.25
21.25,109.45
21,109.4
20.45,109.45
20.2,109.55
20.2,110.15
20.3,110.3
20.55,110.15
21.15,110.25
21.25,110.55
21.3,111.3
21.45,112
21.5,112.3
22,113
22.3,113.5
22.1,113.3
22.4,113.4
22.15,114.1
22.4,114.3
22.4,115
22.45,115.3
22.5,116
23.5,116.3
23.25,117
23.4,117.25
24,117.5
24.15,118.1
24.35,118.1
24.35,118.4
25,118.5
25.15,119.1
25.35,119.25
26,119.4
26.2,119.45
26.45,119.4
26.4,120
27,120.2
27.25,120.35
27.5,120.5
28.1,121.5
28.1,121.25
28.25,121.35
28.4,121.3
29.1,121.4
29.1,121.55
29.45,122
30,122.5
30.5,121.4
30.15,121.2
30.1,120.45
30.2,120.25
30.25,120.55
30.4,121.1
30.5,121.3
30.55,121.55
31.15,121.5
31.4,121.15
31.4,121.5
32.5,121.4
32.25,121.15
32.35,120.55
33,120.5
33.25,120.4
33.5,120.3
34.2,120.2
34.35,119.45
34.5,119.1
35.15,119.25
35.35,119.4
35.55,120.1
36.1,120.4
36.35,120.5
36.45,121.3
37,122
36.5,122.2
37.2,122.35
37.25,122.5
37.25,121.35
37.3,121.1
37.45,120.5
37.35,120.2
37.2,120
37.5,119.45
37.5,119.2
37.2,118.55
37.45,118.5
38,118.2
38.15,117.55
38.35,117.35
38.55,117.4
39.15,118
39.5,118.25
39.1,119
39.25,119.15
39.45,119.25
40,119.55
40.1,120.25
40.35,120.5
40.55,121.15
40.5,121.55
40.25,122.15
40,121.55
39.45,121.3
39.3,121.2
39.1,121.4
38.45,121.1
38.5,121.35
39.5,122.5
39.25,122.25
39.35,123
39.45,123.3
39.5,124.5
39.4,124.4
39.35,125.5
39.25,125.25
38.55,125.1
38.3,125
38.5,124.45
37.4,125.2
37.45,126.5
37.25,126.35
37,126.45
36.55,126.1
36.2,126.3
35.45,126.45
35.2,126.2
34.5,126.2
34.2,126.35
34.4,127.1
34.5,127.45
34.55,128.3
35.1,129.5
35.35,129.2
36,129.25
36.3,129.25
37,129.2
37.3,129.1
37.55,128.5
38.15,128.3
38.4,128.15
39,127.5
39.15,127.2
39.35,127.3
39.5,127.2
39.55,127.5
40.5,128.15
40.2,128.45
40.4,129.15
40.5,129.4
41.2,129.4
41.35,129.35
42.5,130.5
42.15,130.4
42.35,130.5
42.35,131.1
43,131.3
43.15,131.45
43.15,132.2
42.55,132.2
42.4,133.5
42.5,133.45
43.1,134.2
43.25,135
43.55,135.3
44.2,135.4
44.45,136.2
45.15,136.55
45.4,137.3
46.5,137.55
46.3,138.15
47.5,138.3
47.3,139
48,139.3
48.3,140.1
49,140.2
49.25,140.3
50,140.3
50.3,140.25
51,140.3
51.25,140.45
51.5,141.5
52.1,141.2
52.25,141.5
52.5,141.5
53.15,141.2
53.3,140.45
53.45,140.15
54,140.1
54.1,139.3
54.1,138.5
53.4,138.15
53.3,137.2
53.5,137.4
54.15,137.4
54.1,137.5
53.45,136.4
54.1,136.4
54.35,136.4
54.3,135.55
54.4,135.15
54.55,135.1
55.1,135.55
55.35,136.35
55.55,137.15
56.2,137.55
56.5,138.3
57.1,139
57.3,139.4
57.45,140.15
58.5,140.35
58.25,141
58.4,141.4
59,142
59.15,142.4
59.2,143.4
59.2,144.4
59.2,145.35
59.1,145.55
59.25,146.3
59.15,147.25
59.2,148.1
59.15,148.5
59.25,148.55
59.4,149
59.45,149.3
59.35,150.1
59.3,150.5
59.35,151.2
59.2,151.4
59.5,151.5
58.5,151.2
58.5,152
59,152.55
59.1,153.2
59.5,154
59.1,155.1
59.25,154.5
59.3,154.1
60,154.3
60.25,155
60.45,155.45
61.1,156.2
61.35,156.55
61.45,157.55
61.5,158.5
61.4,159.3
61.5,160.2
61.15,159.5
60.55,159.55
60.35,160.1
60.55,161
61.15,161.4
61.35,162.15
61.4,162.55
62.5,162.55
62.3,163.15
62.4,164.25
62.3,164.45
62.15,164.5
61.45,163.55
61.1,163.45
60.5,163.3
60.4,162.4
60.25,161.55
60.5,161.35
59.4,160.55
59.15,160.5
58.5,159.4
58.25,159
58,158.15
57.45,157.3
57.45,156.5
57.25,157
57,156.4
56.5,156
56.2,155.45
55.5,155.3
55.15,155.25
54.5,155.3
54.2,155.4
53.55,155.5
53.2,156
52.45,156.5
52.1,156.25
51.4,156.3
51.15,156.3
50.55,156.4
51.15,157.2
51.4,157.55
52.15,158.25
52.5,158.35
53.1,159.1
53.1,159.55
53.35,159.5
54.5,159.55
54.25,160.25
54.35,161.1
54.3,161.4
54.45,162.5
55.1,161.4
55.4,161.35
56.5,161.55
56.15,162.25
56,162.5
56.1,163.15
56.4,163.5
56.5,162.4
57.15,162.4
57.4,163.1
57.55,162.35
57.45,162.5
58.1,161.55
58.35,162.2
59,162.55
59.25,163.1
59.5,163.2
60,164.1
59.5,164.45
60.1,165.2
60.2,166.1
59.45,166.1
60.1,166.5
60.25,167.3
60.35,168.15
60.3,169.1
60.15,169.5
59.55,170.2
60.25,170.4
60.4,171.3
61,172.2
61.2,173.5
61.4,173.5
61.45,174.35
62.5,175.2
62.15,176.15
62.3,177
62.3,178.1
62.15,179
62.4,179.4
63,179.15
63.3,178.5
64,178.35
64.2,178.2
64.2,177.3
64.45,177.3
64.4,178.4
64.55,179.35
65.3,180
65.3,-180
65.1,-179.4
65.4,-179.15
66,-179.55
66.2,-179
65.55,-178.5
65.3,-178.3
65.25,-177.4
65.35,-177
65.25,-176
65,-175.5
64.45,-175.5
64.25,-174
64.15,-173
64.4,-172.45
65,-172.1
65.3,-172.1
65.3,-171.5
65.5,-170.35
66.5,-169.5
66.3,-170.5
66.55,-171.4
67.5,-173.1
67.5,-174.3
67.3,-175
67.5,-175.5
68.1,-176.55
68.25,-178.1
68.45,-179.5
69.5,-180
69.5,180
69.1,179.45
69.25,178.4
69.35,177.25
69.5,176.1
69.5,174.4
69.55,173.2
70,172
70.5,170.35
69.3,170.35
69.5,171
68.5,170.25
68.45,169.35
69.5,169.2
69.15,168.2
69.35,168.15
69.35,169.1
69.5,169.25
70,168.15
69.4,167.4
69.25,167
69.35,165.4
69.4,164
69.35,162.15
69.35,160.4
69.5,159.3
70.15,160
70.4,159.4
70.55,158.5
71,157.3
71.5,156
70.55,154.35
70.55,153.3
70.5,152.25
71.1,152.25
71.25,151.35
71.25,150.4
71.4,150
72.1,149.5
72.2,148.3
72.2,146.5
72.35,145.15
72.4,143.5
72.45,142.25
72.5,140.4
72.3,141.1
72.3,139.45
72.15,139.2
71.55,139.4
71.3,140.1
71.35,138.35
71.3,136.4
71.4,135.5
71.35,135
71.2,134.25
71.3,133.3
71.55,132.35
71.3,132.15
71.5,132
70.45,131.15
70.55,130.2
71.2,129.25
71.5,128.45
72.15,129.3
72.45,129.5
73.15,128.35
73.25,126.55
73.4,124.5
73.4,123
73.2,122.5
73,123.2
72.55,122
73,120
73.1,118.3
73.35,118.4
73.35,117.15
73.45,115.55
73.4,114.5
73.3,113.4
74.5,112.5
74.25,113.2
74.3,112.5
74.2,111.35
74.5,112.5
73.4,113
73.4,112
73.5,111.1
74,110.1
73.45,109.3
73.3,110.1
73.2,108.5
73.1,107.35
73.1,106.3
73.35,107.1
73.45,108.2
74.1,109.4
74.3,111
74.55,112.3
75.15,113.4
75.45,113.5
76.1,113.3
76.3,112.25
76.4,111.1
76.45,109.35
76.45,108.1
76.3,107.5
76.3,106.25
77,107.3
77.5,106
77.5,104.15
77.25,106.5
77.45,104.5
77.25,102.3
77,101
76.3,101
76.3,99
76.1,99.25
76,96.4
76.2,97
76.5,94.45
76.5,93.15
75.45,92.1
75.35,90.35
75.2,88.4
75,87.3
74.4,86.35
74.2,86.3
73.55,87
73.5,85.15
73.4,83.45
73.35,82
73.3,80.2
72.55,80.5
72.25,80.5
72.15,82.1
71.5,82.5
71.4,81.35
72.5,80.35
72.2,79.3
72.2,78.3
72.35,77.45
72.2,77
72,78.2
71.5,77.45
72.5,76.55
71.55,76.5
71.3,76.35
71.15,78
71,78.3
71.1,76.55
71.2,75.2
71.5,75.2
72.15,75.45
72.45,75.3
73.5,74.3
72.55,74.1
72.4,75.5
72.2,75.1
72,74.4
71.5,73.45
71.2,73.1
71,73.5
70.35,74.2
70.1,73.5
69.4,73.4
69.5,73.55
69,75.3
68.45,74.35
68.15,74.3
67.4,74.5
67.15,74
66.5,73.3
66.3,72.3
66.15,71.35
66.4,70.3
67,71.5
67.2,72.3
67.45,73.1
68.1,73.1
68.35,73.35
69,72.35
69.3,72.35
70.5,72.4
70.35,72.4
71.5,72.4
71.3,71.5
71.55,72.25
72.2,72.5
72.4,72.5
72.55,71.2
73.1,71.4
73.3,71.1
73.2,70.5
72.55,69.3
72.3,68.55
72,68.45
71.35,68.15
71.15,67
70.5,66.5
70.25,67.2
70,66.55
69.4,66.55
69.3,67.5
69,68.2
68.45,69.5
68.15,68.35
68.3,67.45
68.5,67.5
69,66
69.15,65.5
69.2,64.5
69.4,63
69.45,61.45
70.5,60.1
70.3,59.5
70.1,58.35
69.55,59.1
69.4,60.1
69.2,60.3
69,61.5
68.45,60.3
68.4,59.5
68.2,59.5
68.25,59.5
69,59.5
68.5,58.1
68.3,57.15
68.35,56.1
68.3,55.1
68.1,54.5
68.3,54
69,53.55
68.45,53
68.3,52.5
68.2,51
68.5,50.1
67.5,49.5
67.4,48.1
67.5,48.1
66.5,47.2
66.5,46.2
67.1,45.5
67.2,44.55
67.45,45.3
67.5,46.4
68.15,46.15
68.3,45.4
68.3,44.3
68.4,43.15
68.15,44.1
67.4,44.1
67.1,43.5
67,44.3
66.3,44.3
66.1,43.55
66.2,43.1
66.25,42.1
66.5,41.3
65.5,40.3
65.3,39.4
65.5,40.1
64.35,40.4
64.4,39.3
64.5,38.4
65.5,37.45
65.1,36.55
64.5,36.3
64.25,37.15
64.25,38
63.55,38
63.55,36.45
64.2,35.45
64.35,34.4
65.5,34.4
65.3,34.4
66,34.4
66.25,33.4
66.4,32.5
67.1,32.15
66.5,33.1
66.4,34.2
66.25,35.2
66.2,36.15
66.15,37.15
66.5,38.2
66.1,39.3
66.25,40.35
66.45,41.15
67.15,41.15
67.4,40.55
68,40
68.15,39
68.35,38
68.55,37
69.1,35.5
69.2,34.3
69.25,33.5
69.45,33.5
69.55,32.5
69.45,31.15
69.5,30
70.1,28.45
70.5,30
70.25,31.1
70.4,30.1
70.55,29.5
71.5,27.45
70.3,26.5
70.55,26.35
70.35,25.35
71.1,25.4
71,24.5
70.4,24.15
70.55,23.2
70.4,22.2
70.15,21.3
70.5,20.1
70.5,18.55
69.35,18.5
69.25,17
69.5,17
69,17.35
68.4,16.4
69,16.35
68.45,15.55
69.15,16.1
68.55,15.2
68.4,14.25
68.25,15
68.15,13.4
67.5,12.55
68.1,14
68.15,15
68.2,16.1
67.5,15
67.25,14.4
67,13.5
66.35,13.2
66.1,13
65.45,12.35
65.15,12.1
64.55,11.2
64.2,10.4
63.55,10.5
63.3,9.3
63.45,8.55
63.2,8.3
63,8
62.55,7
62.3,6.2
62.1,5.4
61.5,4.55
61.3,5.15
61.1,4.5
60.45,5
60.2,5.5
59.55,5.35
59.35,5.15
59.15,5.25
