id,time,user,pos
216672672925487104,23:22:45,cromagnon2481,0
216672648577548288,23:22:39,smalpi,0
216672544965668864,23:22:14,JeanBonn0,0
216672491538624512,23:22:02,cromagnon2481,0
216672433762078721,23:21:48,Karl300du06,0
216672404938821632,23:21:41,superphilie,0
216672399465259008,23:21:40,mistaplayazz,0
216672374970527745,23:21:34,QueFautIlFaire,0
216672220490121218,23:20:57,zokounho,0
216672136805355520,23:20:37,Gerald_Duflot,0
216672134473326592,23:20:37,karradark,0
216672114172903425,23:20:32,fredericfleury,0
216672112323198976,23:20:31,calluap,0
216672051677761536,23:20:17,TamponRouge,0
216672047265361920,23:20:16,ZiedJaber,0
216672044950110209,23:20:15,NNorrice,0
216672024645480448,23:20:10,Ju2Er,0
216672001895571457,23:20:05,ClaraMarboeuf,0
216671991325917184,23:20:02,The_Flooow,0
216671968303382530,23:19:57,Jeromeswagger,0
216671948682432512,23:19:52,AlexSex4Real,0
216671937110355969,23:19:50,Alicieusement,0
216671925710229505,23:19:47,sonyakacy,0
216671891799277569,23:19:39,EpiniX,0
216671889525977088,23:19:38,alexandredevaul,0
216671879841333248,23:19:36,elvy44,0
216671866016907265,23:19:33,The_Flooow,0
216671801282007040,23:19:17,alaaaldin91,0
216671766200852480,23:19:09,amicale_suze,0
216671763260653568,23:19:08,ElisaOfficielle,0
216671757678022656,23:19:07,mistaplayazz,0
216671756784648192,23:19:07,drsdncdx,0
216671741450260482,23:19:03,Tennistalk__fr,0
216671726073946112,23:18:59,dimczerwony,0
216671694725713920,23:18:52,shoubieT,0
216671656914075648,23:18:43,yakeez,0
216671641525166080,23:18:39,david2ittah,0
216671609082232832,23:18:31,Fabienburgaud,0
216671607224152067,23:18:31,AlexSex4Real,0
216671476852604928,23:18:00,Souris_Bleu,0
216671409638879232,23:17:44,AlexSex4Real,0
216671400235241473,23:17:42,david2ittah,0
216671382535286785,23:17:37,FhlylhF,0
216671293737672704,23:17:16,AlexSex4Real,0
216671291883798530,23:17:16,nicknavea,0
216671250632806400,23:17:06,fredofun,0
216671236850335744,23:17:03,Camille1279,0
216671149403287554,23:16:42,Cesarebaba,0
216671063009017856,23:16:21,IamDahina,1
216671054008033280,23:16:19,david2ittah,0
216671035716665344,23:16:15,david2ittah,0
216671003135311872,23:16:07,MontChauve,0
216670988501389314,23:16:03,WomanYellowBlue,0
216670946117947393,23:15:53,SPANAME,0
216670897350770688,23:15:42,mosatine,0
216670893542342656,23:15:41,david2ittah,0
216670870003924993,23:15:35,Samir_Djedje,0
216670821157044224,23:15:23,Carme_litaa,0
216670794984591363,23:15:17,BalitrandChris,0
216670787673931776,23:15:15,CHLOESQUE,0
216670780308717570,23:15:14,Clyde972,0
216670759312039936,23:15:09,ashamax,0
216670757323935745,23:15:08,GIVE_ME_CARROTS,0
216670747039514624,23:15:06,Aur3Lianna,0
216670709341097984,23:14:57,carobellegarde,0
216670634003009536,23:14:39,nicknavea,0
216670533058707456,23:14:15,EddySaal,0
216670511462223874,23:14:10,Cecilewlfr,0
216670509113425920,23:14:09,ashamax,0
216670483884670976,23:14:03,musulmanfrance,0
216670460237185024,23:13:57,pmdessi,0
216670419153985536,23:13:48,gaienamae,0
216670418189299712,23:13:47,MaussionA,0
216670412673794048,23:13:46,heyimAntonelle,0
216670389001138176,23:13:40,Mounir_B,0
216670373272485889,23:13:37,ThRoesch,0
216670359104126976,23:13:33,Fabienburgaud,0
216670273016045569,23:13:13,FredLaLune,0
216670191201943552,23:12:53,F_reD_,0
216670159849521152,23:12:46,louannsaudreau,0
216670137703600128,23:12:41,paspareil,0
216670123862405120,23:12:37,La_Fallone,0
216670092606443522,23:12:30,Mamie_Moon,0
216670051749736449,23:12:20,NNorrice,0
216670038726414337,23:12:17,Piiixelle1,0
216670032992800769,23:12:16,shlakator,0
216670007155892224,23:12:09,sprat75,0
216670007155892224,23:12:09,sprat75,0
216669985362280448,23:12:04,melyespe,0
216669926545555456,23:11:50,JeffBraithwaite,0
216669926113542145,23:11:50,Fabienburgaud,0
216669915464220673,23:11:48,fontclair,0
216669869884719105,23:11:37,cromagnon2481,0
216669869465288707,23:11:37,blabalade,0
216669858170028032,23:11:34,CarlosRomeroSFC,0
216669837869580288,23:11:29,patricialavina,0
216669834040184834,23:11:28,andypandin,0
216669832446357504,23:11:28,maninouchette,0
216669707040866305,23:10:58,DITayer,0
216669693451304960,23:10:55,Barackho_,0
216669653789982720,23:10:45,audrey_Mina,0
216669640082980864,23:10:42,Colossus_Skeud,0
216669628104056833,23:10:39,Wagraam,0
216669616825565184,23:10:36,FjellLove,0
216669605765185536,23:10:34,Haribo_blabla,0
216669584403595264,23:10:29,RomeLeroi,0
216669567894818816,23:10:25,Wagraam,0
216669550165508097,23:10:21,TheKitchenCEO,1
216669549012066304,23:10:20,Kathytanic,0
216669541634293760,23:10:18,zaktarak,0
216669486198177793,23:10:05,kadence68,0
216669466229092353,23:10:00,CarmelitaNews,0
216669460529025026,23:09:59,Lelbella,0
216669439851102209,23:09:54,AkiraRomcbt,0
216669432532054017,23:09:52,_ImaPanda,0
216669429856075777,23:09:52,dadik75,0
216669390878412800,23:09:42,s_ignatovitch,0
216669373585293314,23:09:38,henryrds,0
216669366098460672,23:09:37,Skywii67,0
216669306564509696,23:09:22,Harriet_RDR,0
216669268195016705,23:09:13,alexandrapoule1,0
216669262662733824,23:09:12,_ImaPanda,0
216669257147232256,23:09:11,Liam_churros,0
216669237102653440,23:09:06,Harriet_RDR,0
216669219843080192,23:09:02,Rodzinalove,0
216669213262225410,23:09:00,Morinthomas21,1
216669205636972544,23:08:58,Fabienburgaud,0
216669201329422336,23:08:57,kadence68,0
216669185483345920,23:08:53,SofiaaKnowles,0
216669139413123072,23:08:43,Simon_Saidi,0
216669128340156416,23:08:40,MlissaGomez,0
216669108949880832,23:08:35,ThibaultRacary,0
216669105636376577,23:08:34,Bertrand09,0
216669101354000384,23:08:33,MorganeThwadi,0
216669099474956288,23:08:33,lamartynnez,0
216669095419060224,23:08:32,__Roger_Smith__,0
216669068298698752,23:08:26,M7Z_,0
216669021553180673,23:08:14,Reynald_Carpent,0
216669013625933824,23:08:13,lamartynnez,0
216669000745222145,23:08:09,_ImaPanda,0
216668978070827008,23:08:04,LaitRep,0
216668957791358976,23:07:59,TheoJK,0
216668929261703168,23:07:52,CircYAYY,0
216668903349305344,23:07:46,LaMeuf,0
216668897846374402,23:07:45,camilletavor,0
216668892288917505,23:07:44,CircYAYY,0
216668869639667712,23:07:38,LadyCathedral,0
216668868796628993,23:07:38,Tulipier,0
216668824773197825,23:07:27,SimplyDavid42,0
216668810650988544,23:07:24,FjellLove,0
216668786269499392,23:07:18,CarmelitaNews,0
216668763557330944,23:07:13,CircYAYY,0
216668736130781185,23:07:06,_ImaPanda,0
216668723489161216,23:07:03,kadence68,0
216668697962614785,23:06:57,Noorfajar,0
216668645680619521,23:06:45,lamoniromero,0
216668606098964481,23:06:35,AnthonyFis,0
216668577636433920,23:06:29,lilafricanyoung,0
216668528433053699,23:06:17,WelyWeloo,0
216668460699222016,23:06:01,fontclair,0
216668455259222016,23:05:59,ALaiNbAgO,0
216668407108612098,23:05:48,LauraChya,0
216668400817160192,23:05:46,WizZKhalifou,0
216668384262242305,23:05:42,Karl300du06,0
216668383314317312,23:05:42,PoppyReiter,0
216668357640978432,23:05:36,TimGluckman,0
216668242645749760,23:05:09,bananewoman,0
216668220910878720,23:05:04,farid_fma42,0
216668205438091264,23:05:00,ALaiNbAgO,0
216668204720857088,23:05:00,LadyPotsy,0
216668154259185665,23:04:48,CharlyaftonPsn,0
216668139822395392,23:04:44,xxforever71xx,0
216668129168859136,23:04:42,RomainFouquy,0
216668091394961409,23:04:33,samysamychou,0
216668088597360641,23:04:33,MADM0iSL_C,0
216668073736945664,23:04:28,PierreChevelle,0
216668069592973312,23:04:27,PhilippineLan,0
216668059233030144,23:04:25,mehdy60,0
216668057756631042,23:04:25,CdR_85,0
216668056083120128,23:04:24,alex7desousa,0
216668035375828994,23:04:19,belayizi,0
216667942165815296,23:03:57,ZakiKun2,0
216667888168349696,23:03:44,Abou1959,0
216667887417565184,23:03:44,marcantoineweb,0
216667881356787712,23:03:43,LePogamLenaic,0
216667865263255553,23:03:39,kamara59,0
216667821294366720,23:03:28,belayizi,0
216667821294366720,23:03:28,belayizi,0
216667798871617537,23:03:23,daftdef,0
216667789639954435,23:03:21,JordyRiodin,0
216667789048553473,23:03:21,Jeremy9711,0
216667709956558848,23:03:02,BeeLaDiva,0
216667672530796544,23:02:53,CircYAYY,0
216667664834236416,23:02:51,MarineLeroy5,0
216667654390415360,23:02:48,Fabienburgaud,0
216667649109803008,23:02:47,MartadeDeu,0
216667644928081921,23:02:46,alex7desousa,0
216667595829555200,23:02:34,__Maryna,0
216667537054769153,23:02:21,Suce_Toi,0
216667524065005569,23:02:17,ValAmln,0
216667488887377920,23:02:09,ylouarn,0
216667426794897409,23:01:54,CircYAYY,0
216667392976240641,23:01:46,SupernATOral,0
216667388932923393,23:01:45,WilStitch,0
216667385652977664,23:01:44,FjellLove,0
216667339389800448,23:01:33,77_simon,0
216667321681444864,23:01:29,Rachi_Ka,0
216667306632290304,23:01:26,ylouarn,0
216667298998657024,23:01:24,MelzDream,0
216667284201156608,23:01:20,dupuy_romain,0
216667278278799360,23:01:19,EloB3L,0
216667268124389376,23:01:16,StanLachaux,0
216667222423248897,23:01:05,scottyzinho,0
216667208787558400,23:01:02,duf2110,0
216667166592860160,23:00:52,jips,0
216667118559694848,23:00:41,leeloob78,0
216667076562124802,23:00:31,EtienneLaMiche,0
216667046849675264,23:00:24,BertrandAznar,0
216667042114318336,23:00:22,javielin15,0
216667028281499650,23:00:19,JPhilippeLongo,0
216667020014530560,23:00:17,F5Hm9,0
216667016692633600,23:00:16,NATHGR84,0
216667008903815168,23:00:15,Barbara_MBR,0
216666978121822209,23:00:07,tonyemery,0
216666968684638208,23:00:05,LaitRep,0
216666967443111936,23:00:05,PhenixOrne,0
216666949504073728,23:00:00,tonyemery,0
216666930222862338,22:59:56,JaxelT,0
216666913684721664,22:59:52,polemixvoixoff,0
216666910228615168,22:59:51,57ChristopherM,0
216666891576541184,22:59:47,CarmelitaNews,0
216666875105517568,22:59:43,CarmelitaNews,0
216666842977140736,22:59:35,YanisSellak,0
216666827324002307,22:59:31,Darrrrrryl_,0
216666777889943553,22:59:19,aD_Dict_,0
216666739910516736,22:59:10,tdechampagn,0
216666664010395648,22:58:52,Manxn_,0
216666647556145152,22:58:48,OceaneStylinson,0
216666644880179202,22:58:48,henryrds,0
216666636890017792,22:58:46,NNorrice,0
216666625628319744,22:58:43,_ElieSalameh_,0
216666620691623936,22:58:42,Noeminiboobs,0
216666609530572801,22:58:39,JuFromMars,0
216666603708891136,22:58:38,Jail_Man,0
216666601364271104,22:58:37,FaridAannabe,0
216666541402505216,22:58:23,MichaelTourneux,0
216666522351964160,22:58:19,MelzDream,0
216666520451948545,22:58:18,Sinoxlgd,0
216666513682337792,22:58:16,Douniagara,0
216666498331189249,22:58:13,NNorrice,0
216666426369519616,22:57:56,leclercguigz,0
216666419134337024,22:57:54,lloranld,0
216666418236760064,22:57:54,KilianDurand,0
216666398724853762,22:57:49,jips,0
216666370551709697,22:57:42,jjruizujaen,0
216666358732173312,22:57:40,Yann_Dr,0
216666317896421377,22:57:30,Clermontoon_63,0
216666293208752129,22:57:24,Boubs27120,0
216666283444416513,22:57:22,alexrct,0
216666278637744129,22:57:20,GabyTironzelli,0
216666262087020546,22:57:17,Ohax,0
216666241014841344,22:57:12,Gui_Blmt,0
216666231950942208,22:57:09,_ThEmilie,0
216666227597254656,22:57:08,AJFAISAL,0
216666158072467458,22:56:52,Thibuch,0
216666132554317824,22:56:46,alexrct,0
216666130285199360,22:56:45,Damien_Pau,0
216666101885579265,22:56:38,_ThEmilie,0
216666085653614592,22:56:34,LenyLefouoba,0
216666072030519297,22:56:31,alexrct,0
216666021048750080,22:56:19,KilianDurand,0
216665996767920128,22:56:13,alexrct,0
216665989599854593,22:56:12,etFroid,0
216665967395209218,22:56:06,mistaplayazz,0
216665942216814592,22:56:00,sebwatt,0
216665857558978560,22:55:40,Noeminiboobs,0
216665852693581825,22:55:39,loubide,0
216665833408176128,22:55:34,juliensavel,0
216665822989524992,22:55:32,Ohax,0
216665808066183168,22:55:28,sebwatt,0
216665805641875456,22:55:28,RomainQuidor,0
216665781281361921,22:55:22,CupcakeLisa_,0
216665781046493184,22:55:22,TristanPrn,0
216665756333637632,22:55:16,sebwatt,0
216665729565605890,22:55:10,sebwatt,0
216665726621204483,22:55:09,Numberseven75,0
216665708669579265,22:55:05,Sean1Pro,0
216665708669579265,22:55:05,Sean1Pro,0
216665700675223553,22:55:03,sebwatt,0
216665668551053312,22:54:55,May_and_Nov,0
216665653325742081,22:54:51,SofaaxBylkaa,0
216665644106653696,22:54:49,Thiasma2,0
216665641573302273,22:54:49,DechereJordan,0
216665497142435841,22:54:14,illyhype_,0
216665492566446080,22:54:13,Thiasma2,0
216665488795774976,22:54:12,FranceTweets,0
216665459448217600,22:54:05,Manon_OneDerful,0
216665457997000704,22:54:05,sim_lyon,0
216665413449289729,22:53:54,Chaa4,0
216665376606519296,22:53:45,mistaplayazz,0
216665307333402624,22:53:29,sheryDolce,0
216665233849196545,22:53:11,CdR_85,0
216665212198199296,22:53:06,fontclair,0
216665186491318273,22:53:00,EricSAVIN,0
216665159643570176,22:52:54,Jalboule,0
216665132187664385,22:52:47,AliceBEstablet,0
216665121194393601,22:52:44,MimieCherie,0
216665097307832320,22:52:39,lea_buvelot,0
216665076055289856,22:52:34,AssarafMichael,0
216665075921063936,22:52:34,Alx_Ajx_,0
216665005788119040,22:52:17,Morgaan92,0
216665001346342912,22:52:16,Numberseven75,0
216664953426415616,22:52:04,Sidou_F,0
216664877736005633,22:51:46,pojuste,0
216664841946005504,22:51:38,Meli_Melou,0
216664803777847297,22:51:29,pojuste,0
216664772660314112,22:51:21,gomarabou,0
216664679337037824,22:50:59,EloloLoveDrew,0
216664674366799872,22:50:58,Hyderules,0
216664664493391872,22:50:56,Samir_Djedje,0
216664643538661377,22:50:51,TheoYao,0
216664602635808768,22:50:41,boule_noire,0
216664568187977728,22:50:33,JeremRiviere_,0
216664520041570304,22:50:21,timotheruiz,0
216664518766501889,22:50:21,marionbeaufol,0
216664491469979648,22:50:14,Herleu,0
216664486071902209,22:50:13,IamSteR,0
216664467499528193,22:50:09,MarchandDeJoie,0
216664466547417088,22:50:08,alexleul,0
216664455185051648,22:50:06,Saber0160,0
216664454643978240,22:50:06,Jess_iicaaa,0
216664435509575680,22:50:01,WNanina,0
216664327317499905,22:49:35,BalouPower,0
216664313056862209,22:49:32,Juloobaresse,0
216664312108945408,22:49:32,BestOfHumour,0
216664218622111744,22:49:09,Ak_Rft,0
216664205418434561,22:49:06,tt_fr,0
216664204109824000,22:49:06,Aurelynosoucy13,0
216664201693900801,22:49:05,oliviapastini,0
216664186355326977,22:49:02,GabyTironzelli,0
216664184040079361,22:49:01,clara_duriez,0
216664177647955969,22:49:00,sofiane_djema,0
216664173382344706,22:48:59,AlexPaire,0
216664145989349376,22:48:52,costellojude,0
216664140155060224,22:48:51,LeoVassal,0
216664139278462977,22:48:50,bouboulegluant,0
216664118621511680,22:48:45,CharlotteR34,0
216664118181105664,22:48:45,restless04,0
216664106650963969,22:48:43,JordanSimaoGaga,0
216664106332192768,22:48:43,Benoit_Darties,0
216664103253581825,22:48:42,Numberseven75,0
216664064821182464,22:48:33,THUILLIERMax,0
216663969799221248,22:48:10,jbvaisman,0
216663954745860097,22:48:06,VistaElric,0
216663946604724224,22:48:04,pengymik,0
216663934202159105,22:48:01,damiencaux,0
216663878988341248,22:47:48,MJakiari,0
216663859774234624,22:47:44,fontclair,0
216663827104800769,22:47:36,KateCo_,0
216663826400157696,22:47:36,boobalyne,0
216663819399868416,22:47:34,Rhysterias,0
216663810038181891,22:47:32,SabrinaaSabiy,0
216663782074761216,22:47:25,Fk_MeyR,0
216663764001497090,22:47:21,FredGOuN,0
216663740035248128,22:47:15,mleveneur,0
216663705419649025,22:47:07,AndyOfficial93,0
216663676445405184,22:47:00,densguess,0
216663674218233857,22:47:00,Tonio65400,0
216663674209828864,22:47:00,Numberseven75,0
216663666353909761,22:46:58,stephaneserant,0
216663655989788674,22:46:55,Grajzgrund,0
216663628705841153,22:46:49,Valeriedu55,0
216663581775761409,22:46:37,MrYahya77,0
216663530194219009,22:46:25,Salimator1980,0
216663442545840128,22:46:04,unesaison,0
216663429606416384,22:46:01,CaroleLlewellyn,0
216663410027397120,22:45:57,jcarlos_ortega,0
216663373159469056,22:45:48,nouria77,0
216663373083971585,22:45:48,DzWafad91,0
216663367547498496,22:45:46,elodiev59,0
216663355061043200,22:45:43,Nadjilin,0
216663338866847745,22:45:40,bleuspinka,0
216663298983202816,22:45:30,Kalyl_Ines,0
216663295610994688,22:45:29,SuperAxou,0
216663273846734848,22:45:24,Claire_Pssrd,0
216663273158885376,22:45:24,CdR_85,0
216663273158885376,22:45:24,CdR_85,0
216663267710484481,22:45:23,Jeremy9711,0
216663243702276097,22:45:17,Maguaxiguime,0
216663241747734528,22:45:16,GBouslim,0
216663199498510336,22:45:06,lecoyotte,0
216663117642481665,22:44:47,TugdualdD,0
216663072889245696,22:44:36,Splinter_7,0
216663067390513152,22:44:35,boule_noire,0
216663040685383681,22:44:28,Nadir_Saladin,0
216663011761471489,22:44:22,unesaison,0
216662986402709504,22:44:16,EmysPaw,0
216662968312668161,22:44:11,Thibuch,0
216662892509003777,22:43:53,CindyTagaada,0
216662836699594753,22:43:40,chess_hhc,0
216662823554650112,22:43:37,elopitchoune,0
216662782987337728,22:43:27,SuuperConnaasse,0
216662708504899584,22:43:09,Auroree3,0
216662708165160960,22:43:09,Corentzn,0
216662706567135232,22:43:09,RachelFulmer,0
216662701424914432,22:43:08,SophieSine,0
216662664632467457,22:42:59,Yann_Dr,0
216662654683594752,22:42:56,Jayaarvee,0
216662646521479169,22:42:54,lolotchoup,0
216662603223666688,22:42:44,Dannythechair,0
216662598756737025,22:42:43,JeClasseTout,0
216662593119592449,22:42:42,etanite,0
216662543589064704,22:42:30,AmaiaCandyShop,0
216662505609637889,22:42:21,charlesmallow,0
